D,eta,C_uv_ee,C_uv_mumu,C_uv_tautau,C_match_ee,C_match_mumu,C_match_tautau,C_ir_ee,C_ir_mumu,C_ir_tautau,delta_C_match_mumu,abs_delta_C_match_mumu,delta_C_rge_mumu,abs_delta_C_rge_mumu,delta_C_mumu,abs_delta_C_mumu,rel_delta_C_mumu,mu_match,mu_low,log_ratio,finite_fac_diag,finite_fac_offdiag,kappa_diag,kappa_offdiag,finite_match_mode,kappa_diag_eff,kappa_offdiag_eff,shell_spread,coeff_cv,offdiag_mix,gap_cv,gap_asym,g_col_norm_cv,c_tree_diag_cv,pkin_entropy,action_norm_diag,action_norm_offdiag,coeff_l1,coeff_l2,coeff_align,action_abs_diag,action_abs_offdiag,mu_mumu_uv_tree,mu_mumu_uv_rge,delta_mu_mumu,abs_delta_mu_mumu,chi2_uv_tree,chi2_uv_rge
4.0,0.2,0.00016277754232253458,0.0014758502143104744,0.0003435162004482209,0.0001628720615052537,0.0014767071885225316,0.00034371566820067537,0.00016338276157327537,0.0014813375373660144,0.0003447934197407977,8.569742120571964e-07,8.569742120571964e-07,4.630348843482788e-06,4.630348843482788e-06,5.487323055539985e-06,5.487323055539985e-06,0.003718075860498955,1.280917082806759,1.0,0.24757629233153006,1.0005806647610629,1.0,0.0,0.0,action_absolute,0.09169490370150604,6.169282371166089e-32,0.07718149434815945,0.7278992382235014,2.8777801998322563e-29,0.052928468881864164,0.11177290657100736,0.09029178776792637,0.8794894425499511,0.758788855870295,1.2689095420204013,1.0767321020559757,0.5339835720691466,0.3813202699293874,0.7141048711513722,0.5418548181523541,0.025796226649847147,2.4083057749134755,2.40827978707084,-2.598784263563303e-05,2.598784263563303e-05,6.3542533482741534,6.353925806347614
4.8,0.2,0.00019561316472304778,0.0015683202593658858,0.00015202569746888047,0.00019574958706909158,0.0015694140197446088,0.000152131721530896,0.00019651241449686492,0.0015755299563231654,0.00015272457207814738,1.0937603787230642e-06,1.0937603787230642e-06,6.1159365785565765e-06,6.1159365785565765e-06,7.209696957279641e-06,7.209696957279641e-06,0.004597082078245113,1.3602809677586774,1.0,0.30769127235057525,1.0006974088182508,1.0,0.0,0.0,action_absolute,0.11013038627146657,3.021036245415821e-31,0.07111786048012514,0.7487878177500273,2.993923942695591e-29,0.3330127461264275,0.9985580509745398,0.1957340473559828,1.0296902220130237,0.8335514729768704,1.4728624404054653,1.4163259993902102,0.5496017971416134,0.3964102668125378,0.7212681415421147,0.6012141217937196,0.10017820878952571,13.739693054108729,13.739184170499536,-0.0005088836091928783,0.0005088836091928783,951.67515418512,951.5966624594145
5.6,0.2,0.00015714102819852153,0.0013021892258809095,5.9531521082067194e-05,0.00015730977362231975,0.0013035875778918762,5.9595448828178516e-05,0.0001580231508659844,0.0013094991604450663,5.9865705634485254e-05,1.3983520109667105e-06,1.3983520109667105e-06,5.911582553190086e-06,5.911582553190086e-06,7.3099345641567965e-06,7.3099345641567965e-06,0.0056135732187553205,1.4305484675437201,1.0,0.35805791447458585,1.0010738470133023,1.0,0.0,0.0,action_absolute,0.1695751233373514,1.1189164167442676e-31,0.1092096338293002,0.7675103934186478,3.368050735349661e-29,0.04896323098045846,0.10296811348511037,0.28060102967778355,1.1143805860015703,0.8789935460298314,1.3732270194100678,1.0711593535980681,0.5468206835304987,0.39797530256945257,0.7277985536318061,0.6397302314522036,0.02839906131900997,57.97841649278864,57.97242596040626,-0.005990532382377012,0.005990532382377012,20006.98258019661,20002.7461190353
6.4,0.2,0.00010403201165275425,0.0006722767776805341,2.7226734432871954e-05,0.0001041706574634904,0.0006731727361206316,2.7263020116568465e-05,0.00010468570970913488,0.0006765011122477294,2.7397816997724853e-05,8.959584400974668e-07,8.959584400974668e-07,3.3283761270978167e-06,3.3283761270978167e-06,4.2243345671952835e-06,4.2243345671952835e-06,0.006283624107573573,1.4775528482269376,1.0,0.3903872383399466,1.0013327225777287,1.0,0.0,0.0,action_absolute,0.21045511389731858,7.23824553180377e-31,0.1316552460415761,0.715292935971534,4.490444037185556e-29,0.23684225745303278,0.6206901777936342,0.28047183716500834,1.0740913062068647,0.9010333708810129,1.4570619145694848,1.309910589913548,0.5249812193015628,0.3726558128157027,0.7098459889888737,0.6395949242650113,0.09346826913250748,59.89373701777076,59.88858106987292,-0.005155947897840463,0.005155947897840463,21384.482939400787,21380.713222294355
7.2,0.2,7.600592234179314e-05,0.00012096550465777007,1.756797557663314e-05,7.61041278671489e-05,0.0001211218014379265,1.759067475872032e-05,7.648987970249585e-05,0.0001217357360366748,1.767983726886711e-05,1.5629678015642947e-07,1.5629678015642947e-07,6.139345987483025e-07,6.139345987483025e-07,7.702313789047319e-07,7.702313789047319e-07,0.006367363828918289,1.4921401916441892,1.0,0.40021145959540433,1.001292077279375,1.0,0.0,0.0,action_absolute,0.2040366656490744,1.8967076410849628e-30,0.14069871838435052,0.6301156865399458,8.300515088233312e-29,0.5397550802947837,2.3455123877977533,0.05673892634684577,0.5919366112864753,0.9103279160506171,1.432046424555722,1.6204236024415644,0.5085808844373885,0.34706012911748946,0.6824089141718738,0.6212158847324463,0.10022513471094248,3.5327999605622566,3.5324984993327013,-0.00030146122955532206,0.00030146122955532206,28.43022294858977,28.422186560351395
8.0,0.2,6.313930504949174e-05,8.591083119440962e-05,1.3492972406410483e-05,6.322631030312893e-05,8.602921535547052e-05,1.3511565570931684e-05,6.353254089963247e-05,8.644588964515675e-05,1.3577007548561659e-05,1.1838416106090086e-07,1.1838416106090086e-07,4.166742896862381e-07,4.166742896862381e-07,5.35058450747139e-07,5.35058450747139e-07,0.0062280674428157115,1.4658274448318904,1.0,0.38241989178356733,1.0013779887752803,1.0,0.0,0.0,action_absolute,0.21760326529851737,2.3146619232996308e-30,0.1520636193182569,0.6058619719411955,9.73259793452573e-29,0.5891268740470006,2.8676826827286432,0.04473497088292337,0.5580450552791809,0.9133806537148066,1.4452584435640263,1.665287061215118,0.5340456080149918,0.3605063302199267,0.6750478326371827,0.6165756306629133,0.09391703086917513,2.326336307979538,2.3257160095303235,-0.000620298449214296,0.000620298449214296,5.363118471757258,5.355938314379664
8.8,0.2,2.214685757277516e-05,5.848230801141066e-05,7.047750343537498e-06,2.2167119219044985e-05,5.853581211844149e-05,7.054198166845593e-06,2.2289841479772302e-05,5.8859879811933784e-05,7.093251827273873e-06,5.35041070308254e-08,5.35041070308254e-08,3.2406769349229683e-07,3.2406769349229683e-07,3.7757180052312223e-07,3.7757180052312223e-07,0.006456171333892175,1.5482467554553723,1.0,0.43712316521321565,1.0009148768037743,1.0,0.0,0.0,action_absolute,0.14447155406377746,1.1961527380890567e-30,0.11517223325097901,0.5937428255184164,1.2483365521746187e-28,0.1526414316992487,0.36027589124483117,0.08885835383790645,0.7386124276866068,0.9135092970649155,1.2831884112307528,1.2087482232265034,0.46591397859586803,0.3128373899025909,0.6714488173233043,0.6133747371280805,0.06882897700825975,1.5836854177066555,1.58365649032701,-2.8927379645438123e-05,2.8927379645438123e-05,0.2108770792379284,0.21081066524521982
9.600000000000001,0.2,1.0975147167186832e-05,4.3579838328899834e-05,3.956029559913731e-06,1.0985331407590788e-05,4.3620277654545866e-05,3.959700504409471e-06,1.1046127057123009e-05,4.386168349060025e-05,3.981614505470221e-06,4.043932564603192e-08,4.043932564603192e-08,2.4140583605438494e-07,2.4140583605438494e-07,2.8184516170041686e-07,2.8184516170041686e-07,0.006467329217086887,1.5480056645464257,1.0,0.4369674344285572,1.00092793656876,1.0,0.0,0.0,action_absolute,0.14653386948746175,1.054389694568646e-30,0.11485685465158924,0.5829075341898452,1.5205403541526647e-28,0.1066533286499557,0.23877254389671365,0.18728807642891,0.8851615251699383,0.9126874950814605,1.3214390647246899,1.1497013156171452,0.4654103917952466,0.31102291498571705,0.6682766875616928,0.6099277759920172,0.05251232590366241,1.0000000014340404,1.0000000014332642,-7.762679388179095e-13,7.762679388179095e-13,0.9999999928297973,0.9999999928336787
10.4,0.2,7.422066641493796e-06,2.996797540013284e-05,2.1099883030150735e-06,7.429857067180688e-06,2.999943069373478e-05,2.1122030105714508e-06,7.46944101794672e-06,3.0159258261997868e-05,2.1234561664831096e-06,3.145529360193969e-08,3.145529360193969e-08,1.5982756826308652e-07,1.5982756826308652e-07,1.912828618650262e-07,1.912828618650262e-07,0.006382909065794891,1.5229622419775668,1.0,0.42065728173279693,1.0010496302530267,1.0,0.0,0.0,action_absolute,0.16575096583664364,2.335944865511386e-30,0.12533762689732517,0.577057574905652,1.8818072702544209e-28,0.19108966093919896,0.472461907610346,0.220824975839357,0.9172112440472516,0.9115432970884193,1.3800538854412516,1.2559774722814012,0.4844721631315347,0.3229405150921417,0.6665821891699958,0.6076185264964343,0.07885407263065519,0.4952545984950411,0.49517308853750697,-8.15099575341427e-05,8.15099575341427e-05,5.116026509652305,5.1169483731672125
11.2,0.2,4.558508069825639e-06,1.6473387012688423e-05,7.956067069737132e-07,4.563824762064231e-06,1.6492600300793236e-05,7.96534641275714e-07,4.587238873633138e-06,1.6577213449552593e-05,8.006211590391379e-07,1.921328810481322e-08,1.921328810481322e-08,8.461314875935641e-08,8.461314875935641e-08,1.0382643686416963e-07,1.0382643686416963e-07,0.006302676965228741,1.499419168235305,1.0,0.40507781194222237,1.0011663228751935,1.0,0.0,0.0,action_absolute,0.18417832611360146,4.3567080917851236e-30,0.1353663151635882,0.574437990656976,2.5787377245512494e-28,0.26361689275729705,0.7159775670150244,0.25761164719784035,0.9184677656480011,0.9102765574924555,1.4258282995901088,1.3404293458524341,0.5036498025294905,0.33534391736577057,0.665827556531475,0.6060872160430844,0.09311009170774293,0.15211173576309514,0.15206210724209632,-4.962852099882342e-05,4.962852099882342e-05,9.732657000126215,9.733431151131482
