D,delta_micro,kappa_env,g_z_micro,g_x_micro,tau_env,Szz_0,Sxx_delta,gamma_phi_micro,gamma_mix_micro,gamma_ref,Cmax_micro,chi_eff_micro,ratio_micro_to_baseline,bath_system_kernel_phi,bath_system_kernel_mix,bath_shape_phi,bath_shape_mix,bath_shape_suppression,bath_system_coupling_ratio,bath_rate_kernel_phi,bath_rate_kernel_mix,bath_norm_from_phi,bath_norm_from_mix,bath_norm_geom_mean,bath_norm_phi_residual_abs,bath_norm_mix_residual_abs,bath_norm_channel_consistency_abs,bath_phi_identifiable,bath_rate_ratio_pred,bath_rate_ratio_obs,bath_rate_ratio_residual_abs,bath_rate_ratio_log_residual_abs,chi_linear_prefactor,chi_response_gain,chi_eff_factor_recon,chi_eff_factor_residual_abs,bath_norm_from_obs,bath_norm_obs_residual_abs,bath_ratio_system_share,bath_ratio_shape_share,parent_bath_potential_phi_obs,parent_bath_potential_mix_obs,parent_bath_potential_phi_recon,parent_bath_potential_mix_recon,parent_bath_potential_phi_anchor_recovery,parent_bath_potential_mix_anchor_recovery,parent_bath_potential_phi_chain_recovery,parent_bath_potential_mix_chain_recovery,parent_bath_potential_phi_residual_abs,parent_bath_potential_mix_residual_abs,parent_bath_potential_phi_anchor_residual_abs,parent_bath_potential_mix_anchor_residual_abs,parent_bath_potential_phi_chain_residual_abs,parent_bath_potential_mix_chain_residual_abs,parent_bath_action_phi_obs,parent_bath_action_mix_obs
4.0,0.5002558656877873,430546.4345656163,2.387347284530522e-06,0.0004144736211421,0.5710366322940573,1.1420732645881146,1.0559068677898105,2.8024970358454056e-06,0.0780979083476504,475.0029831292905,0.3211732607166098,0.0001056117993782,0.2005610456535504,5.699427056955258e-12,1.7178838262264506e-07,1.1420732645881146,1.0559068677898105,0.9245526539583432,30141.342437746305,6.509163265218721e-12,1.8139253301775465e-07,430546.4345656163,430546.4345657834,430546.4345656999,0.0,1.6711419448256493e-07,1.6711419448256493e-07,1,27867.258144685584,27867.258144696403,1.0819348972290754e-08,3.8835601401380433e-13,7.637532371807511e-10,0.3211732607166098,0.0001056117993782,1.4772254600114998e-17,430546.4345655561,6.01867213845253e-08,0.992451449781767,0.0075485502182329,47.868878598839835,2.074517134920709,47.86887859883984,2.074517134920614,47.86887859883984,2.0745171349207094,47.868878598839856,2.074517134920707,7.105427357601002e-15,9.50350909079134e-14,7.105427357601002e-15,4.440892098500626e-16,2.1316282072803006e-14,1.7763568394002505e-15,-47.868878598839835,-2.074517134920709
5.0,0.508359971180862,430546.4345656163,1.3329446380921234e-05,0.000583932556668,0.5466561469219149,1.0933122938438298,1.0149317950893333,8.363507538710663e-05,0.1489986159999165,767.6149152622555,0.2342547771193519,9.09404882270364e-05,0.2746371827906154,1.7767414082185414e-10,3.4097723073682706e-07,1.0933122938438298,1.0149317950893333,0.9283091398534182,1919.1156865011071,1.94253322458673e-10,3.460686328763177e-07,430546.4345656163,430546.43456567614,430546.4345656462,0.0,5.98374754190445e-08,5.98374754190445e-08,1,1781.532632215045,1781.5326322152928,2.4783730623312294e-10,1.3922196728798496e-13,9.016725079086911e-10,0.2342547771193519,9.094048822702374e-05,1.2658060363768264e-17,430546.43456567626,5.995389074087143e-08,0.9902553868366752,0.0097446131633249,51.26483077470434,2.7204908774650867,51.26483077470435,2.7204908774652403,51.26483077470434,2.720490877465087,51.264830774704365,2.720490877465085,7.105427357601002e-15,1.5365486660812167e-13,0.0,4.440892098500626e-16,2.1316282072803006e-14,1.7763568394002505e-15,-51.26483077470434,-2.7204908774650867
6.0,0.4549479950675579,430546.4345656163,4.9439619065338996e-17,7.442196800057124e-05,0.5620009246748034,1.124001849349607,1.055031414749071,1.1828706461312668e-27,0.0025158670602084,566.0993661540692,0.4911360916697626,4.365428364656341e-06,0.0108639504163836,2.4442759333258307e-33,5.53862932107805e-09,1.124001849349607,1.055031414749071,0.938638504340144,5.53862932107805e+21,2.7473706693789704e-33,5.843427928387661e-09,1182.8706461312668,430546.4345656072,22567.249261798235,429363.563919485,9.080395102500916e-09,429363.56391947594,0,5.198770742031169e+21,2.1269164709064956e+24,2.1217177001644643e+24,6.014006341702945,2.0644530899535817e-11,0.4911360916697626,4.365428364656342e-06,8.470329472543003e-22,430546.4345656163,0.0,0.998736771130944,0.001263228869056,-1.3479749372283063,-1.3608286401588463,-1.3479749372282959,-1.3608286401585323,-1.347974937228301,-1.3608286401588465,-1.3479749372282868,-1.3608286401588487,1.0436096431476471e-14,3.1397107136399427e-13,5.329070518200751e-15,2.220446049250313e-16,1.9539925233402755e-14,2.4424906541753444e-15,1.3479749372283063,1.3608286401588463
7.0,0.4625088125338248,430546.4345656163,1.4333432886330134e-05,0.0005330129361615,0.5405220701904428,1.0810441403808857,1.0174551180547875,9.56233289409531e-05,0.1244545436582149,869.0649886602495,0.2465458851764336,7.061325914819278e-05,0.2653679653138381,2.0544729830693018e-10,2.841027901155033e-07,1.0810441403808857,1.0174551180547875,0.9411781443968664,1382.8499691004204,2.2209759799179076e-10,2.890618378566639e-07,430546.4345656163,430546.4345657684,430546.4345656924,5.820766091346741e-11,1.5209661796689036e-07,1.520384103059769e-07,1,1301.5081678971976,1301.5081678976571,4.59522198070772e-10,3.5305092183073753e-13,6.65224906372725e-10,0.2465458851764336,7.061325914816779e-05,2.4990860075790877e-17,430546.43456576864,1.523294486105442e-07,0.9916869882518584,0.0083130117481415,51.39878459742522,2.540494398210382,51.398784597425234,2.540494398210321,51.39878459742522,2.540494398210381,51.398784597425234,2.5404943982103787,1.4210854715202004e-14,6.084022174945858e-14,0.0,8.881784197001252e-16,1.4210854715202004e-14,3.1086244689504383e-15,-51.39878459742522,-2.540494398210382
8.0,0.4170096953791304,430546.4345656163,9.186073160687149e-06,0.0002818921419918,0.5548897616221571,1.1097795232443142,1.0533781061906398,4.0319626864906166e-05,0.0360387918993099,651.2176638510591,0.3867576253927975,4.280681667808738e-05,0.1336973958299254,8.438394011349679e-11,7.946317971672515e-08,1.1097795232443142,1.0533781061906398,0.9491778178707144,941.686055543825,9.364756882863323e-11,8.370477376189039e-08,430546.4345656161,430546.4345656933,430546.43456565466,2.3283064365386963e-10,7.700873538851739e-08,7.724156603217126e-08,1,893.8275153203681,893.8275153205283,1.6018475434975699e-10,1.791899961744842e-13,2.5707157040824557e-10,0.3867576253927975,4.280681667807965e-05,7.738493006115288e-18,430546.4345656942,7.782364264130592e-08,0.9924405215919232,0.0075594784080766,50.53520614993619,1.3011497712253948,50.5352061499362,1.3011497712255087,50.53520614993619,1.3011497712253934,50.5352061499362,1.3011497712253912,1.4210854715202004e-14,1.1390888232654106e-13,0.0,1.3322676295501878e-15,1.4210854715202004e-14,3.552713678800501e-15,-50.53520614993619,-1.3011497712253948
9.0,0.3796056602450468,430546.4345656163,1.0139458717084435e-15,0.0001854156330355,0.5678603256781182,1.1357206513562363,1.085290040251233,5.027140956184014e-25,0.0160641781235333,505.0602635745723,0.4391256092842641,2.793406060584292e-05,0.0743317894848472,1.0280862307545957e-30,3.4378956973955195e-08,1.1357206513562363,1.085290040251233,0.9555959372185574,3.3439760153894585e+22,1.1676187636429872e-30,3.731113959805924e-08,430546.4345656164,430546.43456585513,430546.43456573575,1.1641532182693479e-10,2.3882603272795677e-07,2.3870961740612984e-07,0,3.1954898944624666e+22,3.1954898944642374e+22,17708351488.0,5.542233338927247e-13,1.4774925801522788e-10,0.4391256092842641,2.7934060605827245e-05,1.5673497655993573e-17,430546.4345658578,2.415035851299763e-07,0.999125012637553,0.0008749873624469,4.704102437810727,0.49314569196913605,4.704102437810739,0.49314569196887387,4.704102437810732,0.4931456919691364,4.7041024378107466,0.49314569196913416,1.1546319456101628e-14,2.621791672652307e-13,5.329070518200751e-15,3.3306690738754696e-16,1.9539925233402755e-14,1.887379141862766e-15,-4.704102437810727,-0.49314569196913605
10.0,0.3858958225357671,430546.4345656163,1.026813902545165e-05,0.0003413409411982,0.5487761725520374,1.0975523451040747,1.0504434078356857,4.982286752539539e-05,0.0526950013988973,735.6179024334008,0.3376941359791474,4.838053263509767e-05,0.1844517813216563,1.0543467904600316e-10,1.1651363813807303e-07,1.0975523451040747,1.0504434078356857,0.9570781863129072,1105.0788904781118,1.1572007924223624e-10,1.2239098310509134e-07,430546.4345656163,430546.4345657768,430546.4345656965,0.0,1.6047852113842964e-07,1.6047852113842964e-07,1,1057.646900231471,1057.6469002318654,3.9449332689400757e-10,3.730349362739831e-13,3.3275694542024015e-10,0.3376941359791474,4.838053263507955e-05,1.8119728807663993e-17,430546.43456577754,1.6123522073030474e-07,0.9937786387354174,0.0062213612645826,50.74684184645184,1.68107446108689,50.746841846451844,1.6810744610868102,50.74684184645184,1.6810744610868902,50.74684184645185,1.681074461086888,7.105427357601002e-15,7.971401316808624e-14,0.0,2.220446049250313e-16,1.4210854715202004e-14,1.9984014443252818e-15,-50.74684184645184,-1.68107446108689
11.0,0.3530642967646091,430546.4345656163,4.0597726022155445e-06,3.3539750786780116e-05,0.5611077942539604,1.1222155885079208,1.0798358803832029,7.963421639866888e-06,0.0005229948516151,576.0904607435714,0.4975393982597831,9.033669588268652e-07,0.0029480244380429,1.6481753581699975e-11,1.1249148828393171e-09,1.1222155885079208,1.0798358803832029,0.9622356804176412,68.25213574897353,1.8496080795329968e-11,1.2147234528669615e-09,430546.4345656163,430546.43456561235,430546.4345656143,5.820766091346741e-11,3.958120942115784e-09,4.016328603029251e-09,1,65.67464028237076,65.67464028237015,6.110667527536863e-13,9.325873406851359e-15,4.217127467443547e-12,0.4975393982597831,9.033669588268652e-07,1.0587911840678754e-22,430546.4345656163,0.0,0.9909670256524392,0.0090329743475607,48.91322654230855,-2.9316297987599187,48.913226542308564,-2.9316297987596167,48.91322654230855,-2.931629798759918,48.913226542308564,-2.93162979875992,1.4210854715202004e-14,3.019806626980426e-13,0.0,8.881784197001252e-16,1.4210854715202004e-14,1.3322676295501878e-15,-48.91322654230855,2.9316297987599187
12.0,0.3581076515471522,430546.4345656163,5.2041704279304207e-17,0.0003461079451684,0.5440721340012481,1.0881442680024962,1.048347709446824,1.268847700260342e-27,0.0540690184569051,808.6836951913015,0.3253511708266732,4.350630182111359e-05,0.1964930755811015,2.7083389842945504e-33,1.1979070970869218e-07,1.0881442680024962,1.048347709446824,0.9634271302749896,1.1979070970869216e+23,2.9470635415678177e-33,1.255823161361169e-07,1268.8477002603418,430546.43456567934,23373.015495522865,429277.586865356,6.30388967692852e-08,429277.586865419,0,1.1540961968824964e+23,4.2612693742370525e+25,4.249728412268227e+25,5.911419752928012,3.1058451377929465e-10,0.3253511708266732,4.3506301821107176e-05,6.417121608398579e-18,430546.4345656798,6.350455805659294e-08,0.9992993546087588,0.0007006453912412,-1.2778100063419373,1.7068152101910095,-1.2778100063419269,1.7068152101911558,-1.2778100063419373,1.7068152101910101,-1.277810006341923,1.706815210191008,1.0436096431476471e-14,1.4632739464559563e-13,0.0,6.661338147750939e-16,1.4210854715202004e-14,1.5543122344752192e-15,1.2778100063419373,-1.7068152101910095
13.0,0.3306951731891154,430546.4345656163,5.445680133294925e-06,0.0001421518844116,0.5551784353209624,1.110356870641925,1.0741504168366909,1.417708156293526e-05,0.0093452374533175,647.5026136368251,0.4580819607851625,1.322275650000615e-05,0.0517804315718993,2.9655432114163026e-11,2.020715824176889e-08,1.110356870641925,1.0741504168366909,0.967392056767927,681.39820603451,3.2928112799816107e-11,2.1705527448481023e-08,430546.4345656163,430546.4345659791,430546.43456579774,5.820766091346741e-11,3.6280835047364235e-07,3.627501428127289e-07,1,659.1792120137004,659.1792120142558,5.553602022700942e-10,8.42437231085214e-13,6.704382960423181e-11,0.4580819607851625,1.322275649999491e-05,1.1240127210064564e-17,430546.43456598226,3.659515641629696e-07,0.9949443462828972,0.0050556537171027,49.489994466864665,-0.04857928959656906,49.48999446686468,-0.04857928959711888,49.48999446686467,-0.048579289596570874,49.48999446686469,-0.048579289596573094,1.4210854715202004e-14,5.498171362638971e-13,7.105427357601002e-15,1.8110513089197866e-15,2.1316282072803006e-14,4.0314973581701e-15,-49.489994466864665,0.04857928959656906
14.0,0.3340105442690282,430546.4345656163,9.833566381827611e-06,0.0003231964652699,0.5401288062817059,1.0802576125634118,1.0462064133240911,4.497482066274547e-05,0.0470511865166611,876.0507428436198,0.3339356495641893,3.587022477991728e-05,0.1881625451866503,9.669902778581017e-11,1.0445595516295769e-07,1.0802576125634118,1.0462064133240911,0.9684786306124532,1080.217221980031,1.0445986089310231e-10,1.0928249020138005e-07,430546.4345656163,430546.43456566223,430546.4345656393,5.820766091346741e-11,4.5925844460725784e-08,4.5867636799812324e-08,1,1046.1672959072089,1046.1672959073203,1.1141310096718371e-10,1.0658141036400937e-13,2.4948895048397356e-10,0.3339356495641893,3.58702247799134e-05,3.8827990302137135e-18,430546.434565663,4.662433639168739e-08,0.9954354986540224,0.0045645013459775,50.64447057289955,1.5677899440748082,50.644470572899564,1.5677899440749943,50.64447057289955,1.567789944074807,50.64447057289957,1.5677899440748049,1.4210854715202004e-14,1.8607337892717624e-13,0.0,1.1102230246251565e-15,2.1316282072803006e-14,3.3306690738754696e-15,-50.64447057289955,-1.5677899440748082
