d40_beta,worst_score,mean_score,worst_p95
1.305,0.06487492660017757,0.06487492660017757,0.06487492660017757
1.3,1.2725966103255482,1.2725966103255482,0.0821204198493577
1.31,1.2825154112733124,1.2825154112733124,0.0920392207971219
1.295,2.49978634915977,2.49978634915977,0.1188339682073889
