section,ref_D,ref_eta_summary,ref_eta_tree_nearest,y2_raw_D9,y2_raw_D10,y2_raw_linear_interp_Dstar,y2_raw_log_interp_Dstar,y2_raw_inserted_history_fine_Dstar,rel_inserted_vs_linear_interp,rel_inserted_vs_log_interp,single_point_reported_y2,single_point_closest_branch,local_window_reported_y2,local_window_closest_branch,canonical_inserted_reported_y2,max_abs_target_grid_rel_vs_fine,mid_abs_target_grid_rel_vs_fine,coarse_abs_target_grid_rel_vs_fine,coeff2_kin_over_m2_ref,z_diag_ref,C_tree_mumu_current,C_tree_mumu_direct_y2,rel_C_tree_direct_vs_current,A_tree_current,A_tree_direct_y2,rel_A_tree_direct_vs_current,A_star_current,A_star_direct_y2,rel_A_star_direct_vs_current
reference_profile_interpolation,9.6,1.0,0.96,0.0002028181296014,0.0001414235473956,0.00016598138027792002,0.00016336376928813209,0.000184400649653,0.11097190145207053,0.12877323078756964,,,,,,,,,,,,,,,,,,,
branch_history_sensitivity,,,,,,,,,,,0.0001095835057003,1.0,6.606479016423901e-05,1.0,0.000184400649653,0.006736269069753789,0.005461900949889629,0.006736269069753789,,,,,,,,,,,
normalization_impact_if_adopted,,,,,,,,,,,,,,,,,,,0.2625585971897686,1.0055726432136365,4.357983836541372e-05,4.8415975893773665e-05,0.11097190145152185,526536848.4994691,426601737.3368358,-0.1897969941656117,520717136.3339917,421886589.0472753,-0.18979699416561122
