factor_map_csv,calibration_csv,n_points,n_anchor,n_phi_identifiable,n_pair_phi_identifiable,n_pair_mix,n_triangle_phi_identifiable,n_triangle_mix,max_abs_local_generator_residual_phi_identifiable,max_abs_local_generator_residual_mix,p95_abs_pairwise_cocycle_residual_phi_identifiable,max_abs_pairwise_cocycle_residual_phi_identifiable,p95_abs_pairwise_cocycle_residual_mix,max_abs_pairwise_cocycle_residual_mix,p95_abs_triangle_defect_phi_identifiable,max_abs_triangle_defect_phi_identifiable,p95_abs_triangle_defect_mix,max_abs_triangle_defect_mix,"corr(generator_phi_obs, generator_phi_recon)_identifiable","corr(generator_mix_obs, generator_mix_recon)",canonical_objective
/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_bath_factorization_map.csv,/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/kappa_env_anchor_calibration.csv,17,5,12,66,136,220,680,7.105427357601002e-15,8.424649866611844e-13,7.533036694429285e-16,8.951173136040325e-16,7.871115868460232e-13,8.635973880455339e-13,5.564992910933592e-16,1.1102230246251565e-15,6.106226635438361e-16,1.1102230246251565e-15,1.0,1.0,7.890320124701033e-13
