mode,D,slice_p95_abs_log_B_sum_ratio,slice_p95_abs_log_B2_ratio,slice_p95_share_l1,slice_argmax_W_mismatch_fraction,slice_p95_abs_delta_mu2,slice_acceptance_mismatch
release_sumanchor,15.200000000000001,1.180443265600126,1.3619629781514757,0.21310319859008878,0.0,3.626312366360575e-06,0.0
release_sumanchor,16.0,1.0825287130535957,1.240975165538894,0.1824461180891111,0.0,3.4251440170387924e-07,0.0
release_sumanchor,16.8,1.1182605238036671,1.0638384998096033,0.09677602684169788,0.0,1.5878469550931737e-07,0.0
release_sumanchor,17.6,0.7358469508288167,1.0981268702713975,0.291067345492986,1.0,1.0659414467541082e-08,0.0
release_sumanchor,18.4,0.5202180857996063,0.5202180857996063,0.0,0.0,1.0659414467541082e-08,0.0
release_sumanchor,19.200000000000003,0.5008945512118198,0.5008945512118198,0.0,0.0,1.0659414467541082e-08,0.0
release_sumanchor,20.0,0.4799999259454419,0.4799999259454419,1.6653345369377348e-16,0.0,1.0659414467541082e-08,0.0
release_tuned,4.0,0.8287077766746024,0.9345773856120406,0.5280910437280788,0.0,0.030704587745457118,0.0
release_tuned,4.8,1.13195096273757,1.4737876084865515,0.6074156622508973,0.0,0.07720364112829574,0.0
release_tuned,5.6,1.5935521890484645,2.0857632246689377,0.7258163460529434,0.0,1.014487259157238,0.0
release_tuned,6.4,1.646382992957794,2.1997428968033956,0.7369131263239941,0.0,0.31078410418325714,0.0
release_tuned,7.2,0.9214061096189027,1.0971427849973938,0.5645996558288813,0.0,0.01415724057900104,0.0
release_tuned,8.0,0.8508203835359631,1.0170282979345975,0.5347847489058155,0.0,0.0062284446746078805,0.0
release_tuned,8.8,0.8554661446643412,1.22150172135051,0.5630109950866861,0.0,0.00450934012679708,0.0
release_tuned,9.600000000000001,0.976175303679065,1.4373230088487923,0.6077628024941495,0.0,1.7097434579227411e-15,0.0
release_tuned,10.4,1.1363748317217213,1.6059115727084856,0.6337286867607556,0.0,0.00422012254788432,0.0
release_tuned,11.2,1.4052175413387578,1.8559427879942911,0.6507946987303262,0.0,0.00134450221514026,0.0
release_tuned,12.0,1.2833205785789048,1.735787670581385,0.645230775600155,0.0,0.00022997864283348,0.0
release_tuned,12.8,0.9660395505256203,1.4364435940570193,0.615737966800875,0.0,0.00010042606627074,0.0
release_tuned,13.600000000000001,0.6874300012096111,1.0935730114225688,0.5192253781500878,0.0,2.3585736578326497e-06,0.0
release_tuned,14.4,0.7260262236948416,1.1154819372069855,0.5234962932127504,0.0,7.627468074665697e-07,0.0
release_tuned,15.200000000000001,1.0943061116891801,1.540515438631729,0.6216011194135358,0.0,1.3517783477522457e-07,0.0
release_tuned,16.0,1.0074444661705526,1.4502174128993326,0.6095787245628546,0.0,1.0822214788479839e-08,0.0
release_tuned,16.8,1.0393199888044315,1.4803775638510168,0.6143989547994573,0.0,6.027124608257393e-09,0.0
release_tuned,17.6,0.6943649913355031,1.0021401040039737,0.522403049858102,0.0,2.777251745410576e-10,0.0
release_tuned,18.4,0.49332442907754487,0.5225652438649957,0.4251678463361135,0.8,2.777251745410576e-10,0.0
release_tuned,19.200000000000003,0.47525370266096384,0.48658547033085436,0.40561480448058573,0.2,2.777251745410576e-10,0.0
release_tuned,20.0,0.4556884945823191,0.44823211271902685,0.38982879561851286,0.0,2.777251745410576e-10,0.0
tailm2_detlin,4.0,0.03574058832209365,0.08710717277651545,0.04214557939084815,0.0,0.7230160452372916,0.6
tailm2_detlin,4.8,0.39704603779833203,0.6947288695757264,0.38736114489878704,0.0,66.13591246571475,0.0
tailm2_detlin,5.6,0.3506330374795608,0.49640153319836694,0.18572484834138114,0.0,4.7392100683800695,0.0
tailm2_detlin,6.4,0.4694662376058767,0.6534407719886691,0.23408919121001348,0.0,7.905935701647654,0.0
tailm2_detlin,7.2,0.118417451781147,0.20455733842510174,0.07236111775834028,0.0,1.0697793286227428,0.0
tailm2_detlin,8.0,0.34426255565147756,0.47978177963273416,0.1161029548474303,0.0,0.013020388107538,0.0
tailm2_detlin,8.8,0.4370521142030147,0.2756938276332873,0.3071121187993233,0.0,0.19405004357277644,0.0
tailm2_detlin,9.600000000000001,0.3815491271571994,0.47914656379675946,0.12945590715275926,0.0,2.1316282072803005e-15,0.0
tailm2_detlin,10.4,0.022913719009862017,0.20210019191893702,0.219498015534143,0.0,0.14293980312816157,0.0
tailm2_detlin,11.2,0.41342355582391604,0.6445719762803852,0.2863926119536325,0.0,0.04091271612335722,0.0
tailm2_detlin,12.0,0.5551943715870833,0.6135819658025503,0.10537967174024711,0.0,0.0073323697849100805,0.0
tailm2_detlin,12.8,0.19914892295482864,0.1100418252616903,0.391740271296106,0.0,0.0018194581067049601,0.0
tailm2_detlin,13.600000000000001,0.48636815881084544,0.3004321151293161,0.38361445403089667,0.0,4.696786571628102e-05,0.0
tailm2_detlin,14.4,0.37529125927817497,0.15823318944604745,0.3677259344234276,0.0,1.6043547170257297e-05,0.0
tailm2_detlin,15.200000000000001,0.08246580074491096,0.26398551329626063,0.2131031985900887,0.0,3.626312366360575e-06,0.0
tailm2_detlin,16.0,0.0023314041896503918,0.15611504829564807,0.18244611808911107,0.0,3.4251440170387924e-07,0.0
tailm2_detlin,16.8,0.33942898688436174,0.39385101087842544,0.09677602684169775,0.0,1.5878469550931737e-07,0.0
tailm2_detlin,17.6,0.24628489505418327,0.608564814496764,0.291067345492986,1.0,1.0659414467541082e-08,0.0
tailm2_detlin,18.4,0.0,0.0,0.0,0.0,1.0659414467541082e-08,0.0
tailm2_detlin,19.200000000000003,0.0,0.0,0.0,0.0,1.0659414467541082e-08,0.0
tailm2_detlin,20.0,0.0,0.0,0.0,0.0,1.0659414467541082e-08,0.0
