beta_d60_d48,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v17,delta_max_vs_v17
0.45,4.928454016968029,4.944436509923049,4.7852533607579,4.626709595186625,4.944436509923049,4.393200307469989,4.39456095898929
0.5,2.5557048778800535,2.5709710165443678,2.418880396041074,2.2673585263171088,2.5709710165443678,2.0204511683820137,2.0210954656106086
0.55,0.5352537094980399,0.5498755509337592,0.40416195591248066,0.25895153639012314,0.5498755509337592,0.0,0.0
0.6,1.4368017129975268,1.4507129092323439,-1.311159548707187,-1.4507129092323439,-1.1711635341118463,0.9015480034994869,0.9008373582985847
0.65,2.892660630850637,2.906071574724658,-2.771575969964408,-2.906071574724658,-2.6366932840189072,2.357406921352597,2.3561960237908988
