proxy_label,proxy_family,proxy_normalization,scale_to_xi_target,c4_target,c4_proxy,abs_c4_gap,rel_c4_gap,corr_xi,corr_quartic,p95_abs_xi_resid,p95_abs_quartic_resid,max_abs_xi_resid,max_abs_quartic_resid,mean_xi_proxy,mean_xi_target,rank_score,worst_D_by_quartic_p95,worst_D_quartic_p95,mean_D_quartic_p95,worst_eta_by_quartic_p95,worst_eta_quartic_p95,mean_eta_quartic_p95
hk_curv_screen_offdiag:over_diag,hk_curv_screen_offdiag,over_diag,0.19977205129009548,0.0014974113157501156,0.0013347887039296513,0.00016262261182046437,0.10860249960045208,0.5843717750894655,0.07945828147452479,0.06948186484386186,0.0012069323855451717,0.0872970220877528,0.001468556160250192,0.1098398849110263,0.11592162866948753,0.0187400212083311,4.0,0.0014667639187297737,0.0005706386142308113,0.2,0.0012069323855451717,0.0011938054808359052
action_norm_offdiag:over_diag,action_norm_offdiag,over_diag,0.05449294968252618,0.0014974113157501156,0.0013067631688453475,0.00019064814690476816,0.1273184895155307,0.5234835087843829,-0.46881147422991204,0.07334375072253309,0.0013448264425122683,0.07678146771617769,0.0014738484461626093,0.10854682824322145,0.11592162866948753,0.019871412270050307,20.0,0.0014738484461626093,0.0007093002118788526,0.2,0.0013448264425122683,0.0012858396799601862
hk_abs_offdiag:over_diag,hk_abs_offdiag,over_diag,0.2211005342805654,0.0014974113157501156,0.001357982510932354,0.00013942880481776173,0.09311323038046901,0.9915850396810143,0.06690597667179114,0.07370018238219384,0.0013579292207921586,0.07370018460153772,0.0013579293025751846,0.11196528227899842,0.11592162866948753,0.01992240362115838,18.4,0.0013579293025751846,0.0005404817013240342,0.2,0.00135792925658641,0.0011250551163657935
hk_curv_screen_offdiag:over_tree,hk_curv_screen_offdiag,over_tree,0.23465589215407057,0.0014974113157501156,0.0012860333736342397,0.000211377942115876,0.14116224439641553,0.442788196895931,-0.32385260875126703,0.08161466470496871,0.0016294927497126422,0.08761355621965305,0.0016652383737261163,0.10708979881976119,0.11592162866948753,0.022244536868070697,18.4,0.0016652383737261163,0.0006955370076720142,0.2,0.001654394761890464,0.0015700197007634318
hk_curv_screen_offdiag:over_sqrt_diag,hk_curv_screen_offdiag,over_sqrt_diag,0.2390916652207222,0.0014974113157501156,0.0012746988661704987,0.00022271244957961693,0.1487316458992104,0.39089193270999967,-0.48360851053518156,0.08315745201032394,0.0016916806378098335,0.08964164226419254,0.0017287904562123325,0.10641128343038977,0.11592162866948753,0.022703756089970436,18.4,0.0017287904562123325,0.0007381406338969481,0.2,0.0017175330092617186,0.0016173757338302905
hk_curv_screen_offdiag:over_part,hk_curv_screen_offdiag,over_part,0.24285110978028315,0.0014974113157501156,0.0012607757684430126,0.00023663554730710308,0.15802975763446964,0.3180841715403138,-0.6025384853411057,0.08446500838314253,0.0017452983974700484,0.09169323539756716,0.0017835844102910843,0.10551535809186689,0.11592162866948753,0.023098186040562782,18.4,0.0017835844102910843,0.0007913536903060307,0.2,0.0017719701589463698,0.0016587320524517179
