beta_d21_d48,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v25,delta_max_vs_v25
0.688,0.2671689728347051,0.2714798497720441,0.22879848506038963,0.18654527421246314,0.2714798497720441,0.08267843079578618,0.08275712445444589
0.689,0.2257695781792659,0.23004106403079128,0.1877531362616267,0.1458928743161394,0.23004106403079128,0.041279036140347,0.04131833871319307
0.69,0.1844905420389189,0.18872272531759826,0.1468273481421972,0.10535914756602871,0.18872272531759826,0.0,5.551115123125783e-17
0.691,0.14333151450103188,0.14752448353809733,0.10602077243412686,0.06494374752954712,0.14752448353809733,-0.04115902753788703,-0.04119824177950088
0.692,0.10229214667021935,0.10644598961546237,0.06533306188391276,0.024646328785436822,0.10644598961546237,-0.08219839536869955,-0.08227673570213584
