n_scan_points,best_alpha,best_beta,best_lambda,canonical_objective,canonical_identity_residual,max_abs_objective_identity_residual,p95_abs_objective_identity_residual,max_abs_weight_identity_residual,runner_up_alpha,runner_up_beta,runner_up_lambda,selection_gap_parent_objective,lambda_slice_max_parent_objective,lambda_slice_p95_parent_objective,canonical_coeff_share_p50,canonical_tree_share_p50,canonical_cross_xi_p50,canonical_cross_xi_p90,"corr(j_direct, j_parent_statement)","corr(mean_delta_total, j_parent_statement)","corr(mean_delta_mix, j_parent_statement)"
729,1.0,1.0,0.0,0.0,5.142800685964646e-33,1.3010426069826053e-18,8.673617379884035e-19,3.3306690738754696e-16,1.0,1.0,-0.1,1.5003288724438247e-07,0.0002084754451121259,0.0002084754451121259,0.44486833754752036,0.5418029481762546,0.12831275132780257,0.14352258500110135,0.9999999999999999,-0.3668746345817319,0.019957520064045716
