D,eta,coeff_1,coeff_2,coeff_3,basis_1_mumu,basis_2_mumu,basis_3_mumu,basis_1_offdiag_frob,basis_2_offdiag_frob,basis_3_offdiag_frob,tree_term_1_mumu,tree_term_2_mumu,tree_term_3_mumu,C_tree_mumu,C_match_mumu,C_ir_mumu,delta_C_match_diag_mumu,delta_C_rge_diag_mumu,tree_rebuild_residual,match_rebuild_residual,ir_rebuild_residual,mu_match,mu_low,log_ratio,finite_fac_diag,finite_fac_offdiag,shell_spread,coeff_cv,offdiag_mix,gap_cv,gap_asym,g_col_norm_cv,c_tree_diag_cv,pkin_entropy,action_norm_diag,action_norm_offdiag,coeff_l1,coeff_l2,coeff_align,action_abs_diag,action_abs_offdiag,mu_mumu_tree_recon,mu_mumu_ir_recon,mu_mumu_ir_native,abs_delta_mu_mumu_ir_recon_vs_native,chi2_uv_rge
12.0,0.2,0.20336892222463163,0.27894931279632773,0.03982763960159168,1.0000000000000001e-60,2.957082437531488e-05,1.0000000000000001e-60,7.026954938208634e-33,1.0875812498441646e-32,6.986406599875982e-33,2.0336892222463164e-61,8.248761138314983e-06,3.982763960159168e-62,8.248761138314983e-06,8.259096291334955e-06,8.299961277483831e-06,1.0335153019972685e-08,4.086498614887593e-08,0.0,0.0,0.0,1.4779687035454037,1.0,0.3906686474340275,1.001252933967498,1.0,0.14464355018632655,0.5733932596472961,3.6558276713953657e-28,0.324701506182844,0.9616532811955605,0.21985478162960875,0.8771178989054502,0.9093093189472398,1.4365939232251868,1.407463712250409,0.522145874622551,0.347502343175677,0.665527317297833,0.6051701916328761,0.10017044021173578,0.0358266520690653,0.03818562849912015,0.03818562849912015,0.0,11.5908648901646
12.8,0.2,0.17135082903853138,0.22310340441491927,0.03962130271830165,1.0000000000000001e-60,9.186019029316344e-06,1.0000000000000001e-60,4.0388379677876596e-33,6.0616892131868145e-33,4.55444315358891e-33,1.713508290385314e-61,2.0494321184607085e-06,3.9621302718301655e-62,2.0494321184607085e-06,2.050979469736183e-06,2.0628306352679693e-06,1.5473512754744208e-09,1.1851165531786377e-08,0.0,0.0,0.0,1.5781226258875372,1.0,0.4562359290923607,1.0007550146509057,1.0,0.10063809092004923,0.5338366691941206,6.464039578999374e-28,0.11428700520012199,0.2580678072267517,0.17569428045847932,0.7916713924836571,0.9085350079277832,1.2989849208355952,1.1597086448540501,0.4340755361717523,0.28408816114511765,0.654467108767704,0.5946062798527393,0.054015984358867696,0.00221154533631444,0.0023606952651459836,0.0023606952651459836,0.0,12.208722663373283
13.600000000000001,0.2,0.17198273027864014,0.21727377099825815,0.03945217894771782,1.0000000000000001e-60,2.5885617446326796e-06,1.0000000000000001e-60,2.2787958365921463e-33,3.2178015753819755e-33,3.0149352342625718e-33,1.7198273027864016e-61,5.624265717181724e-07,3.945217894771782e-62,5.624265717181724e-07,5.62826378200692e-07,5.661028684145756e-07,3.9980648251958566e-10,3.2764902138836407e-09,0.0,0.0,0.0,1.5835144599575646,1.0,0.4596467185984162,1.0007108598750913,1.0,0.09808481357269962,0.5279902974964306,1.1763507368333606e-27,0.11527755794505871,0.2605959846057573,0.14219344601157302,0.6819962957925975,0.9078328296404699,1.263686214423572,1.1610009932696252,0.42870868022461606,0.2798971695134157,0.6528843068135859,0.5927098076824344,0.05420145711560788,0.00016655605732553236,0.0001778146300943796,0.00017781463009437968,8.131516293641283e-20,12.246888441586114
14.4,0.2,0.18123199361617928,0.2239921505598649,0.03938028102492916,1.0000000000000001e-60,1.2472862552806118e-06,1.0000000000000001e-60,1.567404010988234e-33,2.233639411615592e-33,2.035717144397029e-33,1.812319936161793e-61,2.793823306840649e-07,3.938028102492916e-62,2.793823306840649e-07,2.7960838283813043e-07,2.8118522035888454e-07,2.2605215406552067e-10,1.5768375207541147e-09,0.0,0.0,0.0,1.5609164733916419,1.0,0.4452731317042589,1.0008091139962647,1.0,0.10740742647090296,0.5324070810699959,1.706879698711195e-27,0.19599958236239193,0.48756089689181237,0.14358465010708318,0.6958086696085115,0.907472730085574,1.3078481211100947,1.2618790978739667,0.4446044252009733,0.2908063368569028,0.6540788178737772,0.5935586905470616,0.07820671792185009,4.109856351127497e-05,4.3870609432861433e-05,4.3870609432861433e-05,0.0,12.249232276363864
15.200000000000001,0.2,0.19025027384216794,0.23029521014633683,0.039463874647540406,1.0000000000000001e-60,6.36458540351539e-07,1.0000000000000001e-60,1.0224279419523345e-33,1.595567034444544e-33,1.0936942886213224e-33,1.9025027384216796e-61,1.4657335329968847e-07,3.946387464754041e-62,1.4657335329968847e-07,1.4671001655362576e-07,1.4751223413723308e-07,1.3666325393729289e-10,8.022175836073178e-10,0.0,0.0,0.0,1.5399344597018174,1.0,0.4317398568847099,1.000932388124176,1.0,0.11619019864791928,0.5358343387962237,2.4991003148885037e-27,0.26351295792832896,0.7155942817054621,0.20614409899481195,0.8180925978636038,0.9076578822018635,1.3878156531787684,1.3403122806873127,0.4600093586360452,0.301311214387321,0.6550110529940661,0.5945259451794067,0.09131837990484613,1.1311984932234147e-05,1.2073901240492414e-05,1.2073901240492414e-05,0.0,12.249788707639405
16.0,0.2,0.198977048678383,0.23804419084060746,0.03901792463887431,1.0000000000000001e-60,2.3577682401147757e-07,1.0000000000000001e-60,6.366952551262236e-34,9.711371149564362e-34,7.299676125005615e-34,1.9897704867838303e-61,5.6125303290780483e-08,3.9017924638874315e-62,5.6125303290780483e-08,5.618233505172731e-08,5.648032994893293e-08,5.7031760946823335e-11,2.979948972056255e-10,0.0,0.0,0.0,1.520124718640573,1.0,0.4187923832293445,1.001016150605928,1.0,0.12459912372608362,0.5426257045971616,4.0660163687710654e-27,0.3217878591111364,0.9489298103375201,0.18083051406094844,0.786802702341457,0.9059933867437956,1.4028022336561696,1.4043428740235022,0.4760391641578648,0.31269681983807257,0.6568720462133565,0.5951217298061658,0.09826056655764188,1.6586172285652163e-06,1.7700521617581711e-06,1.770052161758172e-06,8.470329472543003e-22,12.249969024106749
16.8,0.2,0.18579695569223972,0.2646156430676404,0.042213098762189746,1.0000000000000001e-60,1.0225565476109463e-07,1.0000000000000001e-60,4.243519037651276e-34,6.395487620536675e-34,4.784519404143322e-34,1.8579695569223975e-61,2.705844584190968e-08,4.221309876218975e-62,2.705844584190968e-08,2.7089457190593632e-08,2.722887572781086e-08,3.1011348683950574e-11,1.3941853721722962e-10,0.0,0.0,0.0,1.5013415333766713,1.0,0.40635906399495303,1.0011460875789073,1.0,0.13268580337603814,0.5606880526041327,6.119560513184084e-27,0.3729068193667717,1.1893186878231288,0.1777839621892827,0.8324265017386813,0.9175631953686375,1.439006025665377,1.4580718575681215,0.4926256975220699,0.3260734472595267,0.6619091308059877,0.6073434571060196,0.10344885745154807,3.855089518824445e-07,4.1138744579559833e-07,4.1138744579559833e-07,0.0,12.24999280072075
17.6,0.2,0.18962990788759787,0.21279271638670574,0.038614174076225596,1.0000000000000001e-60,3.355014497939953e-08,1.0000000000000001e-60,2.7110732989817773e-34,3.6633397319604162e-34,2.9184389339704e-34,1.8962990788759788e-61,7.139226485334225e-09,3.86141740762256e-62,7.139226485334225e-09,7.145041012440204e-09,7.185271313112423e-09,5.814527105978884e-12,4.023030067221956e-11,0.0,0.0,0.0,1.559816346703205,1.0,0.44456808785883606,1.0008144477721674,1.0,0.10702376707827714,0.5253311760113416,1.0452097502090277e-26,0.2679119024066777,0.7319116463917812,0.1320001313909301,0.6787167217905434,0.9037860142270192,1.3366351644987071,1.345257621215382,0.4410367983505292,0.28763048613156583,0.6521689056498219,0.5894211358400495,0.09117840286518317,2.6836822269855542e-08,2.864692149133927e-08,5.548704728925223e-08,2.684012579791296e-08,12.249999028976692
18.4,0.2,0.0,0.0,0.0,1.0000000000000001e-60,1e-08,1.0000000000000001e-60,2.0000000000000003e-34,2.0000000000000003e-34,2.0000000000000003e-34,0.0,0.0,0.0,0.0,1e-30,1.0058704800739689e-30,1e-30,5.870480073968777e-33,0.0,0.0,0.0,1.5896510516836373,1.0,0.463514527796402,1.0,1.0,0.09421603304878111,0.0,0.0,0.20297833384972,0.5093420730458487,0.0,0.0,-0.0,1.10148916692486,1.2702190003210754,0.0,0.0,0.0,-0.0,-0.0,0.0,5.61404307245834e-52,5.548704728925223e-08,5.548704728925223e-08,12.249999028976692
19.200000000000003,0.2,0.0,0.0,0.0,1.0000000000000001e-60,1e-08,1.0000000000000001e-60,2.0000000000000003e-34,2.0000000000000003e-34,2.0000000000000003e-34,0.0,0.0,0.0,0.0,1e-30,1.0057161736535278e-30,1e-30,5.716173653527695e-33,0.0,0.0,0.0,1.5704009692603986,1.0,0.4513309811859851,1.0,1.0,0.10217329191624851,0.0,0.0,0.26851220272081255,0.7341536078101636,0.0,0.0,-0.0,1.1342561013604062,1.3459310085035026,0.0,0.0,0.0,-0.0,-0.0,0.0,5.612320750426946e-52,5.548704728925223e-08,5.548704728925223e-08,12.249999028976692
20.0,0.2,0.0,0.0,0.0,1.0000000000000001e-60,1e-08,1.0000000000000001e-60,2.0000000000000003e-34,2.0000000000000003e-34,2.0000000000000003e-34,0.0,0.0,0.0,0.0,1e-30,1.0055641423643005e-30,1e-30,5.564142364300414e-33,0.0,0.0,0.0,1.5516627094173834,1.0,0.43932707173589636,1.0,1.0,0.11002090405486509,0.0,0.0,0.3261537967964966,0.9680363122799913,0.0,0.0,-0.0,1.1630768983982482,1.409016545507328,0.0,0.0,0.0,-0.0,-0.0,0.0,5.610624081147848e-52,5.548704728925223e-08,5.548704728925223e-08,12.249999028976692
4.0,0.39,0.05047928850893237,0.3565061096914386,0.1278347530823088,1.0000000000000001e-60,0.0041510630369783405,1.0000000000000001e-60,1.1412036525285907e-31,1.2885748774484689e-31,1.0342645694866756e-31,5.047928850893238e-62,0.0014798793343970764,1.2783475308230882e-61,0.0014798793343970764,0.001480739618660697,0.001485382611553299,8.602842636205518e-07,4.642992892602135e-06,0.0,0.0,0.0,1.280917082806759,1.0,0.24757629233153006,1.0005813205466316,1.0,0.07718149434815945,0.7288019674564653,2.8776779761078553e-29,0.052928468881864164,0.11177290657100736,0.09029178776792637,0.8803624715424814,0.7587925249630175,1.269127799268534,1.0767321020559757,0.5348201512826798,0.3820817830141957,0.7144117178416599,0.5420902712442399,0.025807435927905065,1153.1382594276513,2.444855102837373,2.444855102837373,0.0,6.823263662033106
4.8,0.39,0.0770635397314149,0.3769212226032855,0.09565348986697202,1.0000000000000001e-60,0.004161103583490356,1.0000000000000001e-60,1.0079858792610566e-31,1.2901323317381603e-31,7.971721936714691e-32,7.706353973141491e-62,0.0015684082500680974,9.565348986697203e-62,0.0015684082500680974,0.0015695020763372637,0.0015756183560684425,1.0938262691663394e-06,6.1162797311787795e-06,0.0,0.0,0.0,1.3602809677586774,1.0,0.30769127235057525,1.0006974117033105,1.0,0.07111786048012514,0.7487615630647682,2.993885844525977e-29,0.3330127461264275,0.9985580509745398,0.1957340473559828,1.029643348812886,0.8335845678317346,1.472850722105431,1.4163259993902102,0.5496382522016724,0.3964315670180943,0.7212590561703414,0.6012304186324788,0.10018092427483562,1295.2303331851901,13.751461099857845,13.751461099857845,0.0,953.4911956331348
5.6,0.39,0.10060937490647359,0.3791653936718843,0.06704733676645655,1.0000000000000001e-60,0.00343434400378527,1.0000000000000001e-60,7.904352146000565e-32,1.1720655278243226e-31,5.959444798111691e-32,1.006093749064736e-61,0.0013021843961999171,6.704733676645656e-62,0.0013021843961999171,0.0013035827339446095,0.001309494294531194,1.3983377446923507e-06,5.911560586584468e-06,0.0,0.0,0.0,1.4305484675437201,1.0,0.35805791447458585,1.0010738400404529,1.0,0.1092096338293002,0.7675026961661312,3.368049061659061e-29,0.04896323098045846,0.10296811348511037,0.28060102967778355,1.1143731758769109,0.8789961199519978,1.3732251668789028,1.0711593535980681,0.5468221053448145,0.3979748578049887,0.7277958478910325,0.6397297264133919,0.028399038899203186,892.8402172206808,57.97542320702029,57.97542320702033,3.552713678800501e-14,20004.865694084085
6.4,0.39,0.12575208283544165,0.346867294921506,0.052361909041912465,1.0000000000000001e-60,0.0019381367964826934,1.0000000000000001e-60,5.752501155700377e-32,8.804855016370669e-32,4.5605734319466625e-32,1.2575208283544167e-61,0.0006722762677837852,5.2361909041912474e-62,0.0006722762677837852,0.0006731722247011201,0.0006765005982996002,8.95956917334865e-07,3.3283735984800935e-06,0.0,0.0,0.0,1.4775528482269376,1.0,0.3903872383399466,1.0013327213234648,1.0,0.1316552460415761,0.7152920655698475,4.490444037240646e-29,0.23684225745303278,0.6206901777936342,0.28047183716500834,1.0740904721175029,0.9010334801607153,1.4570617060471442,1.309910589913548,0.5249812867988601,0.37265570724480834,0.7098456966287764,0.6395947384105337,0.09346824197235398,237.9711619936663,59.88873348575067,59.888733485750656,1.4210854715202004e-14,21380.82465479481
7.2,0.39,0.15546122604775142,0.3068207005575024,0.04629896571465319,1.0000000000000001e-60,0.0003942546672087957,1.0000000000000001e-60,4.4222443481515865e-32,3.9711694358654393e-32,3.895876290432982e-32,1.5546122604775144e-61,0.00012096549319106766,4.62989657146532e-62,0.00012096549319106766,0.00012112178994325021,0.00012173572448373502,1.5629675218254975e-07,6.139345404848092e-07,0.0,0.0,0.0,1.4921401916441892,1.0,0.40021145959540433,1.0012920771706,1.0,0.14069871838435052,0.6301156162653222,8.300514929464497e-29,0.5397550802947837,2.3455123877977533,0.05673892634684577,0.5919365641942181,0.9103279149959648,1.4320464127826578,1.6204236024415644,0.508580892319907,0.34706012349607845,0.6824088925420562,0.6212158643225154,0.10022513141806455,7.704629715922849,3.5324988059026436,3.5324988059026436,0.0,28.42219473235125
8.0,0.39,0.1820472420383371,0.3080449905785686,0.04395337611480762,1.0000000000000001e-60,0.0002788905285962925,1.0000000000000001e-60,3.724670408224819e-32,3.3400031652457607e-32,3.50419033094253e-32,1.8204724203833712e-61,8.591083025389695e-05,4.395337611480762e-62,8.591083025389695e-05,8.602921441277443e-05,8.64458886978948e-05,1.1838415887748031e-07,4.1667428512037817e-07,0.0,0.0,0.0,1.4658274448318904,1.0,0.38241989178356733,1.001377988764951,1.0,0.1520636193182569,0.605861966287592,9.732597920181708e-29,0.5891268740470006,2.8676826827286432,0.04473497088292337,0.5580450533015737,0.9133806526848448,1.4452584430696245,1.665287061215118,0.5340456087317134,0.36050632980046976,0.6750478309457949,0.6165756284227589,0.09391703052795398,3.8861951260852043,2.3257160067437486,2.3257160067437472,1.3322676295501878e-15,5.355938282134935
8.8,0.39,0.15532924999089492,0.26822734509135887,0.042357383543000754,1.0000000000000001e-60,0.00021803260940042338,1.0000000000000001e-60,2.3881380588317396e-32,2.9531854625161854e-32,2.579827620959073e-32,1.5532924999089493e-61,5.848230796281682e-05,4.235738354300076e-62,5.848230796281682e-05,5.853581206976361e-05,5.885987976298641e-05,5.350410694678618e-08,3.2406769322280483e-07,0.0,0.0,0.0,1.5482467554553723,1.0,0.43712316521321565,1.0009148768030975,1.0,0.11517223325097901,0.5937428251074812,1.2483365522047047e-28,0.1526414316992487,0.36027589124483117,0.08885835383790645,0.7386124270377522,0.9135092969048915,1.2831884110685392,1.2087482232265034,0.4659139786252545,0.31283738986588816,0.6714488172021784,0.613374736909983,0.06882897698378625,1.8008509832107285,1.5836564887553009,1.5836564887553,8.881784197001252e-16,0.21081066163703535
9.600000000000001,0.39,0.16152502931088772,0.26255859746217575,0.04132676505617363,1.0000000000000001e-60,0.00016598138027800193,1.0000000000000001e-60,1.6485998528050524e-32,2.5766752242221136e-32,1.956789256143102e-32,1.6152502931088775e-61,4.357983841062823e-05,4.132676505617363e-62,4.357983841062823e-05,4.36202777364073e-05,4.386168357291472e-05,4.04393257790703e-08,2.414058365074256e-07,0.0,0.0,0.0,1.5480056645464257,1.0,0.4369674344285572,1.0009279365700725,1.0,0.11485685465158924,0.5829075347227113,1.520540353826276e-28,0.1066533286499557,0.23877254389671365,0.18728807642891,0.885161526332956,0.9126874956526076,1.3214390650154444,1.1497013156171452,0.46541039182923705,0.311022915080539,0.6682766877166246,0.6099277765151059,0.05251232594869824,1.0000000038712864,1.0000000045325586,1.0000000045325586,0.0,0.9999999773372069
10.4,0.39,0.17639310502410083,0.267440799419151,0.040638258854067445,1.0000000000000001e-60,0.00011205461341960352,1.0000000000000001e-60,1.297333462625057e-32,2.117117034267152e-32,1.4411276959137232e-32,1.7639310502410084e-61,2.996797539154269e-05,4.063825885406745e-62,2.996797539154269e-05,2.9999430685111667e-05,3.015925825332881e-05,3.145529356897656e-08,1.5982756821714345e-07,0.0,0.0,0.0,1.5229622419775668,1.0,0.42065728173279693,1.0010496302522276,1.0,0.12533762689732517,0.5770575795275351,1.8818072713823108e-28,0.19108966093919896,0.472461907610346,0.220824975839357,0.9172112450982501,0.911543291725536,1.3800538857040012,1.2559774722814012,0.4844721632973193,0.3229405158487987,0.666582190503711,0.6076185241373712,0.0788540723245063,0.4728719763175505,0.4951730890010958,0.4951730890010959,1.1102230246251565e-16,5.116948367923865
11.2,0.39,0.19039187005448907,0.2731218883209475,0.040136033424183586,1.0000000000000001e-60,6.0315134839430895e-05,1.0000000000000001e-60,9.786270620734407e-33,1.553256383723317e-32,8.90454950613309e-33,1.9039187005448907e-61,1.6473383521677937e-05,4.013603342418359e-62,1.6473383521677937e-05,1.6492596803367617e-05,1.6577209934183885e-05,1.9213281689680446e-08,8.461313081626785e-08,0.0,0.0,0.0,1.499419168235305,1.0,0.40507781194222237,1.0011663227329344,1.0,0.1353663151635882,0.574437919825029,2.5787377706660896e-28,0.26361689275729705,0.7159775670150244,0.25761164719784035,0.9184676256155258,0.9102765376144974,1.4258282645819902,1.3404293458524341,0.5036497917996202,0.335343899962222,0.6658275361615564,0.6060871842655332,0.09311008682591962,0.1428875499105298,0.15206204288778663,0.15206204288778663,0.0,9.733432155008776
12.0,0.39,0.20336925217829332,0.2789490642288861,0.039827556994765326,1.0000000000000001e-60,2.957082437531488e-05,1.0000000000000001e-60,7.026954938208634e-33,1.0875812498441646e-32,6.986406599875982e-33,2.0336925217829334e-61,8.24875378797082e-06,3.982755699476533e-62,8.24875378797082e-06,8.259088926199912e-06,8.299953875907011e-06,1.033513822909183e-08,4.0864949707099414e-08,0.0,0.0,0.0,1.4779687035454037,1.0,0.3906686474340275,1.0012529332908644,1.0,0.14464355018632655,0.5733931590308378,3.6558280252297743e-28,0.324701506182844,0.9616532811955605,0.21985478162960875,0.8771172910146924,0.9093090217067862,1.4365937712524974,1.407463712250409,0.5221458734019447,0.34750232727551733,0.6655272884020519,0.6051699675360399,0.1001704031182387,0.035826588219936645,0.038185560555435906,0.03818556055543592,1.3877787807814457e-17,11.590866046748197
