n_scan_points,best_p_part,best_p_tree,canonical_max_abs_det_ratio_residual,canonical_max_abs_schur_residual,canonical_max_abs_weight_residual,canonical_max_abs_xi_residual,canonical_part_anchor_leak,canonical_tree_anchor_leak,runner_up_p_part,runner_up_p_tree,runner_up_max_abs_det_ratio_residual,runner_up_max_abs_schur_residual,runner_up_max_abs_weight_residual,runner_up_max_abs_xi_residual,runner_up_part_anchor_leak,runner_up_tree_anchor_leak,canonical_part_onset_residual,canonical_tree_onset_residual,runner_up_part_onset_residual,runner_up_tree_onset_residual,selection_gap_det_ratio_residual,selection_gap_schur_residual,selection_gap_weight_residual,selection_gap_xi_residual,selection_gap_part_onset_residual,selection_gap_tree_onset_residual,canonical_e_part_p50,canonical_e_tree_p50,canonical_log_part_p50,canonical_log_tree_p50,alpha_onset,beta_onset
81,1.0,1.0,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,8.326672684688674e-17,0.0,0.0,0.75,1.0,0.0008248720976493651,0.0005512427925307151,9.79556874433074e-05,0.007851734132779453,0.0,0.0,6.938893903907228e-17,1.1102230246251565e-16,0.002021327297322517,0.008233330302492792,0.000824872097648921,0.000551242792530271,9.795568744319638e-05,0.00785173413277937,0.0020213272973224478,0.00823333030249268,0.5001900881265466,0.7857641869473082,0.4055918254968747,0.616261097081406,0.25,0.25
