n_scan_points,best_exact_alpha,best_exact_beta,best_exact_lambda,best_var_alpha,best_var_beta,best_var_lambda,canonical_exact_objective,canonical_variational_objective,"corr(j_exact, gamma_var)",max_abs_gap,p95_abs_gap,mean_abs_gap,lambda_slice_max_abs_gap,lambda_slice_p95_abs_gap,ab_slice_max_abs_gap,ab_slice_p95_abs_gap,stationarity_h_eig1,stationarity_h_eig2,stationarity_c4
175,1.0,1.0,0.0,1.0,1.0,0.0,5.4223007232453335e-33,0.0,0.9893657369747643,0.00012450960293068658,7.721290000140311e-05,1.9456561004481424e-05,1.876179410832772e-08,1.876179410832772e-08,3.479500969333143e-05,2.9720385809297806e-05,0.001332204358705307,0.07585833667305292,0.0014974113157501156
