pair,mean_abs_mapdiff,p95_abs_mapdiff,max_abs_mapdiff,acceptance_mismatch_fraction
constant_vs_input_tied,0.0005059359084266733,0.0010292338449908733,0.007867036520302406,0.0
constant_vs_action_normalized,0.001003179987275714,0.0018579905260320828,0.01585901838095083,0.0
constant_vs_action_absolute,0.0007166668521391624,0.001172739427011571,0.011424766572623923,0.0
action_normalized_vs_action_absolute,0.00028651313517172674,0.000685251173432988,0.004434251808326906,0.0
