zeta_part,zeta_tree,mean_objective,max_objective,max_abs_det_ratio_residual,max_abs_schur_residual,max_abs_weight_residual,mean_abs_xi_residual,max_abs_xi_residual,"corr(xi_gen, xi_target)",part_anchor_leak,tree_anchor_leak,part_onset_residual,tree_onset_residual
-0.25,0.125,0.032887151823782004,0.11980197819140737,0.000892647176485184,0.0005793095336914522,0.00012676182947246595,0.001519434517178374,0.00947868759636103,0.9982794337536154,0.0,0.0,0.01616962036273767,0.017979454075331247
1.0,0.0,0.032900140532311495,0.11980197819140737,0.00792160193425806,0.005268252742669954,0.0009477350530070483,0.011196119585434622,0.07577494816655994,0.9940936960459331,0.0,0.0,0.016408596055696223,0.07007291008300015
-1.0,0.0,0.03287663820755305,0.11980197819140737,0.007921601934257616,0.005268252742669954,0.0009434111806914114,0.011196119585434622,0.07577494816655994,0.9666097241599411,0.0,0.0,0.017352510530825094,0.09280626224930846
-0.125,0.125,0.032888682617602936,0.11980197819140737,0.0012688585743938496,0.000923473435206823,0.0001341722736991624,0.0009219226654426885,0.011194356517847226,0.9991619953699227,0.0,0.0,0.017851945525166835,0.007662461569372614
0.25,-0.125,0.03288930175021972,0.11980197819140737,0.0008513975264792251,0.0006708737131373432,0.00010853031084312459,0.0013647207616080098,0.008132339531380511,0.9984579652832963,0.0,0.0,0.017965044712124734,0.016336609870667873
0.125,-0.125,0.032887895003778006,0.11980197819140737,0.0014661985354753604,0.0010670971734563217,0.0001549266737643773,0.0010006859701991182,0.012935365267095184,0.9990368921803375,0.0,0.0,0.0194143579733555,0.007201182523822458
0.0,0.125,0.03289021476372312,0.11980197819140737,0.0021105657676123712,0.0015360557463597324,0.00022322493112492126,0.0019142305255567403,0.018620110979701315,0.9995187031382755,0.0,0.0,0.019525509957531995,0.0034375559358560404
0.0,-0.125,0.03288648932044202,0.11980197819140737,0.002110565767611483,0.0015360557463592883,0.00022297427723849683,0.0019142305255567401,0.018620110979701232,0.9993528672041876,0.0,0.0,0.020871102454535606,0.0034804462430719774
0.125,0.125,0.03289174826341273,0.11980197819140737,0.0029525927787488193,0.0021487329333900185,0.00031235219228087363,0.0033952365368803594,0.026048752453884133,0.9994874444658168,0.0,0.0,0.021190449115719878,0.012283636914775908
-0.125,-0.125,0.03288508469936351,0.11980197819140737,0.002755197485316163,0.0020050796091162226,0.000291027437928415,0.0032322544105917767,0.024307265726972213,0.9993049786092703,0.0,0.0,0.02233539365025755,0.012425893785477538
0.25,0.125,0.03289328311794349,0.11980197819140737,0.0037946197898852674,0.002761513396261961,0.0004290954526612323,0.004876242548203978,0.03486217781794698,0.999170518042113,0.0,0.0,0.02284689500055298,0.021594465472228652
-1.0,0.25,0.03287935356680768,0.11980197819140737,0.006663653856968654,0.0043611281083197895,0.00079388520902679,0.008848877401384885,0.06374190849303596,0.9623223705206277,0.0,0.0,0.023517013482695526,0.08943384670489044
-0.25,-0.125,0.03288368113969511,0.11980197819140737,0.0033998292030217314,0.002474206747714369,0.0003833048188115473,0.004550278295626813,0.031204038939490933,0.9987561278417024,0.0,0.0,0.023807350078134726,0.02258509263913977
0.5,0.125,0.032896356896624186,0.11980197819140737,0.005923623196282701,0.003987074322005402,0.0006771890775221223,0.007838254570851218,0.054985271385038365,0.9979660637751622,0.0,0.0,0.02613528436514939,0.03964360414383633
-0.5,-0.125,0.03288087720120413,0.11980197819140737,0.005135432621977465,0.0034318898983958235,0.0005890087541421396,0.007186326065696886,0.04766899362812639,0.9953351292513656,0.0,0.0,0.026774861125636873,0.04428014883676773
-0.5,0.25,0.032885705190430554,0.11980197819140737,0.0019993518409817668,0.0013085057686494928,0.0002771522799019932,0.0032451351704361384,0.021121883047238,0.9923169135308314,0.0,0.0,0.030804419570995112,0.03794301685692586
1.0,0.125,0.03290252076822556,0.11980197819140737,0.010259388787045243,0.006856110348190336,0.0011920203304832677,0.013762278616145693,0.09525030018266148,0.9944551427035236,0.0,0.0,0.03261650310018682,0.07311369626114173
-1.0,-0.125,0.03287528202396605,0.11980197819140737,0.00868300763843477,0.0058026515769109555,0.0010181335798802316,0.012458421605837032,0.08179146800332193,0.9674813262548377,0.0,0.0,0.03280913076554692,0.09451348703722862
1.0,-0.25,0.032895392967847804,0.11980197819140737,0.003869002523754439,0.0025260110307814276,0.0005381373013428892,0.006489649538251497,0.040934972920425944,0.9892420970924084,0.0,0.0,0.032872741219044654,0.06391457967459574
-0.25,0.25,0.03288889005018623,0.11980197819140737,0.002340377187704412,0.0017033231321641473,0.00024754795927939277,0.0017838787443768469,0.020647704286446578,0.9967962397145975,0.0,0.0,0.034389193517599836,0.015826815622011825
-0.125,0.25,0.03289048474738851,0.11980197819140737,0.0032807392932103774,0.002387717312441584,0.0003470995205511196,0.0023936156094085215,0.02894393908940396,0.9978249948705188,0.0,0.0,0.03616739459324597,0.005813537591718987
0.0,0.25,0.03289208095817993,0.11980197819140737,0.004221131535223854,0.003072111492719465,0.0004467009861044424,0.0038284610511134802,0.0372402219594026,0.9983178910156673,0.0,0.0,0.037936335663768694,0.006833769176225135
0.5,-0.25,0.032890004035479016,0.11980197819140737,0.0020383726653521173,0.0015027313066813264,0.0002265539410345463,0.002619797475215085,0.01821612767210748,0.9938555915204429,0.0,0.0,0.038089811348977876,0.031275413331873
0.125,0.25,0.032893678684092785,0.11980197819140737,0.0051618561930766305,0.0037565120660447704,0.0005463898454592941,0.00539095812558139,0.04553960679704139,0.9984129369943865,0.0,0.0,0.0396961599047021,0.015230535662015376
0.25,-0.25,0.03288731518284063,0.11980197819140737,0.003129737032034008,0.002277818085162586,0.0003305590967314087,0.0020923151987957416,0.027611739283438297,0.9957666048462158,0.0,0.0,0.04073718320058772,0.013975348473716787
0.25,0.25,0.03289527792666164,0.11980197819140737,0.006102580850929407,0.004441119191053389,0.0006461289515162782,0.006953455200049302,0.0538389916346802,0.9982128629806931,0.0,0.0,0.04144700683961133,0.02444105885719494
0.125,-0.25,0.03288597215751304,0.11980197819140737,0.0036754192153751752,0.0026749647889405814,0.00038813708361673527,0.0026917710496730607,0.032425956587899804,0.996485057470399,0.0,0.0,0.04207092114676708,0.005288468029840621
0.0,-0.25,0.03288463006526932,0.11980197819140737,0.00422113153522341,0.0030721114927190207,0.0004456983693285066,0.0038284610511134807,0.03724022195940255,0.9969537321649635,0.0,0.0,0.04341149771113756,0.007005429439301658
-0.125,-0.25,0.032883288905427493,0.11980197819140737,0.00476706560621265,0.00346925819649746,0.0005032688583046507,0.005064993873004225,0.04205663334321755,0.9970727442132006,0.0,0.0,0.04475901917818892,0.015274780226680773
0.5,0.25,0.03289848096791639,0.11980197819140737,0.007984030166634515,0.005810333441070181,0.0009042691838382355,0.010078449348985124,0.07338249451434992,0.9972161783475919,0.0,0.0,0.044922309394535176,0.04238721067346379
-0.25,-0.25,0.03288194867730621,0.11980197819140737,0.0053129996772014465,0.0038665058939586494,0.0005608228696346584,0.00630152669489497,0.04687304472703256,0.9967057665410407,0.0,0.0,0.0461135946143616,0.025013164635851792
-0.5,-0.25,0.032879271013503554,0.11980197819140737,0.006404867819179483,0.004661106846882035,0.0007210750454527126,0.00877459233867646,0.05874993900052586,0.993693335217466,0.0,0.0,0.04884435819268079,0.04642807809193478
1.0,0.25,0.032904905318061305,0.11980197819140737,0.012635436966870639,0.008548761941103766,0.0014472112161687534,0.016328437646856767,0.11728682052698888,0.9940352029196897,0.0,0.0,0.05177215216676467,0.0761297312561337
-1.0,-0.25,0.032873926836643794,0.11980197819140737,0.009482674669650137,0.0063370504111519566,0.001092828943062507,0.013720723626239438,0.08802170949934068,0.9667169569826467,0.0,0.0,0.05439566586863573,0.09623519775909176
-1.0,0.5,0.032882072920990366,0.11980197819140737,0.005405705779680137,0.003537845141282858,0.0006673129738340444,0.007380270694538462,0.05170886881951196,0.95669264496829,0.0,0.0,0.05619994459347838,0.0861152450823042
-0.5,0.5,0.03288893172205559,0.11980197819140737,0.0038913945310774523,0.002929860868038592,0.00044242600402566445,0.0034339544159603967,0.03551581004294768,0.9877165758251965,0.0,0.0,0.06421561192609154,0.033866554321992814
-0.25,0.5,0.032892372283513396,0.11980197819140737,0.006166798664255513,0.004488187148384171,0.0006529443782854472,0.0045005709035828316,0.054405860680311974,0.9927399879275589,0.0,0.0,0.06815862746144596,0.0123015080230503
-0.125,0.5,0.032894095362036024,0.11980197819140737,0.007304500730845209,0.00531620506691155,0.0007736397114217475,0.0059467648236662,0.06444310423251731,0.9940199563889891,0.0,0.0,0.07011453167484771,0.0072496602024682
0.0,0.5,0.03289582030864489,0.11980197819140737,0.008442263070447709,0.00614422298543893,0.0008944083536770453,0.0076569221022269604,0.07448044391880512,0.9947480750538572,0.0,0.0,0.07206025049173537,0.013507910865339423
0.125,0.5,0.032897547125512246,0.11980197819140737,0.009580383021732253,0.006972240903966309,0.0010152934160739813,0.009382401302983455,0.08452131548335581,0.9950622561332738,0.0,0.0,0.07399594139577859,0.021043784248481523
0.25,0.5,0.03289927581481401,0.11980197819140737,0.010718502973016353,0.007800330780636244,0.001136252429722373,0.011107880503739948,0.09456218704790659,0.9950657333281481,0.0,0.0,0.07592175785372107,0.030422901759196208
0.5,0.5,0.03290273881944213,0.11980197819140737,0.012994742875585441,0.00945685167919974,0.0013783912875816595,0.014558838905252936,0.11464393017700797,0.9944328652406861,0.0,0.0,0.07974436205923885,0.04842961753627062
1.0,0.5,0.03290968739404905,0.11980197819140737,0.01754722268072273,0.01276989347632762,0.0019941633822802007,0.02146075570827891,0.161397544542524,0.9918345873153269,0.0,0.0,0.08727741572037717,0.0821207523868579
1.0,-0.5,0.03289066255611836,0.11980197819140737,0.005655465019365202,0.004116039261209181,0.0005969226293526253,0.005040057758182565,0.049894679343014184,0.9732426529156095,0.0,0.0,0.08728110861462587,0.05764945850290665
0.5,-0.5,0.03288578486796452,0.11980197819140737,0.007048833908398944,0.005130131123323611,0.000743714532186357,0.004587154271907589,0.06218751356386844,0.9784937687032429,0.0,0.0,0.09144941704455192,0.026355315701566573
0.25,-0.5,0.032883350260184276,0.11980197819140737,0.0077455183529160365,0.0056371770543810484,0.0008170697621875389,0.005688721833866336,0.06833393067429554,0.9808326119059892,0.0,0.0,0.09356460087980456,0.01011181146309098
0.125,-0.5,0.03288213401386995,0.11980197819140737,0.00809386057517436,0.005890700019909545,0.0008537372041549363,0.006590260752400622,0.07140713922950907,0.9818004496884484,0.0,0.0,0.09463022411006825,0.008295564396251703
0.0,-0.5,0.0328809184720363,0.11980197819140737,0.008442263070447265,0.0061442229854384856,0.0008903978668866053,0.007656922102226961,0.07448044391880511,0.9825458100671399,0.0,0.0,0.095701311225069,0.014196144188701576
-0.125,-0.5,0.03287970363425638,0.11980197819140737,0.008790801848004737,0.006397745950966982,0.0009270717057651146,0.008730472797829123,0.0775553685757082,0.9829715897085816,0.0,0.0,0.09677794714345339,0.021059098078098637
-0.25,-0.5,0.03287848950010363,0.11980197819140737,0.009139340625561765,0.006651268916495479,0.0009637392087233909,0.009804023493431286,0.08063029323261128,0.9829439665969844,0.0,0.0,0.09786021900657699,0.030601265642682174
-0.5,-0.5,0.03287606334097501,0.11980197819140737,0.009836418180676265,0.007158398490824336,0.001037053875142191,0.01195112488463561,0.08678014254641749,0.980713191050003,0.0,0.0,0.10004203074384577,0.050810694240961685
-1.0,-0.5,0.03287121944751311,0.11980197819140737,0.011230573290905266,0.008172987099576368,0.0012608806854378374,0.016245327667044257,0.10286732248722755,0.9555326138633649,0.0,0.0,0.10447738660575598,0.09972359396943187
-1.0,1.0,0.03288752364055124,0.11980197819140737,0.0058020791321489185,0.004571850692820956,0.0006926347390282528,0.007075989428529287,0.05542003121112349,0.9453000071428865,0.0,0.0,0.11395935544842373,0.07962968383557331
-0.5,1.0,0.03289540374002044,0.11980197819140737,0.010754877639850058,0.007827384390770131,0.001140128253722228,0.007910380326443476,0.09488365136664029,0.9777176805660227,0.0,0.0,0.1232620536252857,0.02751668523453002
-0.25,1.0,0.032899359938574485,0.11980197819140737,0.013819641617359046,0.01005791518082333,0.001466225284697531,0.011254634564403333,0.1219221734680428,0.9835278458384461,0.0,0.0,0.1278381770982296,0.013544359444560894
-0.125,1.0,0.03290134208893594,0.11980197819140737,0.015352023606113097,0.011173180575850594,0.0016294743620943741,0.013262400751120262,0.13544143451874402,0.9851767951020358,0.0,0.0,0.13010812990504061,0.0191948708035235
0.0,1.0,0.032903326945330096,0.11980197819140737,0.016884526140894973,0.012288445970877415,0.0017928573912300294,0.015313844204453921,0.1489608878376102,0.9862532171954375,0.0,0.0,0.13236626190322148,0.026418927248048063
0.125,1.0,0.032905314511749696,0.11980197819140737,0.018417436679043053,0.013403711365904236,0.0019564288578445277,0.01736528765778758,0.1624847328559848,0.9868941584781026,0.0,0.0,0.13461275586271326,0.033478072442239604
0.25,1.0,0.03290730479219591,0.11980197819140737,0.01995034721719069,0.014518976760931057,0.0021201356087786616,0.01941673111112124,0.1760085778743593,0.9872030317696282,0.0,0.0,0.13684778989155588,0.04207506158736668
0.5,1.0,0.03291129351121521,0.11980197819140737,0.023016168293487294,0.016749888155459747,0.002447953076798237,0.023519618017788558,0.20305626791110837,0.9871203261290514,0.0,0.0,0.14128416826130824,0.0607122799760364
1.0,1.0,0.0329193036945652,0.11980197819140737,0.02914781044607917,0.021212156546774885,0.0031052090567497137,0.0317253918311232,0.2571516479846064,0.985414365364957,0.0,0.0,0.15002676219039407,0.09537532699512757
0.25,-1.0,0.03287546795119608,0.11980197819140737,0.015895470285357316,0.011567839879477848,0.0016731706976446103,0.013782398956546022,0.14023510914933934,0.8437765117210952,0.0,0.0,0.3035441884814684,0.017781643215798837
0.5,-1.0,0.03287740031719132,0.11980197819140737,0.015895470285357316,0.011567839879477848,0.0016731706976446103,0.012556828875760945,0.14023510914933934,0.8425465700898316,0.0,0.0,0.3035441884814684,0.01846209898690221
0.125,-1.0,0.03287450232588314,0.11980197819140737,0.015895470285357316,0.011567839879477848,0.0016731706976446103,0.014521557295868423,0.14023510914933934,0.8441584921704922,0.0,0.0,0.3035441884814684,0.02342598470264795
0.0,-1.0,0.03287353707215684,0.11980197819140737,0.015895470285357316,0.011567839879477848,0.0016731706976446103,0.015270599203809694,0.14023510914933934,0.8442997183738792,0.0,0.0,0.3035441884814684,0.029197843778775073
-0.125,-1.0,0.032872572189864904,0.11980197819140737,0.015895470285357316,0.011567839879477848,0.0016731706976446103,0.016019641111750964,0.14023510914933934,0.8441068383358805,0.0,0.0,0.3035441884814684,0.035107764974222716
-0.25,-1.0,0.03287160767885514,0.11980197819140737,0.015895470285357316,0.011567839879477848,0.0016731706976446103,0.01676868301969224,0.14023510914933934,0.8434518771003927,0.0,0.0,0.3035441884814684,0.04213722795101943
1.0,-1.0,0.03288126951493044,0.11980197819140737,0.015895470285357316,0.011567839879477848,0.0016731706976446103,0.01107110649710237,0.14023510914933934,0.8392497804041951,0.0,0.0,0.3035441884814684,0.04703797688675759
-0.5,-1.0,0.032869679770073844,0.11980197819140737,0.015895470285357316,0.011567839879477848,0.0016731706976446103,0.018266766835574783,0.14023510914933934,0.8399795346404166,0.0,0.0,0.3035441884814684,0.061448856053226586
-1.0,-1.0,0.03286582840121088,0.11980197819140737,0.015895470285357316,0.011567839879477848,0.0016731706976446103,0.02126293446733987,0.14023510914933934,0.8129703411550762,0.0,0.0,0.3035441884814684,0.10689188699645463
