kappa_env_calibrated,ratio_anchor_target,ratio_anchor_pred,ratio_anchor_abs_err,D_ref,anchor_mode,n_anchor,n_holdout,D_anchor_list,D_holdout_list,anchor_rmse,anchor_mae,anchor_max_abs_err,holdout_rmse,holdout_mae,holdout_max_abs_err,overall_rmse,overall_mae,overall_max_abs_err,kappa_src_micro_csv,micro_source_csv,target_source_csv,target_definition
430546.4345656163,0.12716194691913046,0.07912237604180974,0.04803957087732072,12.0,multi_anchor_holdout,5,12,"6,9,12,15,18","4,5,7,8,10,11,13,14,16,17,19,20",0.08614892294707217,0.0753699847646048,0.14445376473213364,0.06945420334316571,0.059043687141762634,0.12487126381926542,0.07475246246941758,0.06384553938377502,0.14445376473213364,1.0,/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_micro_D4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20.csv,/Users/boypatrick/codex/PSLT_quantam/output/chi_open_system/chi_open_system_geometry_D4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20.csv,multi-anchor least-squares fit on ratio_proxy_to_baseline with explicit holdout validation
