n_points,max_abs_coeff_participation_recon_residual,max_abs_tree_diag_recon_residual,coeff_participation_exact_p50,coeff_participation_exact_p90,loop_trace_neff_p50,loop_trace_neff_p90,loop_trace_entropy_norm_p50,loop_trace_entropy_norm_p90,coeff_participation_access_p50,coeff_participation_access_p90,tree_diag_susceptibility_p50,tree_diag_susceptibility_p90,tree_diag_compressibility_p50,tree_diag_compressibility_p90,tree_diag_pressure_fraction_p50,tree_diag_pressure_fraction_p90,"corr(coeff_participation_exact, coeff_participation_access)","corr(loop_trace_neff, coeff_participation_access)","corr(loop_trace_entropy_norm, coeff_participation_access)","corr(coeff_participation_access, eymh_source_prefactor_diag)","corr(tree_diag_susceptibility, eymh_source_prefactor_diag)","corr(tree_diag_compressibility, eymh_source_prefactor_diag)","corr(tree_diag_pressure_fraction, eymh_source_prefactor_diag)","corr(loop_trace_neff, abs_mu_diff_vs_const)","corr(loop_trace_entropy_norm, abs_mu_diff_vs_const)","corr(tree_diag_pressure_fraction, abs_mu_diff_vs_const)","corr(tree_diag_compressibility, abs_mu_diff_vs_const)"
441,2.220446049250313e-16,1.1102230246251565e-16,2.2556746614547167,2.351147215206102,1.9230319294369524,1.951555387179109,0.9707099873954234,0.9805718076354253,0.8164448504092193,0.8531000011091132,0.6407998175195906,0.8466947516531363,0.7806784666977927,0.8602919879262766,0.39054113163438336,0.4584919900244404,-0.9989404671598852,0.9607804574856985,-0.9559776616190154,0.7128685566117683,-0.6413773891148724,0.7066075653587666,-0.7212520350729403,-0.09408628811521647,0.1009685602941948,0.17996386323813948,-0.19157670207185565
