case,f_R3_gt_0p90,f_R3_gt_0p95,f_hmumu_chi2_le_4,best_chi2,winner_mean
baseline_eta_scan,0.9833333333333333,0.21666666666666667,0.0961111111111111,7.283863987103455e-08,2.0
eta_scaled_amp_profile,0.9833333333333333,0.21666666666666667,0.09555555555555556,1.2862373044148997e-06,2.0
eta_scaled_prob_profile,0.9833333333333333,0.21666666666666667,0.09472222222222222,4.93537294754364e-07,2.0
eta_closed_amp_profile,0.9833333333333333,0.21666666666666667,0.1,0.058654430463415126,2.0
eta_closed_prob_profile,0.9833333333333333,0.21666666666666667,0.1,0.05691561871134866,2.0
