family_name,beta,gamma,center_D_eff,width_D_eff,implied_center_D,coeff_low,coeff_high,mean_D_slice_p95_abs_quartic_resid,max_D_slice_p95_abs_quartic_resid,mean_D_slice_p95_abs_xi_resid,max_D_slice_p95_abs_xi_resid,corr_xi,corr_quartic,p95_abs_xi_resid,p95_abs_quartic_resid,max_abs_xi_resid,max_abs_quartic_resid,abs_c4_gap,rank_score
lorentz_gate_hkabs_to_actionabs,0.2,1.0206207261596576,19.200000000000003,0.4,19.59591794226543,0.23612644848227463,0.3844892645431401,0.00033512865760316834,0.0013956474900924073,0.016156512629801376,0.07471673146203352,0.9480105181574946,0.7988950414084733,0.026901460153229695,0.0006579263221981455,0.07471673146203352,0.0013956474900924073,5.2650840025987144e-05,0.007435942200531556
lorentz_gate_hkabs_to_actionabs,0.0,1.0,16.8,0.4,16.8,0.24361780267674363,0.8456029731248305,0.0002021343549764215,0.0007577590114726615,0.007934541619717508,0.030434337439340084,0.9593370080639201,0.8559028818395847,0.02747616491691582,0.0006902266425214291,0.03043433756639885,0.0007577590146619012,1.3965691393617603e-05,0.007573233563144001
lorentz_gate_hkabs_to_actionabs,0.4,1.0910894511799618,15.2,0.4,16.58455965793542,0.24364224223995393,0.8432388301322782,0.00020341306551226312,0.0007580898046545527,0.007985407047091168,0.03044586297980638,0.9591042937333684,0.8551172694578505,0.027487768461001566,0.0006905574387502232,0.030445863106856028,0.0007580898078437929,1.4029550346336683e-05,0.0075765291043469515
lorentz_gate_hkabs_to_actionabs,0.2,1.0206207261596576,16.8,0.4,17.146428199482248,0.24367024687086472,0.8456139114653439,0.00019891102455407857,0.0007584688928316804,0.007810220298995847,0.03045906979952158,0.9597879886821205,0.8572668341908888,0.027501064642366235,0.0006909365298292722,0.03045906992656075,0.0007584688960209202,1.3871155165498007e-05,0.007580073845586329
lorentz_gate_hkabs_to_actionabs,0.6,1.25,13.6,0.4,17.0,0.24367737512188964,0.842784812989331,0.00019979670539111528,0.0007585653909210117,0.00785025343211199,0.030462431394717382,0.9597442347297732,0.8568936902105945,0.027504449044291016,0.0006910330303988981,0.030462431521753902,0.0007585653941102517,1.3913656438001559e-05,0.0075810589479096534
lorentz_gate_hkabs_to_actionabs,0.2,1.0206207261596576,16.0,0.4,16.32993161855452,0.2436848013244501,0.8408504039667116,0.0002048331821980774,0.0007586659279855721,0.008041250849502005,0.030465933586550198,0.9587842372409004,0.8541269173778742,0.027507974881764097,0.0006911335667694065,0.03046593371358393,0.0007586659311748117,1.4112959744639816e-05,0.007582240246955071
lorentz_gate_hkabs_to_actionabs,0.4,1.0910894511799618,16.0,1.2,17.45743121887939,0.2436534467063475,0.821817182952003,0.00021193050003345617,0.0007581220152792606,0.00997084121283742,0.030446985204949886,0.9615384406249674,0.8522108983091161,0.027493735397223537,0.0006907275583186518,0.030446985332287804,0.0007581220184768006,1.852577326395973e-05,0.007582687180888496
lorentz_gate_hkabs_to_actionabs,0.6,1.25,14.4,0.4,18.0,0.24375480059640997,0.7973366559418994,0.00019132842745311294,0.000759613728059121,0.008474564873041716,0.030498944799251124,0.9609730434953035,0.86072025090445,0.027541209496216842,0.0006920813751570451,0.03049894492625871,0.000759613731248361,1.464455560239988e-05,0.007592028304813656
lorentz_gate_hkabs_to_actionabs,0.0,1.0,16.0,0.4,16.0,0.24375890591973354,0.8388845867497594,0.00020614782268780525,0.0007596693235206161,0.008092875809547227,0.03050088085589936,0.9584468412547522,0.8529708874186953,0.02754315864475579,0.0006921369708130905,0.030500880982905404,0.0007596693267098559,1.4209654283438896e-05,0.007592136286285477
lorentz_gate_hkabs_to_actionabs,0.4,1.0910894511799618,16.0,0.4,17.45743121887939,0.2437666417234867,0.8372255038678181,0.0001953414239577371,0.000759774086079715,0.007855215411661728,0.030504529019207527,0.96023065209721,0.858490463334326,0.027546831488752144,0.0006922417340607775,0.030504529146210685,0.000759774089268955,1.3853129054282971e-05,0.007592802735303096
lorentz_gate_hkabs_to_actionabs,0.0,1.0,17.6,1.2,17.6,0.2435566057599951,0.8156777979526203,0.00020910718701496532,0.0007568685010065733,0.009892714339023041,0.0304033044065479,0.962046496806488,0.8548057033142107,0.027541678215069473,0.000689402421018656,0.030403304533763317,0.0007568685041996024,1.825326285349719e-05,0.007593075237639521
lorentz_gate_hkabs_to_actionabs,0.0,1.0,17.6,0.8,17.6,0.24377133899447972,0.8152904817575831,0.00019651668757586488,0.0007598365304514676,0.008716653270495894,0.030506703474458247,0.961382315096113,0.8588603171881616,0.0275490631468973,0.0006923053909215305,0.0305067036014621,0.0007598365336407768,1.5162336441361304e-05,0.007594733514087217
lorentz_gate_hkabs_to_actionabs,0.2,1.0206207261596576,17.6,0.4,17.962924780409974,0.24378038405109492,0.80687512305882,0.00018887935920145794,0.0007599602002684823,0.00820968740961108,0.030511009817779225,0.9606965953229112,0.8604574114729335,0.02755335614183574,0.0006924278497688056,0.030511009944777248,0.0007599602034577221,1.417510911097715e-05,0.007594941994338717
