peak2,center2_D,sigma2_D,D,eta,target_mu,mu_new,delta_mu,extra_refamp2_beta
0.25,5.95,0.08,6.169491525423729,3.43,86.95632705178399,72.14711340630875,-14.80921364547524,0.005798907469517618
0.25,5.95,0.08,6.169491525423729,3.62,86.95687440455882,72.14963833189995,-14.807236072658867,0.005798907469517618
0.25,5.95,0.08,6.169491525423729,3.81,86.95742175137232,72.15216344555179,-14.80525830582053,0.005798907469517618
0.25,5.95,0.08,6.169491525423729,4.0,86.95796909219014,72.15468874728505,-14.80328034490509,0.005798907469517618
0.25,5.95,0.08,6.4406779661016955,0.2,53.17603232822576,75.9818289087266,22.80579658050084,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,0.39,53.1761539878905,75.98202645772592,22.80587246983542,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,0.5800000000000001,53.17627564694484,75.98222400815338,22.805948361208543,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,0.77,53.176397305291836,75.98242155519536,22.806024249903523,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,0.96,53.17651896289371,75.98261910285831,22.8061001399646,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,1.15,53.17664061967282,75.98281664446492,22.8061760247921,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,1.34,53.17676227557025,75.98301418532967,22.806251909759418,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,1.53,53.1768839308222,75.98321172739954,22.806327796577335,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,1.72,53.17700558523319,75.98340927072624,22.806403685493052,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,1.91,53.17712723881674,75.98360681527701,22.806479576460276,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,2.1,53.17724889163355,75.98380435056835,22.806555458934795,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,2.29,53.17737054371819,75.98400187778634,22.80663133406815,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,2.4800000000000004,53.1774921949914,75.98419940617306,22.80670721118166,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,2.6700000000000004,53.17761384546962,75.98439693580643,22.806783090336808,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,2.8600000000000003,53.177735495178766,75.98459446669948,22.80685897152071,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,3.0500000000000003,53.177857144103946,75.98479199881041,22.806934854706462,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,3.24,53.17797879225753,75.98498953217866,22.807010739921132,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,3.43,53.178100439580184,75.98518706676963,22.80708662718944,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,3.62,53.1782220861386,75.98538460260852,22.807162516469923,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,3.81,53.17834373193131,75.98558213966888,22.80723840773757,1.6942095450288465e-09
0.25,5.95,0.08,6.4406779661016955,4.0,53.178465376946676,75.9857796780046,22.80731430105793,1.6942095450288465e-09
0.25,5.95,0.08,6.711864406779661,0.2,24.022491636014024,21.08261248034347,-2.9398791556705532,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,0.39,24.022510691807305,21.082652381055027,-2.939858310752278,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,0.5800000000000001,24.02252974733178,21.082692281998636,-2.939837465333145,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,0.77,24.022548802487066,21.082732182026014,-2.939816620461052,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,0.96,24.022567857789728,21.082772082127686,-2.9397957756620414,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,1.15,24.022586912972304,21.082811980898406,-2.939774932073899,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,1.34,24.02260596800885,21.082851879402607,-2.939754088606243,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,1.53,24.022625023057742,21.082891778107975,-2.9397332449497675,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,1.72,24.0226440780572,21.082931677018543,-2.9397124010386584,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,1.91,24.022663132903386,21.08297157609898,-2.939691556804405,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,2.1,24.02268218768798,21.083011473153505,-2.9396707145344756,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,2.29,24.02270124244546,21.083051368448782,-2.9396498739966788,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,2.4800000000000004,24.022720297033377,21.083091263897504,-2.9396290331358728,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,2.6700000000000004,24.0227393516132,21.083131159548962,-2.939608192064238,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,2.8600000000000003,24.022758406111414,21.083171055395507,-2.9395873507159074,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,3.0500000000000003,24.022777460554764,21.083210951431088,-2.939566509123676,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,3.24,24.022796514904933,21.08325084765382,-2.9395456672511138,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,3.43,24.022815569163555,21.083290744068968,-2.939524825094587,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,3.62,24.022834623332585,21.083330640667587,-2.9395039826649985,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,3.81,24.022853677482853,21.08337053746165,-2.9394831400212027,5.059778578655125e-21
0.25,5.95,0.08,6.711864406779661,4.0,24.02287273152609,21.083410434453693,-2.939462297072396,5.059778578655125e-21
0.25,5.95,0.12,5.898305084745763,0.2,90.79702562735869,61.10403470357666,-29.692990923782034,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,0.39,90.79862216474444,61.106906636267425,-29.69171552847702,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,0.5800000000000001,90.80021867571749,61.109778853314836,-29.690439822402652,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,0.77,90.80181516046262,61.11265080593126,-29.689164354531364,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,0.96,90.80341161896216,61.11552297835402,-29.687888640608136,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,1.15,90.80500805110192,61.118394587551855,-29.686613463550067,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,1.34,90.8066044569945,61.12126625499073,-29.685338202003777,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,1.53,90.80820083658355,61.12413820671524,-29.684062629868315,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,1.72,90.80979718986694,61.12701044277761,-29.68278674708933,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,1.91,90.81139351683984,61.12988296322054,-29.681510553619304,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,2.1,90.81298981754493,61.13275455712832,-29.68023526041661,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,2.29,90.81458609192988,61.13562534528161,-29.678960746648272,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,2.4800000000000004,90.81618234001765,61.13849641750147,-29.677685922516176,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,2.6700000000000004,90.81777856178608,61.14136777382604,-29.676410787960045,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,2.8600000000000003,90.8193747572609,61.14423941430851,-29.675135342952395,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,3.0500000000000003,90.82097092640565,61.14711133898719,-29.673859587418463,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,3.24,90.82256706925467,61.14998354791368,-29.672583521340997,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,3.43,90.8241631857692,61.15285604111932,-29.671307144649873,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,3.62,90.82575927598117,61.155728818665935,-29.670030457315235,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,3.81,90.82735533987562,61.15860188059206,-29.668753459283565,0.2278461207383946
0.25,5.95,0.12,5.898305084745763,4.0,90.82895137743073,61.161475226939245,-29.66747615049148,0.2278461207383946
0.25,5.95,0.12,6.169491525423729,0.2,86.94702113806258,72.37239118998806,-14.574629948074517,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,0.39,86.94756859275853,72.3749256343745,-14.572642958384023,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,0.5800000000000001,86.94811604148249,72.37746026763436,-14.57065577384813,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,0.77,86.94866348396428,72.37999463043307,-14.568668853531207,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,0.96,86.9492109206282,72.38252912814475,-14.56668179248345,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,1.15,86.94975835121514,72.38506310556109,-14.56469524565405,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,1.34,86.95030577588408,72.38759708269586,-14.562708693188213,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,1.53,86.95085319449171,72.39013124858138,-14.56072194591033,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,1.72,86.95140060719876,72.39266560331475,-14.55873500388401,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,1.91,86.95194801392257,72.3952001468648,-14.55674786705778,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,2.1,86.952495414569,72.39773386629817,-14.554761548270832,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,2.29,86.95304280930395,72.4002668627916,-14.552775946512355,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,2.4800000000000004,86.9535901979959,72.40280004787353,-14.550790150122367,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,2.6700000000000004,86.95413758073872,72.40533342159351,-14.548804159145206,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,2.8600000000000003,86.95468495748898,72.40786698396413,-14.546817973524853,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,3.0500000000000003,86.9552323282378,72.41040073500282,-14.544831593234974,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,3.24,86.9557796930088,72.41293467474503,-14.542845018263762,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,3.43,86.95632705178399,72.41546880319866,-14.540858248585323,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,3.62,86.95687440455882,72.41800312039791,-14.538871284160905,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,3.81,86.95742175137232,72.42053762635727,-14.53688412501505,0.04693035745670169
0.25,5.95,0.12,6.169491525423729,4.0,86.95796909219014,72.42307232109766,-14.534896771092477,0.04693035745670169
0.25,5.95,0.12,6.4406779661016955,0.2,53.17603232822576,75.98223725980777,22.806204931582016,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,0.39,53.1761539878905,75.98243480986882,22.80628082197832,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,0.5800000000000001,53.17627564694484,75.98263236135793,22.80635671441309,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,0.77,53.176397305291836,75.98282990946163,22.806432604169792,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,0.96,53.17651896289371,75.98302745818627,22.80650849529256,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,1.15,53.17664061967282,75.98322500085453,22.806584381181715,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,1.34,53.17676227557025,75.98342254278091,22.806660267210667,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,1.53,53.1768839308222,75.9836200859124,22.806736155090206,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,1.72,53.17700558523319,75.98381763030079,22.806812045067602,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,1.91,53.17712723881674,75.98401517591323,22.80688793709649,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,2.1,53.17724889163355,75.98421271226619,22.80696382063263,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,2.29,53.17737054371819,75.98441024054573,22.807039696827538,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,2.4800000000000004,53.1774921949914,75.98460776999406,22.807115575002655,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,2.6700000000000004,53.17761384546962,75.98480530068903,22.80719145521941,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,2.8600000000000003,53.177735495178766,75.9850028326437,22.807267337464936,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,3.0500000000000003,53.177857144103946,75.9852003658162,22.80734322171225,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,3.24,53.17797879225753,75.98539790024608,22.807419107988558,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,3.43,53.178100439580184,75.98559543589866,22.807494996318475,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,3.62,53.1782220861386,75.98579297279917,22.807570886660578,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,3.81,53.17834373193131,75.98599051092113,22.80764677898982,5.851745008363152e-05
0.25,5.95,0.12,6.4406779661016955,4.0,53.178465376946676,75.9861880503185,22.807722673371828,5.851745008363152e-05
0.25,5.95,0.12,6.711864406779661,0.2,24.022491636014024,21.08261248119883,-2.939879154815195,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,0.39,24.022510691807305,21.082652381910393,-2.9398583098969127,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,0.5800000000000001,24.02252974733178,21.082692282854005,-2.939837464477776,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,0.77,24.022548802487066,21.082732182881383,-2.9398166196056827,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,0.96,24.022567857789728,21.08277208298306,-2.9397957748066688,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,1.15,24.022586912972304,21.082811981753775,-2.9397749312185297,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,1.34,24.02260596800885,21.08285188025798,-2.9397540877508703,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,1.53,24.022625023057742,21.08289177896335,-2.9397332440943913,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,1.72,24.0226440780572,21.082931677873923,-2.9397124001832786,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,1.91,24.022663132903386,21.082971576954353,-2.9396915559490324,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,2.1,24.02268218768798,21.08301147400888,-2.9396707136790994,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,2.29,24.02270124244546,21.08305136930417,-2.939649873141292,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,2.4800000000000004,24.022720297033377,21.083091264752884,-2.939629032280493,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,2.6700000000000004,24.0227393516132,21.083131160404353,-2.9396081912088476,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,2.8600000000000003,24.022758406111414,21.083171056250897,-2.939587349860517,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,3.0500000000000003,24.022777460554764,21.083210952286482,-2.939566508268282,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,3.24,24.022796514904933,21.083250848509206,-2.939545666395727,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,3.43,24.022815569163555,21.08329074492436,-2.9395248242391965,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,3.62,24.022834623332585,21.083330641522977,-2.939503981809608,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,3.81,24.022853677482853,21.08337053831704,-2.9394831391658123,4.4170898385547495e-10
0.25,5.95,0.12,6.711864406779661,4.0,24.02287273152609,21.08341043530909,-2.9394622962169983,4.4170898385547495e-10
0.25,5.95,0.16,5.898305084745763,0.2,90.79702562735869,61.139608756248315,-29.657416871110378,0.237286032910755
0.25,5.95,0.16,5.898305084745763,0.39,90.79862216474444,61.14248236094461,-29.65613980379983,0.237286032910755
0.25,5.95,0.16,5.898305084745763,0.5800000000000001,90.80021867571749,61.14535625016312,-29.65486242555437,0.237286032910755
0.25,5.95,0.16,5.898305084745763,0.77,90.80181516046262,61.148229874796684,-29.65358528566594,0.237286032910755
0.25,5.95,0.16,5.898305084745763,0.96,90.80341161896216,61.15110371936458,-29.65230789959758,0.237286032910755
0.25,5.95,0.16,5.898305084745763,1.15,90.80500805110192,61.15397700037962,-29.651031050722302,0.237286032910755
0.25,5.95,0.16,5.898305084745763,1.34,90.8066044569945,61.15685033966959,-29.649754117324918,0.237286032910755
0.25,5.95,0.16,5.898305084745763,1.53,90.80820083658355,61.15972396341074,-29.64847687317281,0.237286032910755
0.25,5.95,0.16,5.898305084745763,1.72,90.80979718986694,61.16259787165527,-29.64719931821167,0.237286032910755
0.25,5.95,0.16,5.898305084745763,1.91,90.81139351683984,61.165472064445936,-29.645921452393907,0.237286032910755
0.25,5.95,0.16,5.898305084745763,2.1,90.81298981754493,61.16834533016202,-29.644644487382912,0.237286032910755
0.25,5.95,0.16,5.898305084745763,2.29,90.81458609192988,61.17121778965451,-29.64336830227537,0.237286032910755
0.25,5.95,0.16,5.898305084745763,2.4800000000000004,90.81618234001765,61.17409053337897,-29.642091806638675,0.237286032910755
0.25,5.95,0.16,5.898305084745763,2.6700000000000004,90.81777856178608,61.17696356137354,-29.640815000412545,0.237286032910755
0.25,5.95,0.16,5.898305084745763,2.8600000000000003,90.8193747572609,61.179836873691414,-29.63953788356949,0.237286032910755
0.25,5.95,0.16,5.898305084745763,3.0500000000000003,90.82097092640565,61.182710470370964,-29.638260456034686,0.237286032910755
0.25,5.95,0.16,5.898305084745763,3.24,90.82256706925467,61.18558435146383,-29.636982717790843,0.237286032910755
0.25,5.95,0.16,5.898305084745763,3.43,90.8241631857692,61.188458517001344,-29.63570466876785,0.237286032910755
0.25,5.95,0.16,5.898305084745763,3.62,90.82575927598117,61.19133296704537,-29.6344263089358,0.237286032910755
0.25,5.95,0.16,5.898305084745763,3.81,90.82735533987562,61.19420770163447,-29.633147638241155,0.237286032910755
0.25,5.95,0.16,5.898305084745763,4.0,90.82895137743073,61.197082720810215,-29.63186865662051,0.237286032910755
0.25,5.95,0.16,6.169491525423729,0.2,86.94702113806258,72.70391871862978,-14.243102419432802,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,0.39,86.94756859275853,72.7064647729419,-14.24110381981663,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,0.5800000000000001,86.94811604148249,72.70901101699266,-14.239105024489831,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,0.77,86.94866348396428,72.71155698934334,-14.237106494620946,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,0.96,86.9492109206282,72.71410309722498,-14.235107823403226,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,1.15,86.94975835121514,72.71664868242787,-14.233109668787264,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,1.34,86.95030577588408,72.71919426734793,-14.231111508536145,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,1.53,86.95085319449171,72.72174004188335,-14.229113152608363,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,1.72,86.95140060719876,72.72428600613173,-14.22711460106703,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,1.91,86.95194801392257,72.72683216006172,-14.225115853860856,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,2.1,86.952495414569,72.7293774860999,-14.223117928469094,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,2.29,86.95304280930395,72.73192208588642,-14.221120723417528,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,2.4800000000000004,86.9535901979959,72.73446687512535,-14.219123322870544,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,2.6700000000000004,86.95413758073872,72.73701185386645,-14.217125726872268,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,2.8600000000000003,86.95468495748898,72.73955702212237,-14.21512793536661,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,3.0500000000000003,86.9552323282378,72.74210237991065,-14.21312994832715,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,3.24,86.9557796930088,72.74464792726683,-14.211131765741968,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,3.43,86.95632705178399,72.74719366419893,-14.209133387585055,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,3.62,86.95687440455882,72.74973959074123,-14.20713481381759,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,3.81,86.95742175137232,72.75228570690832,-14.205136044463998,0.09756443890245355
0.25,5.95,0.16,6.169491525423729,4.0,86.95796909219014,72.75483201272124,-14.203137079468902,0.09756443890245355
0.25,5.95,0.16,6.4406779661016955,0.2,53.17603232822576,75.99765965634245,22.82162732811669,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,0.39,53.1761539878905,75.99785724650097,22.82170325861047,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,0.5800000000000001,53.17627564694484,75.99805483808785,22.821779191143015,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,0.77,53.176397305291836,75.9982524262886,22.821855120996766,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,0.96,53.17651896289371,75.99845001511045,22.82193105221674,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,1.15,53.17664061967282,75.99864759787468,22.822006978201863,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,1.34,53.17676227557025,75.99884517989688,22.822082904326628,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,1.53,53.1768839308222,75.99904276312445,22.82215883230225,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,1.72,53.17700558523319,75.99924034760915,22.822234762375956,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,1.91,53.17712723881674,75.99943793331816,22.822310694501425,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,2.1,53.17724889163355,75.9996355097658,22.822386618132242,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,2.29,53.17737054371819,75.99983307813838,22.82246253442019,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,2.4800000000000004,53.1774921949914,76.00003064767999,22.82253845268859,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,2.6700000000000004,53.17761384546962,76.00022821846852,22.8226143729989,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,2.8600000000000003,53.177735495178766,76.00042579051696,22.82269029533819,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,3.0500000000000003,53.177857144103946,76.00062336378349,22.822766219679544,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,3.24,53.17797879225753,76.00082093830768,22.822842146050156,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,3.43,53.178100439580184,76.00101851405479,22.822918074474607,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,3.62,53.1782220861386,76.0012160910501,22.8229940049115,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,3.81,53.17834373193131,76.00141366926712,22.823069937335816,0.002268280647834802
0.25,5.95,0.16,6.4406779661016955,4.0,53.178465376946676,76.00161124875981,22.82314587181314,0.002268280647834802
