peak2,center2_D,sigma2_D,D,eta,target_mu,mu_new,delta_mu,extra_refamp2_beta
0.25,6.1,0.08,6.4406779661016955,1.53,53.1768839308222,75.98341300854932,22.80652907772712,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,1.72,53.17700558523319,75.98361055239934,22.80660496716615,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,1.91,53.17712723881674,75.98380809747339,22.806680858656648,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,2.1,53.17724889163355,75.984005633288,22.806756741654453,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,2.29,53.17737054371819,75.98420316102923,22.806832617311038,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,2.4800000000000004,53.1774921949914,75.98440068993924,22.806908494947834,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,2.6700000000000004,53.17761384546962,75.98459822009589,22.806984374626268,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,2.8600000000000003,53.177735495178766,75.98479575151218,22.807060256333415,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,3.0500000000000003,53.177857144103946,75.98499328414638,22.807136140042438,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,3.24,53.17797879225753,75.9851908180379,22.80721202578038,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,3.43,53.178100439580184,75.98538835315215,22.80728791357196,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,3.62,53.1782220861386,75.9855858895143,22.8073638033757,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,3.81,53.17834373193131,75.98578342709794,22.807439695166636,2.8844327075963454e-05
0.25,6.1,0.08,6.4406779661016955,4.0,53.178465376946676,75.98598096595695,22.80751558901028,2.8844327075963454e-05
0.25,6.1,0.08,6.711864406779661,0.2,24.022491636014024,21.08261248034354,-2.9398791556704857,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,0.39,24.022510691807305,21.082652381055112,-2.939858310752193,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,0.5800000000000001,24.02252974733178,21.082692281998714,-2.939837465333067,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,0.77,24.022548802487066,21.08273218202609,-2.9398166204609772,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,0.96,24.022567857789728,21.08277208212776,-2.939795775661967,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,1.15,24.022586912972304,21.082811980898477,-2.939774932073828,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,1.34,24.02260596800885,21.08285187940268,-2.939754088606172,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,1.53,24.022625023057742,21.082891778108042,-2.9397332449497,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,1.72,24.0226440780572,21.082931677018617,-2.9397124010385838,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,1.91,24.022663132903386,21.082971576099055,-2.9396915568043305,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,2.1,24.02268218768798,21.08301147315358,-2.939670714534401,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,2.29,24.02270124244546,21.083051368448864,-2.939649873996597,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,2.4800000000000004,24.022720297033377,21.08309126389758,-2.939629033135798,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,2.6700000000000004,24.0227393516132,21.083131159549048,-2.939608192064153,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,2.8600000000000003,24.022758406111414,21.083171055395578,-2.9395873507158363,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,3.0500000000000003,24.022777460554764,21.083210951431173,-2.9395665091235905,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,3.24,24.022796514904933,21.083250847653893,-2.939545667251039,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,3.43,24.022815569163555,21.083290744069043,-2.9395248250945123,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,3.62,24.022834623332585,21.08333064066766,-2.939503982664924,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,3.81,24.022853677482853,21.08337053746172,-2.9394831400211316,4.961021197425291e-14
0.25,6.1,0.08,6.711864406779661,4.0,24.02287273152609,21.083410434453764,-2.9394622970723248,4.961021197425291e-14
0.25,6.1,0.12,5.898305084745763,0.2,90.79702562735869,60.4782432515977,-30.31878237576099,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,0.39,90.79862216474444,60.481085771649234,-30.31753639309521,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,0.5800000000000001,90.80021867571749,60.48392857314519,-30.316290102572296,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,0.77,90.80181516046262,60.486771112918326,-30.315044047544298,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,0.96,90.80341161896216,60.48961387024666,-30.3137977487155,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,1.15,90.80500805110192,60.49245607011827,-30.31255198098365,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,1.34,90.8066044569945,60.495298327634465,-30.31130612936004,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,1.53,90.80820083658355,60.4981408665248,-30.310059970058752,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,1.72,90.80979718986694,60.50098368684099,-30.308813503025952,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,1.91,90.81139351683984,60.50382678862528,-30.30756672821456,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,2.1,90.81298981754493,60.50666897336343,-30.3063208441815,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,2.29,90.81458609192988,60.50951036059915,-30.30507573133073,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,2.4800000000000004,90.81618234001765,60.51235202899222,-30.30383031102543,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,2.6700000000000004,90.81777856178608,60.515193978580385,-30.3025845832057,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,2.8600000000000003,90.8193747572609,60.51803620941622,-30.30133854784468,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,3.0500000000000003,90.82097092640565,60.520878721537706,-30.300092204867944,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,3.24,90.82256706925467,60.52372151499595,-30.298845554258726,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,3.43,90.8241631857692,60.52656458982187,-30.297598595947328,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,3.62,90.82575927598117,60.52940794607674,-30.296351329904432,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,3.81,90.82735533987562,60.53225158379868,-30.29510375607694,0.06088164852732378
0.25,6.1,0.12,5.898305084745763,4.0,90.82895137743073,60.535095503028806,-30.29385587440192,0.06088164852732378
0.25,6.1,0.12,6.169491525423729,0.2,86.94702113806258,73.45486064212875,-13.492160495933831,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,0.39,86.94756859275853,73.45743299404567,-13.490135598712854,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,0.5800000000000001,86.94811604148249,73.460005537661,-13.488110503821488,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,0.77,86.94866348396428,73.46257780676993,-13.486085677194353,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,0.96,86.9492109206282,73.46515021280966,-13.484060707818543,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,1.15,86.94975835121514,73.46772209077207,-13.482036260443067,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,1.34,86.95030577588408,73.47029396844869,-13.480011807435389,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,1.53,86.95085319449171,73.47286603769916,-13.477987156792551,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,1.72,86.95140060719876,73.4754382986221,-13.475962308576669,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,1.91,86.95194801392257,73.47801075118586,-13.473937262736712,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,2.1,86.952495414569,73.48058236730665,-13.471913047262348,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,2.29,86.95304280930395,73.48315324967454,-13.469889559629408,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,2.4800000000000004,86.9535901979959,73.48572432345163,-13.467865874544259,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,2.6700000000000004,86.95413758073872,73.48829558868819,-13.465841992050528,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,2.8600000000000003,86.95468495748898,73.4908670453971,-13.463817912091883,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,3.0500000000000003,86.9552323282378,73.49343869359592,-13.461793634641879,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,3.24,86.9557796930088,73.49601053332069,-13.459769159688108,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,3.43,86.95632705178399,73.49858256457946,-13.457744487204522,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,3.62,86.95687440455882,73.50115478740686,-13.455719617151956,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,3.81,86.95742175137232,73.50372720181765,-13.453694549554669,0.21140691916002968
0.25,6.1,0.12,6.169491525423729,4.0,86.95796909219014,73.50629980783306,-13.45166928435708,0.21140691916002968
0.25,6.1,0.12,6.4406779661016955,0.2,53.17603232822576,76.01284731561864,22.836814987392884,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,0.39,53.1761539878905,76.01304494526431,22.83689095737381,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,0.5800000000000001,53.17627564694484,76.01324257633865,22.836966929393817,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,0.77,53.176397305291836,76.01344020402617,22.83704289873433,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,0.96,53.17651896289371,76.01363783233494,22.837118869441227,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,1.15,53.17664061967282,76.01383545458484,22.83719483491202,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,1.34,53.17676227557025,76.01403307609256,22.83727080052231,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,1.53,53.1768839308222,76.01423069880592,22.837346767983718,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,1.72,53.17700558523319,76.01442832277664,22.83742273754345,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,1.91,53.17712723881674,76.01462594797194,22.8374987091552,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,2.1,53.17724889163355,76.01482356390399,22.837574672270435,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,2.29,53.17737054371819,76.01502117175939,22.837650628041196,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,2.4800000000000004,53.1774921949914,76.01521878078405,22.83772658579265,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,2.6700000000000004,53.17761384546962,76.01541639105585,22.83780254558623,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,2.8600000000000003,53.177735495178766,76.01561400258784,22.837878507409073,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,3.0500000000000003,53.177857144103946,76.01581161533818,22.837954471234234,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,3.24,53.17797879225753,76.01600922934637,22.83803043708884,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,3.43,53.178100439580184,76.0162068445778,22.83810640499761,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,3.62,53.1782220861386,76.01640446105765,22.83818237491905,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,3.81,53.17834373193131,76.01660207875943,22.838258346828127,0.004443971845506132
0.25,6.1,0.12,6.4406779661016955,4.0,53.178465376946676,76.01679969773714,22.838334320790466,0.004443971845506132
0.25,6.1,0.12,6.711864406779661,0.2,24.022491636014024,21.082613575510308,-2.939878060503716,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,0.39,24.022510691807305,21.08265347622395,-2.9398572155833556,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,0.5800000000000001,24.02252974733178,21.08269337716963,-2.9398363701621513,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,0.77,24.022548802487066,21.082733277199072,-2.939815525287994,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,0.96,24.022567857789728,21.082773177302823,-2.939794680486905,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,1.15,24.022586912972304,21.08281307607561,-2.939773836896695,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,1.34,24.02260596800885,21.08285297458189,-2.9397529934269606,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,1.53,24.022625023057742,21.082892873289325,-2.9397321497684175,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,1.72,24.0226440780572,21.08293277220198,-2.939711305855223,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,1.91,24.022663132903386,21.082972671284477,-2.939690461618909,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,2.1,24.02268218768798,21.083012568341072,-2.9396696193469083,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,2.29,24.02270124244546,21.083052463638428,-2.939648778807033,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,2.4800000000000004,24.022720297033377,21.083092359089218,-2.9396279379441594,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,2.6700000000000004,24.0227393516132,21.083132254742758,-2.939607096870443,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,2.8600000000000003,24.022758406111414,21.083172150591366,-2.939586255520048,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,3.0500000000000003,24.022777460554764,21.083212046629026,-2.939565413925738,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,3.24,24.022796514904933,21.083251942853828,-2.939544572051105,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,3.43,24.022815569163555,21.083291839271045,-2.9395237298925103,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,3.62,24.022834623332585,21.08333173587173,-2.939502887460854,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,3.81,24.022853677482853,21.083371632667873,-2.93948204481498,5.655131501477167e-07
0.25,6.1,0.12,6.711864406779661,4.0,24.02287273152609,21.083411529661987,-2.939461201864102,5.655131501477167e-07
0.25,6.1,0.16,5.898305084745763,0.2,90.79702562735869,60.672693830544056,-30.124331796814637,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,0.39,90.79862216474444,60.675545489909815,-30.12307667483463,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,0.5800000000000001,90.80021867571749,60.678397431624916,-30.121821244092573,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,0.77,90.80181516046262,60.68124911077571,-30.120566049686914,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,0.96,90.80341161896216,60.68410100818116,-30.119310610781,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,1.15,90.80500805110192,60.686952346337584,-30.118055704764338,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,1.34,90.8066044569945,60.689803742323896,-30.11680071467061,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,1.53,90.80820083658355,60.69265542058905,-30.115545415994504,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,1.72,90.80979718986694,60.69550738118489,-30.114289808682052,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,1.91,90.81139351683984,60.69835962415381,-30.113033892686033,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,2.1,90.81298981754493,60.70121094712809,-30.111778870416842,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,2.29,90.81458609192988,60.704061470035825,-30.110524621894058,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,2.4800000000000004,90.81618234001765,60.70691227500485,-30.109270065012794,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,2.6700000000000004,90.81777856178608,60.7097633620731,-30.108015199712987,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,2.8600000000000003,90.8193747572609,60.71261473129328,-30.106760025967624,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,3.0500000000000003,90.82097092640565,60.71546638270351,-30.10550454370214,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,3.24,90.82256706925467,60.718318316355045,-30.10424875289963,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,3.43,90.8241631857692,60.72117053227893,-30.10299265349026,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,3.62,90.82575927598117,60.724023030536614,-30.101736245444556,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,3.81,90.82735533987562,60.72687581116634,-30.100479528709286,0.11294639032996275
0.25,6.1,0.16,5.898305084745763,4.0,90.82895137743073,60.72972887420936,-30.09922250322137,0.11294639032996275
0.25,6.1,0.16,6.169491525423729,0.2,86.94702113806258,73.56162892879632,-13.385392209266257,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,0.39,86.94756859275853,73.56420501968445,-13.383363573074078,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,0.5800000000000001,86.94811604148249,73.5667813025496,-13.381334738932892,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,0.77,86.94866348396428,73.56935731050936,-13.379306173454921,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,0.96,86.9492109206282,73.57193345559894,-13.377277465029266,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,1.15,86.94975835121514,73.57450907184361,-13.37524927937153,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,1.34,86.95030577588408,73.57708468780208,-13.37322108808199,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,1.53,86.95085319449171,73.57966049561288,-13.37119269887883,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,1.72,86.95140060719876,73.58223649537473,-13.369164111824034,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,1.91,86.95194801392257,73.58481268705597,-13.367135326866602,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,2.1,86.952495414569,73.58738804107846,-13.365107373490545,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,2.29,86.95304280930395,73.58996266028146,-13.363080149022494,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,2.4800000000000004,86.9535901979959,73.59253747117195,-13.361052726823942,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,2.6700000000000004,86.95413758073872,73.59511247380017,-13.359025106938546,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,2.8600000000000003,86.95468495748898,73.59768766817903,-13.356997289309945,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,3.0500000000000003,86.9552323282378,73.60026305432616,-13.354969273911635,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,3.24,86.9557796930088,73.60283863227762,-13.352941060731169,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,3.43,86.95632705178399,73.6054144020415,-13.350912649742483,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,3.62,86.95687440455882,73.60799036365245,-13.34888404090637,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,3.81,86.95742175137232,73.61056651712526,-13.346855234247059,0.22749837677201035
0.25,6.1,0.16,6.169491525423729,4.0,86.95796909219014,73.61314286248118,-13.344826229708957,0.22749837677201035
0.25,6.1,0.16,6.4406779661016955,0.2,53.17603232822576,76.16285728233515,22.986824954109395,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,0.39,53.1761539878905,76.16305530199931,22.986901314108806,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,0.5800000000000001,53.17627564694484,76.16325332309499,22.986977676150154,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,0.77,53.176397305291836,76.16345134079712,22.987054035505288,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,0.96,53.17651896289371,76.16364935912175,22.98713039622804,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,1.15,53.17664061967282,76.16384737137555,22.987206751702736,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,1.34,53.17676227557025,76.16404538288573,22.987283107315484,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,1.53,53.1768839308222,76.16424339560389,22.98735946478169,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,1.72,53.17700558523319,76.16444140958191,22.987435824348722,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,1.91,53.17712723881674,76.16463942478691,22.987512185970175,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,2.1,53.17724889163355,76.1648374307104,22.987588539076853,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,2.29,53.17737054371819,76.16503542854133,22.98766488482314,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,2.4800000000000004,53.1774921949914,76.16523342754377,22.987741232552366,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,2.6700000000000004,53.17761384546962,76.16543142779584,22.987817582326215,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,2.8600000000000003,53.177735495178766,76.16562942931058,22.98789393413182,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,3.0500000000000003,53.177857144103946,76.16582743204607,22.987970287942126,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,3.24,53.17797879225753,76.16602543604192,22.988046643784394,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,3.43,53.178100439580184,76.16622344126338,22.9881230016832,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,3.62,53.1782220861386,76.16642144773573,22.988199361597133,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,3.81,53.17834373193131,76.16661945543245,22.988275723501147,0.025910160867779263
0.25,6.1,0.16,6.4406779661016955,4.0,53.178465376946676,76.1668174644076,22.988352087460925,0.025910160867779263
0.25,6.1,0.16,6.711864406779661,0.2,24.022491636014024,21.082935618833258,-2.9395560171807666,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,0.39,24.022510691807305,21.08297552015639,-2.939535171650917,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,0.5800000000000001,24.02252974733178,21.083015421711558,-2.939514325620223,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,0.77,24.022548802487066,21.083055322350493,-2.939493480136573,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,0.96,24.022567857789728,21.083095223063722,-2.9394726347260054,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,1.15,24.022586912972304,21.08313512244598,-2.9394517905263235,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,1.34,24.02260596800885,21.08317502156173,-2.9394309464471213,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,1.53,24.022625023057742,21.08321492087863,-2.9394101021791137,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,1.72,24.0226440780572,21.08325482040074,-2.9393892576564618,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,1.91,24.022663132903386,21.083294720092706,-2.93936841281068,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,2.1,24.02268218768798,21.08333461775875,-2.939347569929229,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,2.29,24.02270124244546,21.083374513665518,-2.9393267287799425,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,2.4800000000000004,24.022720297033377,21.083414409725727,-2.9393058873076505,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,2.6700000000000004,24.0227393516132,21.083454305988678,-2.9392850456245228,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,2.8600000000000003,24.022758406111414,21.083494202446715,-2.939264203664699,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,3.0500000000000003,24.022777460554764,21.083534099093796,-2.939243361460967,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,3.24,24.022796514904933,21.08357399592802,-2.939222518976912,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,3.43,24.022815569163555,21.083613892954673,-2.9392016762088815,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,3.62,24.022834623332585,21.083653790164792,-2.939180833167793,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,3.81,24.022853677482853,21.08369368757036,-2.9391599899124934,0.00016685828563943656
0.25,6.1,0.16,6.711864406779661,4.0,24.02287273152609,21.083733585173913,-2.9391391463521757,0.00016685828563943656
0.5,5.95,0.08,5.898305084745763,0.2,90.79702562735869,61.77809767265176,-29.018927954706932,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,0.39,90.79862216474444,61.78100128677708,-29.017620877967367,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,0.5800000000000001,90.80021867571749,61.7839051883959,-29.01631348732159,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,0.77,90.80181516046262,61.786808822666686,-29.01500633779594,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,0.96,90.80341161896216,61.78971267916859,-29.01369893979357,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,1.15,90.80500805110192,61.79261596623239,-29.012392084869532,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,1.34,90.8066044569945,61.79551931217971,-29.0110851448148,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,1.53,90.80820083658355,61.79842294554875,-29.0097778910348,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,1.72,90.80979718986694,61.80132686639228,-29.00847032347466,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,1.91,90.81139351683984,61.80423107475351,-29.007162442086333,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,2.1,90.81298981754493,61.80713434635859,-29.005855471186344,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,2.29,90.81458609192988,61.81003680332058,-29.004549288609304,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,2.4800000000000004,90.81618234001765,61.812939547482806,-29.00324279253484,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,2.6700000000000004,90.81777856178608,61.81584257888381,-29.001935982902275,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,2.8600000000000003,90.8193747572609,61.81874589757736,-29.000628859683545,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,3.0500000000000003,90.82097092640565,61.8216495036022,-28.999321422803447,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,3.24,90.82256706925467,61.82455339701053,-28.99801367224414,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,3.43,90.8241631857692,61.82745757783397,-28.996705607935226,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,3.62,90.82575927598117,61.83036204613509,-28.995397229846077,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,3.81,90.82735533987562,61.83326680195282,-28.994088537922806,0.4057875068165347
0.5,5.95,0.08,5.898305084745763,4.0,90.82895137743073,61.83617184532918,-28.992779532101544,0.4057875068165347
0.5,5.95,0.08,6.169491525423729,0.2,86.94702113806258,72.14194667512389,-14.805074462938691,0.011597814939035236
0.5,5.95,0.08,6.169491525423729,0.39,86.94756859275853,72.14447304946043,-14.803095543298099,0.011597814939035236
0.5,5.95,0.08,6.169491525423729,0.5800000000000001,86.94811604148249,72.146999612069,-14.801116429413497,0.011597814939035236
0.5,5.95,0.08,6.169491525423729,0.77,86.94866348396428,72.14952590507764,-14.799137578886643,0.011597814939035236
0.5,5.95,0.08,6.169491525423729,0.96,86.9492109206282,72.15205233256962,-14.79715858805858,0.011597814939035236
0.5,5.95,0.08,6.169491525423729,1.15,86.94975835121514,72.15457824142298,-14.795180109792156,0.011597814939035236
0.5,5.95,0.08,6.169491525423729,1.34,86.95030577588408,72.15710414999566,-14.793201625888415,0.011597814939035236
0.5,5.95,0.08,6.169491525423729,1.53,86.95085319449171,72.15963024671807,-14.791222947773647,0.011597814939035236
