n_points,mean_abs_delta_C_match_mumu,p95_abs_delta_C_match_mumu,max_abs_delta_C_match_mumu,mean_abs_delta_C_rge_mumu,p95_abs_delta_C_rge_mumu,max_abs_delta_C_rge_mumu,mean_abs_delta_C_mumu,p95_abs_delta_C_mumu,max_abs_delta_C_mumu,mean_abs_delta_mu_mumu,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_log_ratio,p05_log_ratio,p95_log_ratio,f_chi2_le_4_uv_tree,f_chi2_le_4_uv_rge,delta_f_chi2_le_4_uv_rge_minus_uv_tree,best_chi2_uv_tree,best_chi2_uv_rge,ref_D,ref_eta,mu_obs,sigma_obs,uv_blend,uv_m2_power,uv_match_kappa_diag,uv_match_kappa_offdiag,uv_rge_mu_low,uv_rge_gamma_diag,uv_rge_gamma_offdiag,uv_rge_log_clip,chain_mode
3600.0,7.277777777777778e-32,1e-30,1e-30,1.0040371100316985e-06,5.856028316285075e-06,6.285934000356628e-06,1.0040371100316985e-06,5.856028316285075e-06,6.285934000356628e-06,0.0006687160301038378,0.003654583684490269,0.009738090743724115,0.41252598205887364,0.30765030553640005,0.4640669709518251,0.15,0.15,0.0,0.0012376781813169635,0.0011768716775195157,9.966101694915254,1.0,1.4,0.4,0.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,full_direct
