D,uniform_omega1,prolate_omega1,uniform_omega2,prolate_omega2,uniform_delta_omega12,prolate_delta_omega12,uniform_t_coh_deph,prolate_t_coh_deph,chi_LR,Gamma_ref,g2_raw,g3_raw,rel_delta_bias_vs_uniform,rel_tcoh_bias_vs_uniform
6.0,0.721500223480184,0.7206960555512653,0.7396293659720765,0.7387935019957257,0.0181291424918924,0.01809744644446043,173.28964428376833,173.5931454877395,0.0004018269779724,566.0993661540497,4.428304018891058,10.134414526353428,0.0017483478573873076,0.0017514099311911064
12.0,0.7224184535018031,0.7215154782915915,0.7226741019993743,0.721769196685344,0.0002556484975712,0.00025371839375254446,12288.719407454337,12382.202989405008,0.0002214139184928,808.6836951913035,4.311485907497897,8.378771647580486,0.007549834389767841,0.007607268003366115
18.0,0.720046264481841,0.718996180312864,0.7200499669852483,0.7189998269557328,3.7025034073101537e-06,3.646642868782024e-06,848504.9999919219,861502.6934729923,0.0002131865283264,641.1965609138862,4.10219758893394,7.748916713065213,0.015087234874069166,0.01531834636353832
