D,eta,mu_full,mu_detlin_map,mu_detlin_path,chi2_full,chi2_detlin,acceptance_mismatch,width_full,width_detlin,c_uv22_full,c_uv22_detlin,delta_log_mu,delta_log_uv_ratio,delta_log_fin_ratio,delta_log_rge_ratio,delta_log_width_term,identity_residual,delta_log_uv_g_only,delta_log_uv_p_only,delta_log_uv_m2_only,dominant_component,abs_width_component,abs_uv_component,abs_fin_component,abs_rge_component
4.0,1.2449999999999999,1.997727946482298,2.125022301437125,2.125022301437532,2.232991862537155,3.285358359882405,0.0,449.6003072892997,531.5988330365657,0.0014971771096801748,0.0016334405888747525,-0.20656622613823528,-0.019441421504973633,0.0,-7.661676715240567e-05,-0.16753014959398183,-1.3877787807814457e-15,-0.10523521912657152,0.0,0.08579379762159789,width,0.16753014959398183,0.038882843009947266,0.0,0.00015323353430481135
4.0,1.34,2.012220356808913,2.139826457713476,2.139826457713886,2.342586033070207,3.4208949220804388,0.0,447.4607936281768,529.2188192447902,0.0014990162446540378,0.001635447110144216,-0.2068491479671285,-0.019441421504973633,0.0,-7.661676715240567e-05,-0.16781307142287538,-1.0547118733938987e-15,-0.10523521912657152,0.0,0.08579379762159789,width,0.16781307142287538,0.038882843009947266,0.0,0.00015323353430481135
4.0,1.435,2.0267579615199205,2.154670657057186,2.1546706570575984,2.455159639553789,3.55954875389453,0.0,445.333611351702,526.8518444450868,0.0015008390607146177,0.0016374358272573436,-0.20713176575489034,-0.019441421504972745,0.0,-7.661676715240567e-05,-0.1680956892106371,-2.942091015256665e-15,-0.10523521912657063,0.0,0.08579379762159878,width,0.1680956892106371,0.03888284300994549,0.0,0.00015323353430481135
4.0,1.53,2.041340251178509,2.169554355180571,2.169554355180987,2.570733236135707,3.701336909858653,0.0,443.2187546195937,524.4979105048059,0.0015026456270817725,0.0016394068157339417,-0.20741406967003195,-0.019441421504972745,0.0,-7.661676715240567e-05,-0.1683779931257785,-3.164135620181696e-15,-0.10523521912657063,0.0,0.08579379762159789,width,0.1683779931257785,0.03888284300994549,0.0,0.00015323353430481135
4.0,1.625,2.0559667110850164,2.1844770032528382,2.1844770032532574,2.689327037823084,3.846276053953461,0.0,441.1162159085475,522.1570174269668,0.0015044360133650992,0.0016413601515190286,-0.20769604999755842,-0.019441421504972745,0.0,-7.661676715240567e-05,-0.1686599734533054,-2.7200464103316335e-15,-0.10523521912657152,0.0,0.08579379762159789,width,0.1686599734533054,0.03888284300994549,0.0,0.00015323353430481135
4.0,1.72,2.070636821351888,2.199438047981079,2.1994380479815008,2.8109609134560283,3.994382453498737,0.0,439.0259860496755,519.8291633890161,0.0015062102895496698,0.0016432959109672681,-0.20797769713876912,-0.019441421504973633,0.0,-7.661676715240567e-05,-0.16894162059451645,-6.106226635438361e-16,-0.10523521912657152,0.0,0.08579379762159789,width,0.16894162059451645,0.038882843009947266,0.0,0.00015323353430481135
4.0,1.815,2.0853500569798915,2.2144369316923593,2.2144369316927834,2.935654378764629,4.145671973152906,1.0,436.94805426551,517.5143447811794,0.0015079685259819337,0.0016452141708275941,-0.20825900161105093,-0.019441421504973633,0.0,-7.661676715240567e-05,-0.1692229250667987,-1.6653345369377348e-16,-0.10523521912657152,0.0,0.08579379762159789,width,0.1692229250667987,0.038882843009947266,0.0,0.00015323353430481135
4.0,1.91,2.100105887935608,2.2294730924168156,2.229473092417243,3.0634265895131625,4.30016006902197,1.0,434.88240820661133,515.2125562444369,0.0015097107933558257,0.0016471150082280504,-0.20853995404765568,-0.019441421504972745,0.0,-7.661676715240567e-05,-0.16950387750340212,-3.2751579226442118e-15,-0.10523521912657152,0.0,0.08579379762159878,width,0.16950387750340212,0.03888284300994549,0.0,0.00015323353430481135
4.0,2.005,2.1149037792301515,2.244545963971792,2.2445459639722234,3.1942963347347084,4.457861782881524,1.0,432.8290339877481,512.9237907080976,0.0015114371626990554,0.0016489985006608349,-0.20882054519746263,-0.019441421504972745,0.0,-7.661676715240567e-05,-0.1697844686532095,-2.831068712794149e-15,-0.10523521912657152,0.0,0.08579379762159789,width,0.1697844686532095,0.03888284300994549,0.0,0.00015323353430481135
4.0,2.1,2.129743190999092,2.2596549760469387,2.2596549760473716,3.328282030059609,4.618791736514142,1.0,430.7879162236567,510.6480394269728,0.0015131477053595807,0.001650864725967539,-0.2091007659247388,-0.019441421504973633,0.0,-7.661676715240567e-05,-0.17006468938048513,-1.609823385706477e-15,-0.10523521912657152,0.0,0.08579379762159789,width,0.17006468938048513,0.038882843009947266,0.0,0.00015323353430481135
