case,mode,phi_scale,mix_scale,chi_mode_active,f_R3_gt_0p90,f_R3_gt_0p95,f_hmumu_chi2_le_4,best_chi2,f_winner_gt_3,ratio_min,ratio_max,ratio_mean,ratio_std,ratio_p10,ratio_p90
baseline_localized,localized,1.0,1.0,localized_grid,0.9269444444444445,0.21666666666666667,0.15,2.2079807637329057e-05,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,1.0
open_micro_base,open_system_micro,1.0,1.0,open_system_micro,0.9269444444444445,0.21666666666666667,0.15,2.2079828923738626e-05,0.0002777777777777778,0.009648138686093337,0.23414370433166226,0.08847943975797067,0.04727299677589756,0.03839526306943868,0.14518427208253937
open_micro_phi_x0p5,open_system_micro,0.5,1.0,open_system_micro,0.9269444444444445,0.21666666666666667,0.15,2.207982892357169e-05,0.0002777777777777778,0.009648232399795287,0.23415172411242224,0.0884822656015086,0.04727555801234229,0.0383955969942813,0.14519280708528992
open_micro_phi_x2,open_system_micro,2.0,1.0,open_system_micro,0.9269444444444445,0.21666666666666667,0.15,2.2079828923728194e-05,0.0002777777777777778,0.00964795126255614,0.2341276659093235,0.08847378857791342,0.04726787507196341,0.03839459523320559,0.14516720420056048
open_micro_mix_x0p5,open_system_micro,1.0,0.5,open_system_micro,0.9269444444444445,0.21666666666666667,0.15,2.2079829184967013e-05,0.0002777777777777778,0.004864479026237645,0.1389288523191111,0.04912545787204086,0.02896715965237465,0.019817305735559544,0.0837592495785693
open_micro_mix_x2,open_system_micro,1.0,2.0,open_system_micro,0.9269444444444445,0.21666666666666667,0.15,2.207982834135594e-05,0.0002777777777777778,0.018977016995845974,0.3430485893712686,0.14691110609711416,0.06584733370221967,0.0720633119046666,0.22582526146872536
