scan_rows,width_fix_width_power_base,width_fix_trigger_lo,width_fix_trigger_hi,width_fix_turnoff_lo,width_fix_turnoff_hi,width_fix_tail_reboost_max,width_only_objective,width_only_d4p8_max_abs_delta_mu_mumu,width_only_d6p4_max_abs_delta_mu_mumu,width_only_d7p2_max_abs_delta_mu_mumu,width_only_d8p0_max_abs_delta_mu_mumu,best_label,best_beta,best_metric_lo,best_metric_hi,best_objective,best_d4p8_max_abs_delta_mu_mumu,best_d6p4_max_abs_delta_mu_mumu,best_d7p2_max_abs_delta_mu_mumu,best_d8p0_max_abs_delta_mu_mumu,best_d4p0_acceptance_mismatch,delta_objective_vs_width_only,delta_d6p4_max_abs_delta_mu_mumu_vs_width_only,delta_d4p8_max_abs_delta_mu_mumu_vs_width_only,num_improve_d6p4_vs_width_only,best_max_gnorm_weight_focus,best_max_gnorm_metric_focus
37,0.8,2.5,5.0,10.0,20.0,0.15,115.79966564715885,106.09235690795059,5.795267116552445,1.4641503559314133,1.9888941834723983,width_only,0.0,0.0,1.0,115.79966564715885,106.09235690795059,5.795267116552445,1.4641503559314133,1.9888941834723983,0.6097560975609756,0.0,0.0,0.0,0,0.0,0.28616307927918944
