case,f_R3_gt_0p90,f_R3_gt_0p95,f_hmumu_chi2_le_4,best_chi2,winner_mean
baseline_A1_A2_const,0.9833333333333333,0.21666666666666667,0.0961111111111111,7.283863987103455e-08,2.0
profile_scaled_A1A2,0.9322222222222222,0.21666666666666667,0.03666666666666667,3.670481954054152e-05,1.933888888888889
profile_scaled_A1A2_x0p5,0.9108333333333334,0.21666666666666667,0.03666666666666667,3.670580647426624e-05,1.915
profile_scaled_A1A2_x2,0.9552777777777778,0.21666666666666667,0.03666666666666667,3.670523580999572e-05,1.956388888888889
