tag,chi_profile_path,chi_profile_mode,profile_superrad_path,profile_superrad_mode,tensor_path,tensor_summary_path
Dgrid60_Egrid21,/Users/boypatrick/codex/PSLT_quantam/output/kinetic_action_chain/localized_direct_profiles_chi_Dgrid60.csv,localized_grid,/Users/boypatrick/codex/PSLT_quantam/output/kinetic_action_chain/localized_direct_profiles_superrad_Dgrid60.csv,action_grid,/Users/boypatrick/codex/PSLT_quantam/output/superrad_fp_1d/channel_resolved_A_l_tensor_Dgrid60_eta3_N1-2-3_l1-2.csv,/Users/boypatrick/codex/PSLT_quantam/output/superrad_fp_1d/channel_resolved_A_l_tensor_Dgrid60_eta3_N1-2-3_l1-2_summary.csv
