D,N,ell,level,Nz,zmax,E_N,omega_N,bound_proxy,S_N_ell,gamma_geo_N_ell,gamma_sr_denominator,A_l_fp,valid_action,eta,A_l_tensor,A_l_profile_refD_refN,A_l_N_shape_vs_sameD_Nref,eta_weighted_gamma_geo,eta_collapse_residual_abs,eta_collapse_residual_rel
4.0,3,1,fine,8001,80.0,0.005636667360582371,1.0028143733316661,False,10.376384484374634,9.73660390292951e-10,1.0256163855243272,9.49341687628348e-10,True,1.0,9.49341687628348e-10,133205.11517162615,0.32528455057351585,9.73660390292951e-10,0.0,0.0
4.0,3,2,fine,8001,80.0,0.005636667360582371,1.0028143733316661,False,17.84637929713517,3.162659583709048e-16,1.0372110882370735,3.04919569369872e-16,True,1.0,3.04919569369872e-16,451098.96239528194,0.09159920541294779,3.162659583709048e-16,0.0,0.0
4.0,1,1,fine,8001,80.0,-0.5050527899598634,0.7035248467823554,True,10.952658411312527,2.1573530341594729e-10,0.04221968243853877,5.1098277143605614e-09,True,4.0,5.1098277143605614e-09,716975.9824821171,1.7508427505446018,8.629412136637891e-10,0.0,0.0
4.0,1,2,fine,8001,80.0,-0.5050527899598634,0.7035248467823554,True,18.233729823057875,1.0224991294562351e-16,0.01034267131957196,9.886218926065148e-15,True,4.0,9.886218926065148e-15,14625703.128128678,2.9698644794671862,4.0899965178249403e-16,0.0,0.0
4.0,2,1,fine,8001,80.0,-0.3900972960948542,0.7809626776646537,True,10.815010368885392,3.1537817049054014e-10,0.1080618788636557,2.9184960858256078e-09,True,4.0,2.9184960858256078e-09,409503.3561746769,1.0,1.2615126819621606e-09,0.0,0.0
4.0,2,2,fine,8001,80.0,-0.3900972960948542,0.7809626776646537,True,18.151442987581873,1.3380958482119617e-16,0.04019699906958173,3.3288451356672013e-15,True,4.0,3.3288451356672013e-15,4924703.8810177045,1.0,5.352383392847847e-16,0.0,0.0
4.0,3,1,fine,8001,80.0,0.005636667360582371,1.0028143733316661,False,10.376384484374634,9.73660390292951e-10,1.0256163855243272,9.49341687628348e-10,True,4.0,9.49341687628348e-10,133205.11517162615,0.32528455057351585,3.894641561171804e-09,0.0,0.0
4.0,3,2,fine,8001,80.0,0.005636667360582371,1.0028143733316661,False,17.84637929713517,3.162659583709048e-16,1.0372110882370735,3.04919569369872e-16,True,4.0,3.04919569369872e-16,451098.96239528194,0.09159920541294779,1.2650638334836192e-15,0.0,0.0
4.271186440677966,1,1,fine,8001,80.0,-0.49885908480189733,0.7079130703681792,True,11.219329313833203,1.2734863889608828e-10,0.044649785614715415,2.852166861336899e-09,True,0.25,2.852166861336899e-09,400196.49426983873,1.5972003613831398,3.183715972402207e-11,0.0,0.0
4.271186440677966,1,2,fine,8001,80.0,-0.49885908480189733,0.7079130703681792,True,18.604984827442273,4.896609129721793e-17,0.01121344614274604,4.3667299663176256e-15,True,0.25,4.3667299663176256e-15,6460153.938092557,2.4190400847557787,1.2241522824304482e-17,0.0,0.0
4.271186440677966,2,1,fine,8001,80.0,-0.4050615460743625,0.7713225356007936,True,11.110314211030726,1.7255983313501645e-10,0.09663271514005124,1.7857289105964052e-09,True,0.25,1.7857289105964052e-09,250561.2344861214,1.0,4.313995828375411e-11,0.0,0.0
4.271186440677966,2,2,fine,8001,80.0,-0.4050615460743625,0.7713225356007936,True,18.531958332531417,6.174211963062156e-17,0.03420331998001004,1.8051498996795175e-15,True,0.25,1.8051498996795175e-15,2670544.3943665614,1.0,1.543552990765539e-17,0.0,0.0
4.271186440677966,3,1,fine,8001,80.0,0.005638782640255325,1.0028154280027084,False,10.578918409571397,6.493655237662858e-10,1.0256260934347183,6.331406035035889e-10,True,0.25,6.331406035035889e-10,88837.9475046768,0.3545558341731332,1.6234138094157145e-10,0.0,0.0
4.271186440677966,3,2,fine,8001,80.0,0.005638782640255325,1.0028154280027084,False,18.1993457915093,1.5612415607437787e-16,1.0372252693304143,1.505209723391762e-16,True,0.25,1.505209723391762e-16,222681.1961634636,0.08338419560940584,3.903103901859447e-17,0.0,0.0
4.271186440677966,1,1,fine,8001,80.0,-0.49885908480189733,0.7079130703681792,True,11.219329313833203,1.2734863889608828e-10,0.044649785614715415,2.852166861336899e-09,True,1.0,2.852166861336899e-09,400196.49426983873,1.5972003613831398,1.2734863889608828e-10,0.0,0.0
4.271186440677966,1,2,fine,8001,80.0,-0.49885908480189733,0.7079130703681792,True,18.604984827442273,4.896609129721793e-17,0.01121344614274604,4.3667299663176256e-15,True,1.0,4.3667299663176256e-15,6460153.938092557,2.4190400847557787,4.896609129721793e-17,0.0,0.0
4.271186440677966,2,1,fine,8001,80.0,-0.4050615460743625,0.7713225356007936,True,11.110314211030726,1.7255983313501645e-10,0.09663271514005124,1.7857289105964052e-09,True,1.0,1.7857289105964052e-09,250561.2344861214,1.0,1.7255983313501645e-10,0.0,0.0
4.271186440677966,2,2,fine,8001,80.0,-0.4050615460743625,0.7713225356007936,True,18.531958332531417,6.174211963062156e-17,0.03420331998001004,1.8051498996795175e-15,True,1.0,1.8051498996795175e-15,2670544.3943665614,1.0,6.174211963062156e-17,0.0,0.0
4.271186440677966,3,1,fine,8001,80.0,0.005638782640255325,1.0028154280027084,False,10.578918409571397,6.493655237662858e-10,1.0256260934347183,6.331406035035889e-10,True,1.0,6.331406035035889e-10,88837.9475046768,0.3545558341731332,6.493655237662858e-10,0.0,0.0
4.271186440677966,3,2,fine,8001,80.0,0.005638782640255325,1.0028154280027084,False,18.1993457915093,1.5612415607437787e-16,1.0372252693304143,1.505209723391762e-16,True,1.0,1.505209723391762e-16,222681.1961634636,0.08338419560940584,1.5612415607437787e-16,0.0,0.0
4.271186440677966,1,1,fine,8001,80.0,-0.49885908480189733,0.7079130703681792,True,11.219329313833203,1.2734863889608828e-10,0.044649785614715415,2.852166861336899e-09,True,4.0,2.852166861336899e-09,400196.49426983873,1.5972003613831398,5.093945555843531e-10,0.0,0.0
4.271186440677966,1,2,fine,8001,80.0,-0.49885908480189733,0.7079130703681792,True,18.604984827442273,4.896609129721793e-17,0.01121344614274604,4.3667299663176256e-15,True,4.0,4.3667299663176256e-15,6460153.938092557,2.4190400847557787,1.958643651888717e-16,0.0,0.0
4.271186440677966,2,1,fine,8001,80.0,-0.4050615460743625,0.7713225356007936,True,11.110314211030726,1.7255983313501645e-10,0.09663271514005124,1.7857289105964052e-09,True,4.0,1.7857289105964052e-09,250561.2344861214,1.0,6.902393325400658e-10,0.0,0.0
4.271186440677966,2,2,fine,8001,80.0,-0.4050615460743625,0.7713225356007936,True,18.531958332531417,6.174211963062156e-17,0.03420331998001004,1.8051498996795175e-15,True,4.0,1.8051498996795175e-15,2670544.3943665614,1.0,2.4696847852248623e-16,0.0,0.0
4.271186440677966,3,1,fine,8001,80.0,0.005638782640255325,1.0028154280027084,False,10.578918409571397,6.493655237662858e-10,1.0256260934347183,6.331406035035889e-10,True,4.0,6.331406035035889e-10,88837.9475046768,0.3545558341731332,2.597462095065143e-09,0.0,0.0
4.271186440677966,3,2,fine,8001,80.0,0.005638782640255325,1.0028154280027084,False,18.1993457915093,1.5612415607437787e-16,1.0372252693304143,1.505209723391762e-16,True,4.0,1.505209723391762e-16,222681.1961634636,0.08338419560940584,6.244966242975115e-16,0.0,0.0
4.5423728813559325,1,1,fine,8001,80.0,-0.4938137350891088,0.7114676836729067,True,11.494016117576251,7.388897275110725e-11,0.04670857359885971,1.5819145621032428e-09,True,0.25,1.5819145621032428e-09,221963.40283239324,1.4388376933173623,1.847224318777681e-11,0.0,0.0
4.5423728813559325,1,2,fine,8001,80.0,-0.4938137350891088,0.7114676836729067,True,18.98440750393126,2.3041372020386726e-17,0.011967882540812554,1.925267225995213e-15,True,0.25,1.925267225995213e-15,2848246.3417315036,2.0350210228544463,5.7603430050966815e-18,0.0,0.0
4.5423728813559325,2,1,fine,8001,80.0,-0.4171394488862205,0.76345304447214,True,11.393847429093245,9.687510786939821e-11,0.0881132016139684,1.0994391997446248e-09,True,0.25,1.0994391997446248e-09,154265.76872658776,1.0,2.4218776967349553e-11,0.0,0.0
4.5423728813559325,2,2,fine,8001,80.0,-0.4171394488862205,0.76345304447214,True,18.916530823266,2.8319946247464676e-17,0.02993438271921313,9.460674874477288e-16,True,0.25,9.460674874477288e-16,1399615.1930344077,1.0,7.079986561866169e-18,0.0,0.0
4.5423728813559325,3,1,fine,8001,80.0,0.005641013177728897,1.0028165401396851,False,10.785473997589136,4.296133859767004e-10,1.025636330389175,4.188749688826689e-10,True,0.25,4.188749688826689e-10,58773.66305478265,0.3809896618020935,1.074033464941751e-10,0.0,0.0
4.5423728813559325,3,2,fine,8001,80.0,0.005641013177728897,1.0028165401396851,False,18.507168487263062,8.435273901526741e-17,1.0372402233038416,8.132420737270014e-17,True,0.25,8.132420737270014e-17,120311.28615082095,0.08596026018407422,2.1088184753816854e-17,0.0,0.0
4.5423728813559325,1,1,fine,8001,80.0,-0.4938137350891088,0.7114676836729067,True,11.494016117576251,7.388897275110725e-11,0.04670857359885971,1.5819145621032428e-09,True,1.0,1.5819145621032428e-09,221963.40283239324,1.4388376933173623,7.388897275110725e-11,0.0,0.0
4.5423728813559325,1,2,fine,8001,80.0,-0.4938137350891088,0.7114676836729067,True,18.98440750393126,2.3041372020386726e-17,0.011967882540812554,1.925267225995213e-15,True,1.0,1.925267225995213e-15,2848246.3417315036,2.0350210228544463,2.3041372020386726e-17,0.0,0.0
4.5423728813559325,2,1,fine,8001,80.0,-0.4171394488862205,0.76345304447214,True,11.393847429093245,9.687510786939821e-11,0.0881132016139684,1.0994391997446248e-09,True,1.0,1.0994391997446248e-09,154265.76872658776,1.0,9.687510786939821e-11,0.0,0.0
4.5423728813559325,2,2,fine,8001,80.0,-0.4171394488862205,0.76345304447214,True,18.916530823266,2.8319946247464676e-17,0.02993438271921313,9.460674874477288e-16,True,1.0,9.460674874477288e-16,1399615.1930344077,1.0,2.8319946247464676e-17,0.0,0.0
4.5423728813559325,3,1,fine,8001,80.0,0.005641013177728897,1.0028165401396851,False,10.785473997589136,4.296133859767004e-10,1.025636330389175,4.188749688826689e-10,True,1.0,4.188749688826689e-10,58773.66305478265,0.3809896618020935,4.296133859767004e-10,0.0,0.0
4.5423728813559325,3,2,fine,8001,80.0,0.005641013177728897,1.0028165401396851,False,18.507168487263062,8.435273901526741e-17,1.0372402233038416,8.132420737270014e-17,True,1.0,8.132420737270014e-17,120311.28615082095,0.08596026018407422,8.435273901526741e-17,0.0,0.0
4.5423728813559325,1,1,fine,8001,80.0,-0.4938137350891088,0.7114676836729067,True,11.494016117576251,7.388897275110725e-11,0.04670857359885971,1.5819145621032428e-09,True,4.0,1.5819145621032428e-09,221963.40283239324,1.4388376933173623,2.95555891004429e-10,0.0,0.0
4.5423728813559325,1,2,fine,8001,80.0,-0.4938137350891088,0.7114676836729067,True,18.98440750393126,2.3041372020386726e-17,0.011967882540812554,1.925267225995213e-15,True,4.0,1.925267225995213e-15,2848246.3417315036,2.0350210228544463,9.21654880815469e-17,0.0,0.0
4.5423728813559325,2,1,fine,8001,80.0,-0.4171394488862205,0.76345304447214,True,11.393847429093245,9.687510786939821e-11,0.0881132016139684,1.0994391997446248e-09,True,4.0,1.0994391997446248e-09,154265.76872658776,1.0,3.8750043147759284e-10,0.0,0.0
4.5423728813559325,2,2,fine,8001,80.0,-0.4171394488862205,0.76345304447214,True,18.916530823266,2.8319946247464676e-17,0.02993438271921313,9.460674874477288e-16,True,4.0,9.460674874477288e-16,1399615.1930344077,1.0,1.132797849898587e-16,0.0,0.0
4.5423728813559325,3,1,fine,8001,80.0,0.005641013177728897,1.0028165401396851,False,10.785473997589136,4.296133859767004e-10,1.025636330389175,4.188749688826689e-10,True,4.0,4.188749688826689e-10,58773.66305478265,0.3809896618020935,1.7184535439068016e-09,0.0,0.0
4.5423728813559325,3,2,fine,8001,80.0,0.005641013177728897,1.0028165401396851,False,18.507168487263062,8.435273901526741e-17,1.0372402233038416,8.132420737270014e-17,True,4.0,8.132420737270014e-17,120311.28615082095,0.08596026018407422,3.3741095606106966e-16,0.0,0.0
4.813559322033898,1,1,fine,8001,80.0,-0.4897182253232991,0.7143400973462857,True,11.757391788265956,4.3809094646623676e-11,0.048433433491744976,9.045217629282988e-10,True,0.25,9.045217629282988e-10,126916.29070572858,1.2814208456660188,1.0952273661655919e-11,0.0,0.0
4.813559322033898,1,2,fine,8001,80.0,-0.4897182253232991,0.7143400973462857,True,19.340643368290177,1.1345813645448501e-17,0.012611460158035584,8.996431422906525e-16,True,0.25,8.996431422906525e-16,1330934.8719467353,1.7017651449645605,2.8364534113621252e-18,0.0,0.0
4.813559322033898,2,1,fine,8001,80.0,-0.426944858773883,0.7570040562811516,True,11.649338793096717,5.762502081546375e-11,0.08163640271718584,7.058740818736824e-10,True,0.25,7.058740818736824e-10,99043.41039478236,1.0,1.4406255203865937e-11,0.0,0.0
4.813559322033898,2,2,fine,8001,80.0,-0.426944858773883,0.7570040562811516,True,19.258419768529592,1.417252837935065e-17,0.026808757470868347,5.286529371885729e-16,True,0.25,5.286529371885729e-16,782090.8048827456,1.0,3.543132094837662e-18,0.0,0.0
4.813559322033898,3,1,fine,8001,80.0,0.005643358300760159,1.0028177094072284,False,10.977419759252351,2.9265526446733653e-10,1.0256470933147523,2.8533719480597795e-10,True,0.25,2.8533719480597795e-10,40036.55837744976,0.40423242917288416,7.316381611683413e-11,0.0,0.0
4.813559322033898,3,2,fine,8001,80.0,0.005643358300760159,1.0028177094072284,False,18.822042040343295,4.4936992426181585e-17,1.0372559456787027,4.332295477639145e-17,True,0.25,4.332295477639145e-17,64092.11448092407,0.08194970977894701,1.1234248106545396e-17,0.0,0.0
4.813559322033898,1,1,fine,8001,80.0,-0.4897182253232991,0.7143400973462857,True,11.757391788265956,4.3809094646623676e-11,0.048433433491744976,9.045217629282988e-10,True,1.0,9.045217629282988e-10,126916.29070572858,1.2814208456660188,4.3809094646623676e-11,0.0,0.0
4.813559322033898,1,2,fine,8001,80.0,-0.4897182253232991,0.7143400973462857,True,19.340643368290177,1.1345813645448501e-17,0.012611460158035584,8.996431422906525e-16,True,1.0,8.996431422906525e-16,1330934.8719467353,1.7017651449645605,1.1345813645448501e-17,0.0,0.0
4.813559322033898,2,1,fine,8001,80.0,-0.426944858773883,0.7570040562811516,True,11.649338793096717,5.762502081546375e-11,0.08163640271718584,7.058740818736824e-10,True,1.0,7.058740818736824e-10,99043.41039478236,1.0,5.762502081546375e-11,0.0,0.0
4.813559322033898,2,2,fine,8001,80.0,-0.426944858773883,0.7570040562811516,True,19.258419768529592,1.417252837935065e-17,0.026808757470868347,5.286529371885729e-16,True,1.0,5.286529371885729e-16,782090.8048827456,1.0,1.417252837935065e-17,0.0,0.0
4.813559322033898,3,1,fine,8001,80.0,0.005643358300760159,1.0028177094072284,False,10.977419759252351,2.9265526446733653e-10,1.0256470933147523,2.8533719480597795e-10,True,1.0,2.8533719480597795e-10,40036.55837744976,0.40423242917288416,2.9265526446733653e-10,0.0,0.0
4.813559322033898,3,2,fine,8001,80.0,0.005643358300760159,1.0028177094072284,False,18.822042040343295,4.4936992426181585e-17,1.0372559456787027,4.332295477639145e-17,True,1.0,4.332295477639145e-17,64092.11448092407,0.08194970977894701,4.4936992426181585e-17,0.0,0.0
4.813559322033898,1,1,fine,8001,80.0,-0.4897182253232991,0.7143400973462857,True,11.757391788265956,4.3809094646623676e-11,0.048433433491744976,9.045217629282988e-10,True,4.0,9.045217629282988e-10,126916.29070572858,1.2814208456660188,1.752363785864947e-10,0.0,0.0
4.813559322033898,1,2,fine,8001,80.0,-0.4897182253232991,0.7143400973462857,True,19.340643368290177,1.1345813645448501e-17,0.012611460158035584,8.996431422906525e-16,True,4.0,8.996431422906525e-16,1330934.8719467353,1.7017651449645605,4.5383254581794004e-17,0.0,0.0
4.813559322033898,2,1,fine,8001,80.0,-0.426944858773883,0.7570040562811516,True,11.649338793096717,5.762502081546375e-11,0.08163640271718584,7.058740818736824e-10,True,4.0,7.058740818736824e-10,99043.41039478236,1.0,2.30500083261855e-10,0.0,0.0
4.813559322033898,2,2,fine,8001,80.0,-0.426944858773883,0.7570040562811516,True,19.258419768529592,1.417252837935065e-17,0.026808757470868347,5.286529371885729e-16,True,4.0,5.286529371885729e-16,782090.8048827456,1.0,5.66901135174026e-17,0.0,0.0
4.813559322033898,3,1,fine,8001,80.0,0.005643358300760159,1.0028177094072284,False,10.977419759252351,2.9265526446733653e-10,1.0256470933147523,2.8533719480597795e-10,True,4.0,2.8533719480597795e-10,40036.55837744976,0.40423242917288416,1.1706210578693461e-09,0.0,0.0
4.813559322033898,3,2,fine,8001,80.0,0.005643358300760159,1.0028177094072284,False,18.822042040343295,4.4936992426181585e-17,1.0372559456787027,4.332295477639145e-17,True,4.0,4.332295477639145e-17,64092.11448092407,0.08194970977894701,1.7974796970472634e-16,0.0,0.0
5.084745762711864,1,1,fine,8001,80.0,-0.48640947301748166,0.7166523055028277,True,11.999826670815594,2.7063969072804097e-11,0.049862783802569303,5.427689151885972e-10,True,0.25,5.427689151885972e-10,76157.61195518027,1.247758589209339,6.765992268201024e-12,0.0,0.0
5.084745762711864,1,2,fine,8001,80.0,-0.48640947301748166,0.7166523055028277,True,19.670470347049044,5.885116250612863e-18,0.013152567236353514,4.474500030949459e-16,True,0.25,4.474500030949459e-16,661958.9307994059,1.587392923173209,1.4712790626532158e-18,0.0,0.0
5.084745762711864,2,1,fine,8001,80.0,-0.43495115821535874,0.7516973072884067,True,11.919529346987071,3.3332765727057336e-11,0.07662790475682761,4.349951343813477e-10,True,0.25,4.349951343813477e-10,61035.53412799081,1.0,8.333191431764334e-12,0.0,0.0
5.084745762711864,2,2,fine,8001,80.0,-0.43495115821535874,0.7516973072884067,True,19.61505925124978,6.8963453952521325e-18,0.024465772266088145,2.8187728228023746e-16,True,0.25,2.8187728228023746e-16,417010.1309738396,1.0,1.7240863488130331e-18,0.0,0.0
5.084745762711864,3,1,fine,8001,80.0,0.005645817366968233,1.0028189354848502,False,11.14989566397938,2.072746566916892e-10,1.0256583792760843,2.0208937096383386e-10,True,0.25,2.0208937096383386e-10,28355.79463643807,0.46457846304705547,5.18186641729223e-11,0.0,0.0
5.084745762711864,3,2,fine,8001,80.0,0.005645817366968233,1.0028189354848502,False,19.115062193407724,2.5008662299022763e-17,1.0372724321777622,2.411002309828756e-17,True,0.25,2.411002309828756e-17,35668.44340440164,0.0855337574679672,6.252165574755691e-18,0.0,0.0
5.084745762711864,1,1,fine,8001,80.0,-0.48640947301748166,0.7166523055028277,True,11.999826670815594,2.7063969072804097e-11,0.049862783802569303,5.427689151885972e-10,True,1.0,5.427689151885972e-10,76157.61195518027,1.247758589209339,2.7063969072804097e-11,0.0,0.0
5.084745762711864,1,2,fine,8001,80.0,-0.48640947301748166,0.7166523055028277,True,19.670470347049044,5.885116250612863e-18,0.013152567236353514,4.474500030949459e-16,True,1.0,4.474500030949459e-16,661958.9307994059,1.587392923173209,5.885116250612863e-18,0.0,0.0
5.084745762711864,2,1,fine,8001,80.0,-0.43495115821535874,0.7516973072884067,True,11.919529346987071,3.3332765727057336e-11,0.07662790475682761,4.349951343813477e-10,True,1.0,4.349951343813477e-10,61035.53412799081,1.0,3.3332765727057336e-11,0.0,0.0
5.084745762711864,2,2,fine,8001,80.0,-0.43495115821535874,0.7516973072884067,True,19.61505925124978,6.8963453952521325e-18,0.024465772266088145,2.8187728228023746e-16,True,1.0,2.8187728228023746e-16,417010.1309738396,1.0,6.8963453952521325e-18,0.0,0.0
5.084745762711864,3,1,fine,8001,80.0,0.005645817366968233,1.0028189354848502,False,11.14989566397938,2.072746566916892e-10,1.0256583792760843,2.0208937096383386e-10,True,1.0,2.0208937096383386e-10,28355.79463643807,0.46457846304705547,2.072746566916892e-10,0.0,0.0
5.084745762711864,3,2,fine,8001,80.0,0.005645817366968233,1.0028189354848502,False,19.115062193407724,2.5008662299022763e-17,1.0372724321777622,2.411002309828756e-17,True,1.0,2.411002309828756e-17,35668.44340440164,0.0855337574679672,2.5008662299022763e-17,0.0,0.0
5.084745762711864,1,1,fine,8001,80.0,-0.48640947301748166,0.7166523055028277,True,11.999826670815594,2.7063969072804097e-11,0.049862783802569303,5.427689151885972e-10,True,4.0,5.427689151885972e-10,76157.61195518027,1.247758589209339,1.0825587629121639e-10,0.0,0.0
5.084745762711864,1,2,fine,8001,80.0,-0.48640947301748166,0.7166523055028277,True,19.670470347049044,5.885116250612863e-18,0.013152567236353514,4.474500030949459e-16,True,4.0,4.474500030949459e-16,661958.9307994059,1.587392923173209,2.3540465002451452e-17,0.0,0.0
5.084745762711864,2,1,fine,8001,80.0,-0.43495115821535874,0.7516973072884067,True,11.919529346987071,3.3332765727057336e-11,0.07662790475682761,4.349951343813477e-10,True,4.0,4.349951343813477e-10,61035.53412799081,1.0,1.3333106290822934e-10,0.0,0.0
5.084745762711864,2,2,fine,8001,80.0,-0.43495115821535874,0.7516973072884067,True,19.61505925124978,6.8963453952521325e-18,0.024465772266088145,2.8187728228023746e-16,True,4.0,2.8187728228023746e-16,417010.1309738396,1.0,2.758538158100853e-17,0.0,0.0
5.084745762711864,3,1,fine,8001,80.0,0.005645817366968233,1.0028189354848502,False,11.14989566397938,2.072746566916892e-10,1.0256583792760843,2.0208937096383386e-10,True,4.0,2.0208937096383386e-10,28355.79463643807,0.46457846304705547,8.290986267667568e-10,0.0,0.0
5.084745762711864,3,2,fine,8001,80.0,0.005645817366968233,1.0028189354848502,False,19.115062193407724,2.5008662299022763e-17,1.0372724321777622,2.411002309828756e-17,True,4.0,2.411002309828756e-17,35668.44340440164,0.0855337574679672,1.0003464919609105e-16,0.0,0.0
5.3559322033898304,1,1,fine,8001,80.0,-0.4837526201600935,0.7185035698170932,True,12.254229693008003,1.631324125332444e-11,0.05103408963149002,3.196538112293187e-10,True,0.25,3.196538112293187e-10,44851.63065600028,1.1850584936998971,4.07831031333111e-12,0.0,0.0
5.3559322033898304,1,2,fine,8001,80.0,-0.4837526201600935,0.7185035698170932,True,20.006584075775613,3.0125259632817196e-18,0.013601164490724568,2.2149029705038402e-16,True,0.25,2.2149029705038402e-16,327673.4365935489,1.4486992737321966,7.531314908204299e-19,0.0,0.0
5.3559322033898304,2,1,fine,8001,80.0,-0.4415252594247397,0.7473116756583296,True,12.181879117909062,1.96090253194549e-11,0.0726969026855294,2.697367369869824e-10,True,0.25,2.697367369869824e-10,37847.609121780995,1.0,4.902256329863725e-12,0.0,0.0
5.3559322033898304,2,2,fine,8001,80.0,-0.4415252594247397,0.7473116756583296,True,19.956047162392288,3.466565743939799e-18,0.022673730373155374,1.5288907854545404e-16,True,0.25,1.5288907854545404e-16,226184.57987445773,1.0,8.6664143598494975e-19,0.0,0.0
5.3559322033898304,3,1,fine,8001,80.0,0.005648389756586183,1.0028202180633308,False,11.325992728489808,1.4574403638587687e-10,1.0256701854421237,1.4209639556116442e-10,True,0.25,1.4209639556116442e-10,19937.991750350535,0.5267965985961417,3.643600909646922e-11,0.0,0.0
5.3559322033898304,3,2,fine,8001,80.0,0.005648389756586183,1.0028202180633308,False,19.379195687095617,1.474577422341778e-17,1.0372896786766135,1.4215676224823346e-17,True,0.25,1.4215676224823346e-17,21030.715765528374,0.09298032508317469,3.686443555854445e-18,0.0,0.0
5.3559322033898304,1,1,fine,8001,80.0,-0.4837526201600935,0.7185035698170932,True,12.254229693008003,1.631324125332444e-11,0.05103408963149002,3.196538112293187e-10,True,1.0,3.196538112293187e-10,44851.63065600028,1.1850584936998971,1.631324125332444e-11,0.0,0.0
5.3559322033898304,1,2,fine,8001,80.0,-0.4837526201600935,0.7185035698170932,True,20.006584075775613,3.0125259632817196e-18,0.013601164490724568,2.2149029705038402e-16,True,1.0,2.2149029705038402e-16,327673.4365935489,1.4486992737321966,3.0125259632817196e-18,0.0,0.0
5.3559322033898304,2,1,fine,8001,80.0,-0.4415252594247397,0.7473116756583296,True,12.181879117909062,1.96090253194549e-11,0.0726969026855294,2.697367369869824e-10,True,1.0,2.697367369869824e-10,37847.609121780995,1.0,1.96090253194549e-11,0.0,0.0
5.3559322033898304,2,2,fine,8001,80.0,-0.4415252594247397,0.7473116756583296,True,19.956047162392288,3.466565743939799e-18,0.022673730373155374,1.5288907854545404e-16,True,1.0,1.5288907854545404e-16,226184.57987445773,1.0,3.466565743939799e-18,0.0,0.0
5.3559322033898304,3,1,fine,8001,80.0,0.005648389756586183,1.0028202180633308,False,11.325992728489808,1.4574403638587687e-10,1.0256701854421237,1.4209639556116442e-10,True,1.0,1.4209639556116442e-10,19937.991750350535,0.5267965985961417,1.4574403638587687e-10,0.0,0.0
