D,A1_profile,A2_profile
4.0,409503.3561746769,4924703.8810177045
4.271186440677966,250561.2344861214,2670544.3943665614
4.5423728813559325,154265.76872658776,1399615.1930344077
4.813559322033898,99043.41039478236,782090.8048827456
5.084745762711864,61035.53412799081,417010.1309738396
5.3559322033898304,37847.609121780995,226184.57987445773
5.627118644067797,23649.301020357507,130035.78382750075
5.898305084745763,15315.658218695959,71672.73159569809
6.169491525423728,9589.402250113604,40081.55268017442
6.4406779661016955,6040.9560019995315,22802.780523091795
6.711864406779661,3833.731768067764,13470.19273965882
6.983050847457627,2515.078190346483,7735.3424387969235
7.254237288135593,1598.335217475053,4498.463461138164
7.525423728813559,1021.1352250422917,2739.4110392743246
7.796610169491526,656.4675581871212,1608.9569814787862
8.067796610169491,436.28605839184905,954.3128630116878
8.338983050847457,280.6489448744772,572.2207899465327
8.610169491525424,181.3195502019169,356.68350111622743
8.881355932203391,117.73648467041079,215.15616197823238
9.152542372881356,79.142085074507,130.8256868473967
9.423728813559322,51.390299450343306,80.28559479978152
9.694915254237287,33.48762315215166,51.03079036581391
9.966101694915254,21.909280651933027,31.41852698206453
10.237288135593221,14.42201776528509,19.469772564656637
10.508474576271187,9.723098318851374,12.157416790489581
10.779661016949152,6.377056613090806,7.855646586419798
11.050847457627118,4.195978475824003,4.913173082173955
11.322033898305085,2.7727655817845314,3.0891954233375363
11.593220338983052,1.8867855531606657,1.9543967642469497
11.864406779661017,1.2435631082406295,1.2804501046187102
12.135593220338983,0.821772387281889,0.8106495530190831
12.40677966101695,0.5448299107499535,0.5154624144614864
12.677966101694915,0.3638326701161217,0.3294118207089452
12.94915254237288,0.24704013712507464,0.21262278079020672
13.220338983050848,0.16378848654013314,0.13955245787698958
13.491525423728813,0.10887722565617572,0.08952123715529418
13.76271186440678,0.07266363202581355,0.05766315747865097
14.033898305084746,0.04980019990146252,0.03736541522542359
14.305084745762711,0.03310223721251431,0.024854438641846353
14.576271186440678,0.022050531125673727,0.016055754985452357
14.847457627118644,0.0147313527440708,0.010407264588944407
15.11864406779661,0.010157697902627388,0.006776100072870283
15.389830508474576,0.006765410460617661,0.004550293379921885
15.661016949152541,0.004514182016369644,0.00295604847272509
15.932203389830509,0.0030189955630997626,0.0019258666707831845
16.203389830508474,0.0020266964240542246,0.0012591467324829522
16.474576271186443,0.0013954039105579543,0.0008292175200814192
16.74576271186441,0.0009323206691493683,0.0005561103116235506
17.016949152542374,0.000624099869612458,0.00036381640135797923
17.28813559322034,0.0004188961832201227,0.00023870609505275648
17.559322033898304,0.000289993489218136,0.00015729643853452057
17.83050847457627,0.00019396514123707376,0.00010651486233669626
18.101694915254235,0.00012994392048874725,6.992386143581538e-05
18.372881355932204,8.723735412887192e-05,4.601492578329753e-05
18.64406779661017,5.877807890093096e-05,3.037935546927388e-05
18.915254237288135,4.0601666507213766e-05,2.071185204454045e-05
19.186440677966104,2.7218476748680375e-05,1.3635827860510393e-05
19.45762711864407,1.8278398188011335e-05,8.995968736750004e-06
19.728813559322035,1.2305683936407974e-05,5.950404503818152e-06
20.0,8.54322284600312e-06,3.952887907230693e-06
