candidate,gamma_mode_active,gamma_tensor_bound_policy,D,eta,R3_profile,R3_candidate,delta_R3,winner_profile,winner_candidate,mu_mumu_profile,mu_mumu_candidate,delta_mu_mumu,chi2_profile,chi2_candidate,accept_profile,accept_candidate
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,1.15,0.9726340753065827,0.9719892733420579,-0.000644801964524877,2,2,4.716830580828594,2230.738926127621,2226.0220955467926,68.75853188699841,31062200.29717409,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,1.34,0.9726840147557296,0.9720455857135857,-0.0006384290421439509,2,2,4.727127583106441,2229.607902088401,2224.8807745052945,69.18611221417316,31030690.343307443,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,1.53,0.97273378780927,0.9721016984931128,-0.0006320893161572139,2,2,4.737431341018698,2228.477324867405,2223.7398935263864,69.61529972508664,30999208.81836598,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,1.72,0.9727833950146964,0.9721576124091438,-0.0006257826055525717,2,2,4.747741801449847,2227.347197944248,2222.599456142798,70.04609480734169,30967755.80022405,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,1.91,0.9728328369179231,0.9722133281876365,-0.0006195087302865998,2,2,4.75805891117406,2226.2175247827613,2221.4594658715873,70.47849781822197,30936331.366128072,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,2.1,0.9728821140632876,0.9722688465520096,-0.0006132675112779928,2,2,4.76838261685604,2225.088308830924,2220.319926214068,70.91250908461215,30904935.592695825,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,2.29,0.9729312269935547,0.97232416822315,-0.0006070587704046781,2,2,4.778712865052186,2223.9595535209746,2219.1808406559226,71.34812890293219,30873568.55592096,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,2.4800000000000004,0.972980176249919,0.97237929391942,-0.0006008823304989308,2,2,4.789049602211615,2222.831262269428,2218.0422126672165,71.78535753906692,30842230.33117464,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,2.6700000000000004,0.9730289623720076,0.9724342243566664,-0.0005947380153412674,2,2,4.799392774677205,2221.7034384771255,2216.9040457024485,72.22419522829742,30810920.993208412,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,2.8600000000000003,0.9730775858978842,0.9724889602482268,-0.0005886256496573372,2,2,4.80974232868671,2220.5760855292783,2215.7663432005916,72.66464217523666,30779640.616156563,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,3.0500000000000003,0.9731260473640512,0.9725435023049375,-0.0005825450591137038,2,2,4.820098210373803,2219.4492067955052,2214.6291085851312,73.10669855376305,30748389.273538552,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,3.24,0.9731743473054519,0.9725978512351422,-0.0005764960703097399,2,2,4.830460365769145,2218.3228056298954,2213.492345264126,73.55036450695611,30717167.038262036,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,3.43,0.9732224862554755,0.9726520077446968,-0.000570478510778627,2,2,4.840828740801451,2217.1968853710355,2212.356056630234,73.99564014703314,30685973.982624885,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,3.62,0.9732704647459587,0.9727059725369808,-0.0005644922089779181,2,2,4.851203281298584,2216.0714493420505,2211.220246060752,74.44252555528823,30654810.17831761,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,3.81,0.9733182833071881,0.9727597463129009,-0.0005585369942872065,2,2,4.861583932988701,2214.9465008506677,2210.084916917679,74.89102078203452,30623675.696426462,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,4.0,0.9733659424679064,0.9728133297709024,-0.0005526126970040179,2,2,4.871970641501151,2213.822043189241,2208.9500725477396,75.34112584653695,30592570.607435346,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,0.2,0.9800746052723616,0.9796775721673028,-0.0003970331050587861,2,2,9.02527490868345,2656.087777610328,2647.0625027016445,363.40510895623356,44046044.978710376,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,0.39,0.9800893428458743,0.9796937693777178,-0.0003955734681565515,2,2,9.033133287798313,2655.5957232927785,2646.5625900049804,364.1545236830916,44029718.35966047,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,0.5800000000000001,0.9801040596957699,0.9797099427023882,-0.0003941169933816546,2,2,9.040993062425425,2655.103697230539,2646.0627041681137,364.90484362520914,44013395.704343945,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,0.77,0.9801187558503908,0.9797260921768045,-0.00039266367358625764,2,2,9.048854224352047,2654.611699768964,2645.562845544612,365.6560684086758,43997077.02369321,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,0.96,0.9801334313380454,0.9797422178364077,-0.0003912135016377327,2,2,9.056716765360735,2654.119731252926,2645.0630144875654,366.4081976559759,43980762.328616224,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,1.15,0.9801480861870073,0.9797583197165886,-0.0003897664704187731,2,2,9.064580677229493,2653.6277920268603,2644.563211349631,367.1612309859981,43964451.629997954,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,1.34,0.9801627204255178,0.9797743978526885,-0.0003883225728292805,2,2,9.072445951731687,2653.135882434774,2644.063436483042,367.9151680140246,43948144.9387008,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,1.53,0.9801773340817826,0.9797904522799988,-0.0003868818017838116,2,2,9.080312580635788,2652.6440028201723,2643.5636902395368,368.6700083517021,43931842.26556205,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,1.72,0.9801919271839752,0.9798064830337623,-0.00038544415021291023,2,2,9.088180555706042,2652.152153526097,2643.063972970391,369.4257516071029,43915543.62139526,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,1.91,0.9802064997602349,0.979822490149171,-0.00038400961106388465,2,2,9.096049868702083,2651.6603348951344,2642.564285026432,370.18239738468344,43899249.01699043,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,2.1,0.9802210518386673,0.9798384736613684,-0.00038257817729880905,2,2,9.103920511378982,2651.1685472694103,2642.0646267580314,370.9399452852862,43882958.463114,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,2.29,0.9802355834473447,0.9798544336054489,-0.0003811498418958559,2,2,9.111792475487505,2650.676790990606,2641.5649985151185,371.69839490616044,43866671.97050927,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,2.4800000000000004,0.9802500946143055,0.9798703700164567,-0.0003797245978487407,2,2,9.11966575277387,2650.185066399913,2641.065400647139,372.4577458409358,43850389.549894944,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,2.6700000000000004,0.9802645853675543,0.9798862829293875,-0.0003783024381668332,2,2,9.127540334979763,2649.69337383805,2640.5658335030703,373.21799767961954,43834111.21196575,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,2.8600000000000003,0.9802790557350629,0.9799021723791869,-0.0003768833558760454,2,2,9.135416213842962,2649.2017136453305,2640.066297431488,373.9791500086536,43817836.96739467,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,3.0500000000000003,0.980293505744769,0.9799180384007525,-0.00037546734401650017,2,2,9.143293381096363,2648.710086161553,2639.5667927804566,374.74120241081704,43801566.82682931,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,3.24,0.9803079354245768,0.979933881028932,-0.00037405439564486276,2,2,9.151171828468904,2648.2184917260647,2639.067319897596,375.5041544653122,43785300.80089399,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,3.43,0.9803223448023578,0.979949700298525,-0.00037264450383278636,2,2,9.159051547685108,2647.726930677772,2638.567879130087,376.2680057477166,43769038.90019023,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,3.62,0.980336733905949,0.9799654962442811,-0.0003712376616679114,2,2,9.16693253046538,2647.235403355094,2638.0684708246285,377.0327558300083,43752781.13529508,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,3.81,0.9803511027631547,0.9799812689009019,-0.0003698338622528663,2,2,9.174814768525943,2646.7439100960155,2637.56909532749,377.7984042805569,43736527.51676297,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.813559322033898,4.0,0.9803654514017458,0.9799970183030396,-0.0003684330987061557,2,2,9.182698253578732,2646.252451238047,2637.0697529844683,378.56495066410895,43720278.0551244,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,0.2,0.9855825820826576,0.9854869022697571,-9.567981290048433e-05,2,2,17.144144416171184,2840.312743292266,2823.168598876095,1549.2380212328387,50371409.77517012,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,0.39,0.9855866969572187,0.9854912926117296,-9.540434548904742e-05,2,2,17.14981340552694,2840.1334603493915,2822.9836469438646,1550.3538894307248,50365047.86817018,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,0.5800000000000001,0.9855908094777153,0.9854956803456341,-9.512913208120644e-05,2,2,17.155482532920225,2839.9541804866603,2822.79869795374,1551.470186532214,50358686.47223934,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,0.77,0.9855949196454289,0.9855000654729881,-9.485417244081695e-05,2,2,17.16115179725786,2839.7749037261647,2822.613751928907,1552.5869123512794,50352325.58814071,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,0.96,0.9855990274616391,0.9855044479953066,-9.457946633251169e-05,2,2,17.166821197446506,2839.5956300901025,2822.428808892656,1553.7040667015526,50345965.21664096,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,1.15,0.9856031329276271,0.9855088279141058,-9.430501352136744e-05,2,2,17.17249073239654,2839.416359600858,2822.2438688684615,1554.8216493970922,50339605.358513154,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,1.34,0.9856072360446729,0.9855132052309005,-9.403081377246103e-05,2,2,17.178160401015482,2839.2370922805985,2822.058931879583,1555.9396602510812,50333246.0145225,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,1.53,0.9856113368140544,0.9855175799472036,-9.375686685086926e-05,2,2,17.183830202210352,2839.0578281515664,2821.873997949356,1557.0580990762978,50326887.18543664,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,1.72,0.9856154352370501,0.9855219520645279,-9.348317252222405e-05,2,2,17.189500134889084,2838.878567235973,2821.689067101084,1558.1769656853896,50320528.872021936,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,1.91,0.9856195313149388,0.9855263215843865,-9.320973055237936e-05,2,2,17.195170197959396,2838.6993095560174,2821.504139358058,1559.2962598906536,50314171.075044066,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,2.1,0.9856236250489971,0.9855306885082897,-9.29365407074112e-05,2,2,17.200840390328636,2838.520055133897,2821.3192147435684,1560.415981504005,50307813.79526854,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,2.29,0.9856277164405018,0.985535052837749,-9.266360275284047e-05,2,2,17.20651071090527,2838.340803991821,2821.1342932809157,1561.5361303372688,50301457.03346098,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,2.4800000000000004,0.9856318054907285,0.985539414574273,-9.239091645552033e-05,2,2,17.21218115859547,2838.161556151896,2820.949374993301,1562.65670620151,50295100.790383294,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,2.6700000000000004,0.9856358922009532,0.9855437737193713,-9.211848158185987e-05,2,2,17.217851732306972,2837.9823116363286,2820.764459904022,1563.7777089077915,50288745.0668006,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,2.8600000000000003,0.9856399765724505,0.9855481302745517,-9.184629789882326e-05,2,2,17.223522430947078,2837.8030704672465,2820.5795480362995,1564.899138266783,50282389.863475144,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,3.0500000000000003,0.9856440586064952,0.9855524842413217,-9.157436517348572e-05,2,2,17.229193253422636,2837.6238326668054,2820.3946394133827,1566.0209940887544,50276035.18116988,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,3.24,0.9856481383043598,0.9855568356211873,-9.130268317247836e-05,2,2,17.23486419864093,2837.4445982571388,2820.209734058498,1567.1432761837514,50269681.02064684,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,3.43,0.9856522156673183,0.9855611844156542,-9.103125166409765e-05,2,2,17.240535265508505,2837.2653672603547,2820.024831994846,1568.265984361366,50263327.38266691,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,3.62,0.9856562906966432,0.9855655306262276,-9.07600704155298e-05,2,2,17.246206452932412,2837.0861396985633,2819.839933245631,1569.3891184309803,50256974.267990865,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,3.81,0.985660363393606,0.9855698742544114,-9.048913919451618e-05,2,2,17.25187775981956,2836.906915593859,2819.6550378340394,1570.512678201637,50250621.677378744,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.084745762711864,4.0,0.9856644337594779,0.9855742153017085,-9.021845776935322e-05,2,2,17.257549185076325,2836.72769496835,2819.470145783274,1571.6366634819672,50244269.611590855,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.3559322033898304,0.2,0.9886756691654481,0.9886368866752585,-3.8782490189626095e-05,2,2,26.99630146831085,2830.638817037751,2803.64251556944,4094.816555354076,50028701.77395732,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.3559322033898304,0.39,0.9886769255122494,0.9886382073711869,-3.8718141062488165e-05,2,2,26.99971367789014,2830.569729935603,2803.5700162577127,4095.9083774372216,50026258.504899316,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.3559322033898304,0.5800000000000001,0.9886781815635561,0.9886395277465474,-3.8653817008738045e-05,2,2,27.003125849472788,2830.5006435607447,2803.497517711272,4097.000332899635,50023815.32122386,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.3559322033898304,0.77,0.9886794373194328,0.9886408478014134,-3.858951801938293e-05,2,2,27.006537982939854,2830.431557914904,2803.425019931964,4098.092421698383,50021372.22299016,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.3559322033898304,0.96,0.9886806927799419,0.9886421675358573,-3.852524408454183e-05,2,2,27.009950078157587,2830.3624729993435,2803.352522921186,4099.184643785773,50018929.210241,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.3559322033898304,1.15,0.9886819479451477,0.9886434869499526,-3.8460995195110925e-05,2,2,27.013362135009327,2830.2933888157786,2803.2800266807694,4100.27699911956,50016486.283035114,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.3559322033898304,1.34,0.9886832028151148,0.9886448060437727,-3.83967713420974e-05,2,2,27.016774153374254,2830.2243053654684,2803.207531212094,4101.369487656144,50014043.441415146,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,5.3559322033898304,1.53,0.988684457389907,0.9886461248173917,-3.833257251528721e-05,2,2,27.020186133132086,2830.155222650162,2803.13503651703,4102.4621093520855,50011600.68544105,False,False
