candidate,gamma_mode_active,gamma_tensor_bound_policy,D,eta,R3_profile,R3_candidate,delta_R3,winner_profile,winner_candidate,mu_mumu_profile,mu_mumu_candidate,delta_mu_mumu,chi2_profile,chi2_candidate,accept_profile,accept_candidate
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,0.2,0.9499616413105525,0.946718069880361,-0.003243571430191494,2,2,1.3909698534688104,1439.971042367894,1438.5800725144252,0.0005096471648422107,12934291.524621554,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,0.39,0.950571616683221,0.9474650411047666,-0.003106575578454396,2,2,1.4121146224319543,1435.3062719970007,1433.8941573745687,0.0009172754791800766,12850544.980452104,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,0.5800000000000001,0.9511690984351115,0.9481952856573153,-0.002973812777796292,2,2,1.4334108638302216,1430.657530757537,1429.2241198937068,0.00697678638676012,12767356.807669569,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,0.77,0.9517543419230916,0.9489091958524722,-0.0028451460706193643,2,2,1.4548558292020022,1426.0251996761888,1424.5703438469868,0.018807262483995283,12684730.997202627,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,0.96,0.9523275980310238,0.9496071552976985,-0.00272044273332539,2,2,1.4764466989349914,1421.4096432049532,1419.9331965060182,0.036525611112857646,12602671.167469114,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,1.15,0.9528891132077972,0.9502895390421676,-0.0025995741656296145,2,2,1.4981805837846593,1416.8112097758958,1415.3130291921111,0.06024641895185332,12521180.579745403,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,1.34,0.9534391295071385,0.9509567137257758,-0.002482415781362657,2,2,1.5200545264631065,1412.230232336322,1410.7101778098588,0.09008180827675469,12440262.152963497,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,1.53,0.9539778846290824,0.951609037728236,-0.0023688469008463775,2,2,1.5420655032963912,1407.6670288650705,1406.124963361774,0.1261412951678561,12359918.477956202,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,1.72,0.9545056119629647,0.9522468613180486,-0.0022587506449160966,2,2,1.5642104259482772,1403.1219028705875,1401.5576924446393,0.16853164993821662,12280151.831169626,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,1.91,0.9550225406318269,0.9528705268011672,-0.0021520138306596603,2,2,1.5864861432083497,1398.5951438715729,1397.0086577283646,0.21735676005453214,12200964.187864404,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,2.1,0.9555288955381108,0.9534803686691864,-0.0020485268689244274,2,2,1.6088894428421951,1394.0870278607813,1392.4781384179391,0.2727174958182672,12122357.234823102,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,2.29,0.9560248974105359,0.9540767137468886,-0.0019481836636472405,2,2,1.6314170535013703,1389.5978177526913,1387.96640069919,0.3347115790703509,12044332.382583337,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,2.4800000000000004,0.9565107628520486,0.9546598813390045,-0.0018508815130441336,2,2,1.6540656466906847,1385.1277638155739,1383.4736981688832,0.4034334551772241,11966890.777212802,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,2.6700000000000004,0.9569867043887492,0.9552301833760498,-0.001756521012699408,2,2,1.6768318387903371,1380.6771040886397,1379.0002722498493,0.4789741685502454,11890033.311644647,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,2.8600000000000003,0.9574529305196859,0.9557879245591113,-0.001665005960574617,2,2,1.6997121931301706,1376.246064784772,1374.5463525916418,0.5614212419431047,11813760.63658858,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,3.0500000000000003,0.9579096457674358,0.956333402503467,-0.0015762432639687685,2,2,1.7227032221134952,1371.8348606794063,1370.1121574572928,0.6508585597651995,11738073.171033645,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,3.24,0.958357050729376,0.9568669078809383,-0.0014901428484377366,2,2,1.7458013893875781,1367.443695486076,1365.6978940966883,0.7473662556398718,11662971.11235784,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,3.43,0.9587953421295603,0.957388724560871,-0.0014066175686893168,2,2,1.7690031120580287,1363.072762219152,1361.303759107094,0.8510206044281886,11588454.446059596,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,3.62,0.9592247128711199,0.957899129749661,-0.0013255831214589175,2,2,1.7923047629441418,1358.7222435442093,1356.929938781265,0.9618939189291208,11514522.955124281,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,3.81,0.9596453520891124,0.9583983941287479,-0.0012469579603644476,2,2,1.8157026728722365,1354.392312116523,1352.5766094436508,1.080054451457011,11441176.229040092,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.0,4.0,0.9600574452037441,0.9588867819909993,-0.001170663212744838,2,2,1.8391931330039717,1350.083130908132,1348.243937775128,1.2055663004865278,11368413.672476009,True,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,0.2,0.9625817978953308,0.9611607915057241,-0.0014210063896067382,2,2,2.5223062115347745,1822.3791833426853,1819.8568771311507,7.872320202809614,20724782.4135462,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,0.39,0.9627594062616456,0.9613684626121477,-0.0013909436494978777,2,2,2.536892395904402,1819.951752704527,1817.4148603086226,8.078276999157824,20669565.48290441,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,0.5800000000000001,0.9629355494134709,0.9615742832159081,-0.001361266197562827,2,2,2.551512307661341,1817.5274565305401,1814.9759442228788,8.28737871684717,20614493.364775553,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,0.77,0.9631102393559182,0.9617782704937414,-0.0013319688621767911,2,2,2.56616556280034,1815.1063320062176,1812.5401664434173,8.49963824913396,20559566.617246546,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,0.96,0.9632834880088259,0.9619804414698553,-0.0013030465389706203,2,2,2.580851774337453,1812.6884157726674,1810.10756399833,8.715068205974442,20504785.781951617,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,1.15,0.9634553072071068,0.9621808130170498,-0.001274494190056985,2,2,2.5955705523503116,1810.2737439325501,1807.6781733801997,8.933680910295182,20450151.3843035,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,1.34,0.9636257087010942,0.9623794018578348,-0.001246306843259437,2,2,2.610321504018595,1807.862352055738,1805.2520305517194,9.155488394311465,20395663.93371718,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,1.53,0.9637947041568935,0.9625762245655438,-0.001218479591349686,2,2,2.62510423366537,1805.4542751850393,1802.829170951374,9.380502395905085,20341323.92383385,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,1.72,0.9639623051567385,0.9627712975654464,-0.0011910075912920925,2,2,2.639918342798693,1803.0495478417686,1800.40962949897,9.60873435505411,20287131.832740303,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,1.91,0.9641285231993469,0.9629646371358563,-0.0011638860634906045,2,2,2.654763430153915,1800.6482040313306,1797.9934406011766,9.84019541032262,20233088.123187304,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,2.1,0.9642933697002849,0.9631562594092368,-0.0011371102910481268,2,2,2.6696390917364288,1798.2502772486794,1795.580638156943,10.07489639540815,20179193.24280409,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,2.29,0.9644568559923298,0.9633461803733029,-0.0011106756190268907,2,2,2.684544920864887,1795.8558004837714,1793.1712555629065,10.312847835748617,20125447.624311578,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,2.4800000000000004,0.9646189933258382,0.9635344158721194,-0.0010845774537188158,2,2,2.6994805082150073,1793.4648062268934,1790.7653257186785,10.554059945192085,20071851.68573145,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,2.6700000000000004,0.9647797928691153,0.9637209816071965,-0.0010588112619187573,2,2,2.714445441863734,1791.0773264739862,1788.3628810321225,10.79854262272717,20018405.83059421,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,2.8600000000000003,0.9649392657087896,0.9639058931385807,-0.001033372570208968,2,2,2.729439307333992,1788.693392731902,1785.963953424568,11.04630544927928,19965110.448144447,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,3.0500000000000003,0.9650974228501867,0.9640891658859406,-0.0010082569642461126,2,2,2.7444616876398125,1786.3130360235525,1783.5685743359127,11.297357684570581,19911965.91354259,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,3.24,0.9652542752177097,0.9642708151296537,-0.000983460088055943,2,2,2.7595121633319617,1783.936286893084,1781.176774729752,11.551708264047193,19858972.588066135,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,3.43,0.9654098336552176,0.9644508560118834,-0.0009589776433341912,2,2,2.774590312544,1781.563175410912,1778.788585098368,11.809365795873822,19806130.819306634,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,3.62,0.9655641089264101,0.9646293035376546,-0.0009348053887554553,2,2,2.7896957110387506,1779.193731178751,1776.4040354677122,12.070338557996866,19753440.941365402,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,3.81,0.9657171117152117,0.9648061725759265,-0.000910939139285194,2,2,2.8048279322552188,1776.8279833345864,1774.0231554023312,12.33463449527796,19700903.275046974,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.271186440677966,4.0,0.9658688526261598,0.9649814778606575,-0.00088737476550238,2,2,2.819986547355905,1774.4659605575632,1771.6459740102073,12.602261216698404,19648518.128049463,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,0.2,0.972381862853593,0.9717046919274746,-0.0006771709261184089,2,2,4.6654487551328465,2236.400625693396,2231.735176938263,66.6447223274916,31220173.730311688,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,0.39,0.9724326425486394,0.9717620132762645,-0.0006706292723748231,2,2,4.675711186445812,2235.2674203160104,2230.5917091295646,67.06427360628895,31188522.822183166,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,0.5800000000000001,0.9724832530868256,0.971819131352054,-0.0006641217347715944,2,2,4.685980637277124,2234.1346441191613,2229.448663481884,67.48542967850108,31156899.94406198,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,0.77,0.9725336950235844,0.9718760468961989,-0.0006576481273855572,2,2,4.696257055079299,2233.002300662481,2228.3060436074015,67.9081910822503,31125305.177012984,False,False
tensor_N_resolved_strict,action_tensor_grid_strict,all_valid,4.5423728813559325,0.96,0.9725839689127542,0.9719327606474695,-0.0006512082652847528,2,2,4.706540387189095,2231.870393489469,2227.1638531022795,68.33255832570381,31093738.601456653,False,False
