gate,verdict,level,n_D,D_min,D_max,rho_max,z_margin,dr,dz,sigma,n_eigs,n_low,max_lambda_abs_diff_vs_g1_spectrum,all_lambda_match_g1_spectrum,max_hf_abs_diag_lambda_prime,max_weighted_rms_dD_U,max_weighted_std_dD_U,max_included_projector_derivative_bound,max_tail_projector_derivative_bound,max_total_projector_derivative_bound,max_total_projector_bound_tol,pass_projector_bound_tol,t1_max_fd_slope_N1,t1_max_fd_slope_N2,t1_max_fd_slope_N3,t2_fixed_grid_supnorm,hf_diag_over_t2_supnorm,interpretation
T3a,T3A_WEIGHTED_HF_PROJECTOR_BOUND_PASS,fine,21,4.0,20.0,3.0,6.0,0.06,0.03,2.5,40,3,2.0892176877396196e-12,True,0.003779455755604381,0.3890159737257284,0.3890080784559226,0.02785252488812737,0.057494130960578885,0.08409504588944938,0.25,True,0.0087783006441935,0.017481426266184,0.0448975865906271,59.95892701435896,6.303407922392068e-05,weighted low-mode matrix elements avoid the Plummer-core sup-norm spike; still a finite-grid certificate unless paired with inter-knot operator control
