gate,verdict,level,D_min,D_max,n_D,rho_max,fixed_z_max,z_margin_for_varying_box,dr,dz,fd_h,omega_min_bound,omega_max_bound,sup_abs_dD_omega_bound,sup_abs_lap_omega_bound,sup_abs_dD_lap_omega_bound,closed_form_sup_abs_dD_U_bound,max_grid_sup_abs_dD_U_fixed_box,max_grid_sup_abs_dD_U_g1_varying_box,closed_form_over_fixed_grid_ratio,closed_form_over_varying_grid_ratio,max_fd_abs_error,max_fd_rel_error_vs_grid_sup,closed_form_dominates_all_grid_rows,fd_derivative_check_pass,contour_fraction_alpha,min_gap_N1,min_gap_N2,min_gap_N3,projector_derivative_bound_fixed_grid_N1,projector_derivative_bound_fixed_grid_N2,projector_derivative_bound_fixed_grid_N3,projector_derivative_bound_closed_form_N1,projector_derivative_bound_closed_form_N2,projector_derivative_bound_closed_form_N3,observed_max_abs_lambda_slope_N1,observed_max_abs_lambda_slope_N2,observed_max_abs_lambda_slope_N3,observed_slope_over_fixed_grid_bound_N1,observed_slope_over_fixed_grid_bound_N2,observed_slope_over_fixed_grid_bound_N3,supnorm_envelope_sufficient_for_no_crossing,reason_not_sufficient
T2,T2_ANALYTIC_HPRIME_ENVELOPE_VERIFIED_SUPNORM_LOOSE,fine,4.0,20.0,21,3.0,16.0,6.0,0.06,0.03,0.0001,1.0,1.7999999999999998,1.5396007178390019,239.99999999999994,1428.1106618657677,475.9591007665789,59.958927014358956,59.958927014358956,7.938085694105171,7.938085694105171,3.0382482897550744e-05,5.246550306822992e-07,True,True,0.45,0.0416442635482685,0.0416442635482685,0.0496868897620528,3199.529747415806,3199.529747415806,2681.634142728517,25398.14131582534,25398.14131582534,21287.041625217225,0.0087783006441935,0.017481426266184,0.0448975865906271,0.00014640523240336294,0.000291556689498422,0.0007488057046096744,False,core singular envelope is rigorous but too loose; use T3/Davis-Kahan or weighted low-mode matrix elements for inter-knot promotion
