D,i,j,lambda_i,lambda_j,A_ij,abs_A_ij,gap_abs
12.8,7,1,1.4520195082144804,0.6830638620518137,0.0019482654677452625,0.0019482654677452625,0.7689556461626668
12.8,7,2,1.4520195082144804,0.7420539290605246,-1.8645165210861452e-05,1.8645165210861452e-05,0.7099655791539559
12.8,7,3,1.4520195082144804,0.8131709891437326,-0.0020104503494695956,0.0020104503494695956,0.6388485190707478
12.8,7,4,1.4520195082144804,0.9188018524245758,4.810240344245709e-06,4.810240344245709e-06,0.5332176557899047
12.8,7,5,1.4520195082144804,1.0668959237810784,-0.0016762177130776755,0.0016762177130776755,0.385123584433402
12.8,7,6,1.4520195082144804,1.2460656107455719,1.5126236874583806e-05,1.5126236874583806e-05,0.20595389746890858
12.8,7,7,1.4520195082144804,1.4520195082144804,0.0012757938053011082,0.0012757938053011082,0.0
12.8,7,8,1.4520195082144804,1.6899437022833872,-5.459859261599151e-06,5.459859261599151e-06,0.23792419406890675
12.8,8,1,1.6899437022833872,0.6830638620518137,3.3515137096133197e-06,3.3515137096133197e-06,1.0068798402315735
12.8,8,2,1.6899437022833872,0.7420539290605246,-0.004607774164228419,0.004607774164228419,0.9478897732228626
12.8,8,3,1.6899437022833872,0.8131709891437326,1.9901682118761412e-06,1.9901682118761412e-06,0.8767727131396545
12.8,8,4,1.6899437022833872,0.9188018524245758,-0.0003255459097551755,0.0003255459097551755,0.7711418498588114
12.8,8,5,1.6899437022833872,1.0668959237810784,-1.013139782908818e-05,1.013139782908818e-05,0.6230477785023087
12.8,8,6,1.6899437022833872,1.2460656107455719,0.0038160933243251926,0.0038160933243251926,0.4438780915378153
12.8,8,7,1.6899437022833872,1.4520195082144804,-5.4598592615991584e-06,5.4598592615991584e-06,0.23792419406890675
12.8,8,8,1.6899437022833872,1.6899437022833872,0.00017701179369969936,0.00017701179369969936,0.0
13.6,1,1,0.6802096145824321,0.6802096145824321,-0.0025629967918953424,0.0025629967918953424,0.0
13.6,1,2,0.6802096145824321,0.7370921915472866,-3.384727509147693e-06,3.384727509147693e-06,0.05688257696485444
13.6,1,3,0.6802096145824321,0.8047855402175816,0.001293319795318836,0.001293319795318836,0.12457592563514952
13.6,1,4,0.6802096145824321,0.902786375928375,3.2238620876132857e-06,3.2238620876132857e-06,0.22257676134594284
13.6,1,5,0.6802096145824321,1.0411330801127954,-0.0026215766159265715,0.0026215766159265715,0.36092346553036325
13.6,1,6,0.6802096145824321,1.2103857707907568,1.0185543243820503e-05,1.0185543243820503e-05,0.5301761562083247
13.6,1,7,0.6802096145824321,1.4047532031482197,0.0013962663237036545,0.0013962663237036545,0.7245435885657876
13.6,1,8,0.6802096145824321,1.6279223394296447,5.657481258157837e-06,5.657481258157837e-06,0.9477127248472126
13.6,2,1,0.7370921915472866,0.6802096145824321,-3.384727509147751e-06,3.384727509147751e-06,0.05688257696485444
13.6,2,2,0.7370921915472866,0.7370921915472866,-0.0008644389335031259,0.0008644389335031259,0.0
13.6,2,3,0.7370921915472866,0.8047855402175816,-1.0623966682252312e-05,1.0623966682252312e-05,0.06769334867029508
13.6,2,4,0.7370921915472866,0.902786375928375,-0.004485491526853121,0.004485491526853121,0.1656941843810884
13.6,2,5,0.7370921915472866,1.0411330801127954,-5.844118787085736e-06,5.844118787085736e-06,0.3040408885655088
13.6,2,6,0.7370921915472866,1.2103857707907568,0.0013207595770057725,0.0013207595770057725,0.47329357924347026
13.6,2,7,0.7370921915472866,1.4047532031482197,-1.9283949568461735e-05,1.9283949568461735e-05,0.6676610116009332
13.6,2,8,0.7370921915472866,1.6279223394296447,-0.004247681197050904,0.004247681197050904,0.8908301478823581
13.6,3,1,0.8047855402175816,0.6802096145824321,0.0012933197953188358,0.0012933197953188358,0.12457592563514952
13.6,3,2,0.8047855402175816,0.7370921915472866,-1.0623966682252256e-05,1.0623966682252256e-05,0.06769334867029508
13.6,3,3,0.8047855402175816,0.8047855402175816,0.002433581567168703,0.002433581567168703,0.0
13.6,3,4,0.8047855402175816,0.902786375928375,-5.5465400625556875e-06,5.5465400625556875e-06,0.09800083571079332
13.6,3,5,0.8047855402175816,1.0411330801127954,-0.00309589583099364,0.00309589583099364,0.23634753989521373
13.6,3,6,0.8047855402175816,1.2103857707907568,1.5442777607027023e-05,1.5442777607027023e-05,0.4056002305731752
13.6,3,7,0.8047855402175816,1.4047532031482197,0.0015427252162633258,0.0015427252162633258,0.5999676629306381
13.6,3,8,0.8047855402175816,1.6279223394296447,2.524464151540464e-06,2.524464151540464e-06,0.8231367992120631
13.6,4,1,0.902786375928375,0.6802096145824321,3.2238620876132662e-06,3.2238620876132662e-06,0.22257676134594284
13.6,4,2,0.902786375928375,0.7370921915472866,-0.004485491526853121,0.004485491526853121,0.1656941843810884
13.6,4,3,0.902786375928375,0.8047855402175816,-5.5465400625557265e-06,5.5465400625557265e-06,0.09800083571079332
13.6,4,4,0.902786375928375,0.902786375928375,0.0006724221800997156,0.0006724221800997156,0.0
13.6,4,5,0.902786375928375,1.0411330801127954,1.260420795833024e-05,1.260420795833024e-05,0.1383467041844204
13.6,4,6,0.902786375928375,1.2103857707907568,-0.00010729589552158741,0.00010729589552158741,0.30759939486238186
13.6,4,7,0.902786375928375,1.4047532031482197,-1.2696456307596721e-06,1.2696456307596721e-06,0.5019668272198448
13.6,4,8,0.902786375928375,1.6279223394296447,0.0006274413263822409,0.0006274413263822409,0.7251359635012697
13.6,5,1,1.0411330801127954,0.6802096145824321,-0.0026215766159265715,0.0026215766159265715,0.36092346553036325
13.6,5,2,1.0411330801127954,0.7370921915472866,-5.844118787085784e-06,5.844118787085784e-06,0.3040408885655088
13.6,5,3,1.0411330801127954,0.8047855402175816,-0.0030958958309936406,0.0030958958309936406,0.23634753989521373
13.6,5,4,1.0411330801127954,0.902786375928375,1.2604207958330267e-05,1.2604207958330267e-05,0.1383467041844204
13.6,5,5,1.0411330801127954,1.0411330801127954,-0.0024387664562787264,0.0024387664562787264,0.0
13.6,5,6,1.0411330801127954,1.2103857707907568,4.761268743752583e-06,4.761268743752583e-06,0.16925269067796145
13.6,5,7,1.0411330801127954,1.4047532031482197,0.0010347501436793502,0.0010347501436793502,0.36362012303542435
13.6,5,8,1.0411330801127954,1.6279223394296447,1.1761811172895149e-05,1.1761811172895149e-05,0.5867892593168493
13.6,6,1,1.2103857707907568,0.6802096145824321,1.0185543243820648e-05,1.0185543243820648e-05,0.5301761562083247
13.6,6,2,1.2103857707907568,0.7370921915472866,0.0013207595770057723,0.0013207595770057723,0.47329357924347026
13.6,6,3,1.2103857707907568,0.8047855402175816,1.5442777607026993e-05,1.5442777607026993e-05,0.4056002305731752
13.6,6,4,1.2103857707907568,0.902786375928375,-0.00010729589552158733,0.00010729589552158733,0.30759939486238186
13.6,6,5,1.2103857707907568,1.0411330801127954,4.761268743752681e-06,4.761268743752681e-06,0.16925269067796145
13.6,6,6,1.2103857707907568,1.2103857707907568,-0.0014473677756156867,0.0014473677756156867,0.0
13.6,6,7,1.2103857707907568,1.4047532031482197,1.613603235538553e-05,1.613603235538553e-05,0.1943674323574629
13.6,6,8,1.2103857707907568,1.6279223394296447,0.0034384863814903325,0.0034384863814903325,0.4175365686388879
13.6,7,1,1.4047532031482197,0.6802096145824321,0.0013962663237036543,0.0013962663237036543,0.7245435885657876
13.6,7,2,1.4047532031482197,0.7370921915472866,-1.9283949568461776e-05,1.9283949568461776e-05,0.6676610116009332
13.6,7,3,1.4047532031482197,0.8047855402175816,0.0015427252162633258,0.0015427252162633258,0.5999676629306381
13.6,7,4,1.4047532031482197,0.902786375928375,-1.2696456307596067e-06,1.2696456307596067e-06,0.5019668272198448
13.6,7,5,1.4047532031482197,1.0411330801127954,0.0010347501436793502,0.0010347501436793502,0.36362012303542435
13.6,7,6,1.4047532031482197,1.2103857707907568,1.6136032355385616e-05,1.6136032355385616e-05,0.1943674323574629
13.6,7,7,1.4047532031482197,1.4047532031482197,0.0010012107278364116,0.0010012107278364116,0.0
13.6,7,8,1.4047532031482197,1.6279223394296447,5.0883112800490316e-08,5.0883112800490316e-08,0.22316913628142498
13.6,8,1,1.6279223394296447,0.6802096145824321,5.657481258157737e-06,5.657481258157737e-06,0.9477127248472126
13.6,8,2,1.6279223394296447,0.7370921915472866,-0.004247681197050903,0.004247681197050903,0.8908301478823581
13.6,8,3,1.6279223394296447,0.8047855402175816,2.524464151540414e-06,2.524464151540414e-06,0.8231367992120631
13.6,8,4,1.6279223394296447,0.902786375928375,0.000627441326382241,0.000627441326382241,0.7251359635012697
13.6,8,5,1.6279223394296447,1.0411330801127954,1.1761811172895074e-05,1.1761811172895074e-05,0.5867892593168493
13.6,8,6,1.6279223394296447,1.2103857707907568,0.0034384863814903325,0.0034384863814903325,0.4175365686388879
13.6,8,7,1.6279223394296447,1.4047532031482197,5.0883112800515105e-08,5.0883112800515105e-08,0.22316913628142498
13.6,8,8,1.6279223394296447,1.6279223394296447,0.0006719442206810753,0.0006719442206810753,0.0
14.4,1,1,0.6775461771709872,0.6775461771709872,-0.002425745663934368,0.002425745663934368,0.0
14.4,1,2,0.6775461771709872,0.7322577533017809,-4.1451130279291743e-16,4.1451130279291743e-16,0.05471157613079369
14.4,1,3,0.6775461771709872,0.796744138453024,-0.0009811896602618547,0.0009811896602618547,0.11919796128203686
14.4,1,4,0.6775461771709872,0.8877813870072309,-6.385759375822426e-17,6.385759375822426e-17,0.21023520983624366
14.4,1,5,0.6775461771709872,1.0168236643237698,0.002596652121483023,0.002596652121483023,0.3392774871527826
14.4,1,6,0.6775461771709872,1.1764243892200845,1.5472610645828439e-16,1.5472610645828439e-16,0.4988782120490973
14.4,1,7,0.6775461771709872,1.3598906148078547,0.0009103649294413551,0.0009103649294413551,0.6823444376368675
14.4,1,8,0.6775461771709872,1.5693701659708927,-3.167884295773245e-16,3.167884295773245e-16,0.8918239887999055
14.4,2,1,0.7322577533017809,0.6775461771709872,-4.1453088836064034e-16,4.1453088836064034e-16,0.05471157613079369
14.4,2,2,0.7322577533017809,0.7322577533017809,-0.0011132885451335009,0.0011132885451335009,0.0
14.4,2,3,0.7322577533017809,0.796744138453024,8.187133805847433e-16,8.187133805847433e-16,0.06448638515124316
14.4,2,4,0.7322577533017809,0.8877813870072309,-0.0041797558371823055,0.0041797558371823055,0.15552363370544997
14.4,2,5,0.7322577533017809,1.0168236643237698,-2.435527459587048e-17,2.435527459587048e-17,0.2845659110219889
14.4,2,6,0.7322577533017809,1.1764243892200845,0.0018559316347482762,0.0018559316347482762,0.44416663591830363
14.4,2,7,0.7322577533017809,1.3598906148078547,-2.0128142991590497e-16,2.0128142991590497e-16,0.6276328615060738
14.4,2,8,0.7322577533017809,1.5693701659708927,-0.003778088132775236,0.003778088132775236,0.8371124126691118
14.4,3,1,0.796744138453024,0.6775461771709872,-0.0009811896602618547,0.0009811896602618547,0.11919796128203686
14.4,3,2,0.796744138453024,0.7322577533017809,8.187864644854863e-16,8.187864644854863e-16,0.06448638515124316
14.4,3,3,0.796744138453024,0.796744138453024,0.0022226876802439012,0.0022226876802439012,0.0
14.4,3,4,0.796744138453024,0.8877813870072309,1.7045881509241242e-16,1.7045881509241242e-16,0.0910372485542068
14.4,3,5,0.796744138453024,1.0168236643237698,-0.0033816934536426394,0.0033816934536426394,0.22007952587074575
14.4,3,6,0.796744138453024,1.1764243892200845,-1.0041297921042735e-17,1.0041297921042735e-17,0.37968025076706047
14.4,3,7,0.796744138453024,1.3598906148078547,-0.001034790276250712,0.001034790276250712,0.5631464763548306
14.4,3,8,0.796744138453024,1.5693701659708927,-3.7772765953089774e-17,3.7772765953089774e-17,0.7726260275178687
14.4,4,1,0.8877813870072309,0.6775461771709872,-6.3854177505526e-17,6.3854177505526e-17,0.21023520983624366
14.4,4,2,0.8877813870072309,0.7322577533017809,-0.0041797558371823055,0.0041797558371823055,0.15552363370544997
14.4,4,3,0.8877813870072309,0.796744138453024,1.704752891180723e-16,1.704752891180723e-16,0.0910372485542068
14.4,4,4,0.8877813870072309,0.8877813870072309,0.001104728275546936,0.001104728275546936,0.0
14.4,4,5,0.8877813870072309,1.0168236643237698,-1.026336521797997e-15,1.026336521797997e-15,0.12904227731653894
14.4,4,6,0.8877813870072309,1.1764243892200845,-0.0003143064321150554,0.0003143064321150554,0.28864300221285366
14.4,4,7,0.8877813870072309,1.3598906148078547,-3.802514718597984e-16,3.802514718597984e-16,0.4721092278006238
14.4,4,8,0.8877813870072309,1.5693701659708927,0.0008341032390276029,0.0008341032390276029,0.6815887789636619
14.4,5,1,1.0168236643237698,0.6775461771709872,0.002596652121483023,0.002596652121483023,0.3392774871527826
14.4,5,2,1.0168236643237698,0.7322577533017809,-2.428571076871396e-17,2.428571076871396e-17,0.2845659110219889
14.4,5,3,1.0168236643237698,0.796744138453024,-0.0033816934536426394,0.0033816934536426394,0.22007952587074575
14.4,5,4,1.0168236643237698,0.8877813870072309,-1.0263716956881966e-15,1.0263716956881966e-15,0.12904227731653894
14.4,5,5,1.0168236643237698,1.0168236643237698,-0.0021264326958813674,0.0021264326958813674,0.0
14.4,5,6,1.0168236643237698,1.1764243892200845,8.029723719201629e-17,8.029723719201629e-17,0.15960072489631472
14.4,5,7,1.0168236643237698,1.3598906148078547,-0.0005311665035613776,0.0005311665035613776,0.34306695048408486
14.4,5,8,1.0168236643237698,1.5693701659708927,-1.6832811988436745e-16,1.6832811988436745e-16,0.5525465016471229
14.4,6,1,1.1764243892200845,0.6775461771709872,1.5471102199406444e-16,1.5471102199406444e-16,0.4988782120490973
14.4,6,2,1.1764243892200845,0.7322577533017809,0.0018559316347482762,0.0018559316347482762,0.44416663591830363
14.4,6,3,1.1764243892200845,0.796744138453024,-1.0008806246765887e-17,1.0008806246765887e-17,0.37968025076706047
14.4,6,4,1.1764243892200845,0.8877813870072309,-0.0003143064321150555,0.0003143064321150555,0.28864300221285366
14.4,6,5,1.1764243892200845,1.0168236643237698,8.028277218151314e-17,8.028277218151314e-17,0.15960072489631472
14.4,6,6,1.1764243892200845,1.1764243892200845,-0.0018462934671664177,0.0018462934671664177,0.0
14.4,6,7,1.1764243892200845,1.3598906148078547,-4.689014550072383e-17,4.689014550072383e-17,0.18346622558777015
14.4,6,8,1.1764243892200845,1.5693701659708927,0.0029469042271888235,0.0029469042271888235,0.3929457767508082
14.4,7,1,1.3598906148078547,0.6775461771709872,0.0009103649294413552,0.0009103649294413552,0.6823444376368675
14.4,7,2,1.3598906148078547,0.7322577533017809,-2.01093454678866e-16,2.01093454678866e-16,0.6276328615060738
14.4,7,3,1.3598906148078547,0.796744138453024,-0.0010347902762507123,0.0010347902762507123,0.5631464763548306
14.4,7,4,1.3598906148078547,0.8877813870072309,-3.8028870305147915e-16,3.8028870305147915e-16,0.4721092278006238
14.4,7,5,1.3598906148078547,1.0168236643237698,-0.0005311665035613778,0.0005311665035613778,0.34306695048408486
14.4,7,6,1.3598906148078547,1.1764243892200845,-4.693998148804826e-17,4.693998148804826e-17,0.18346622558777015
14.4,7,7,1.3598906148078547,1.3598906148078547,0.0006122172159116705,0.0006122172159116705,0.0
14.4,7,8,1.3598906148078547,1.5693701659708927,-4.116393772243374e-17,4.116393772243374e-17,0.20947955116303807
14.4,8,1,1.5693701659708927,0.6775461771709872,-3.168040910547204e-16,3.168040910547204e-16,0.8918239887999055
14.4,8,2,1.5693701659708927,0.7322577533017809,-0.0037780881327752363,0.0037780881327752363,0.8371124126691118
14.4,8,3,1.5693701659708927,0.796744138453024,-3.7880198915830124e-17,3.7880198915830124e-17,0.7726260275178687
14.4,8,4,1.5693701659708927,0.8877813870072309,0.0008341032390276032,0.0008341032390276032,0.6815887789636619
14.4,8,5,1.5693701659708927,1.0168236643237698,-1.683251338213267e-16,1.683251338213267e-16,0.5525465016471229
14.4,8,6,1.5693701659708927,1.1764243892200845,0.002946904227188824,0.002946904227188824,0.3929457767508082
14.4,8,7,1.5693701659708927,1.3598906148078547,-4.1237077122654945e-17,4.1237077122654945e-17,0.20947955116303807
14.4,8,8,1.5693701659708927,1.5693701659708927,0.000996634731581658,0.000996634731581658,0.0
15.2,1,1,0.6750856516280721,0.6750856516280721,-0.0022908608592520584,0.0022908608592520584,0.0
15.2,1,2,0.6750856516280721,0.727703628415973,-2.216969458843332e-06,2.216969458843332e-06,0.05261797678790092
15.2,1,3,0.6750856516280721,0.7893558093917079,-0.0007098146781835277,0.0007098146781835277,0.1142701577636358
15.2,1,4,0.6750856516280721,0.8742324508710431,3.921883073339582e-06,3.921883073339582e-06,0.19914679924297096
15.2,1,5,0.6750856516280721,0.9946818573661373,0.00252468951890896,0.00252468951890896,0.31959620573806524
15.2,1,6,0.6750856516280721,1.1452535418615961,-6.972521609707716e-06,6.972521609707716e-06,0.470167890233524
15.2,1,7,0.6750856516280721,1.3188223637360037,0.0004824330138002516,0.0004824330138002516,0.6437367121079316
15.2,1,8,0.6750856516280721,1.5160556272113686,-8.060948995732016e-06,8.060948995732016e-06,0.8409699755832964
15.2,2,1,0.727703628415973,0.6750856516280721,-2.216969458843412e-06,2.216969458843412e-06,0.05261797678790092
15.2,2,2,0.727703628415973,0.727703628415973,-0.001323145460100871,0.001323145460100871,0.0
15.2,2,3,0.727703628415973,0.7893558093917079,1.0101496728977316e-05,1.0101496728977316e-05,0.06165218097573488
15.2,2,4,0.727703628415973,0.8742324508710431,-0.0038495093781097827,0.0038495093781097827,0.14652882245507004
15.2,2,5,0.727703628415973,0.9946818573661373,2.0132551054552035e-06,2.0132551054552035e-06,0.2669782289501643
15.2,2,6,0.727703628415973,1.1452535418615961,-0.00228486446116329,0.00228486446116329,0.4175499134456231
15.2,2,7,0.727703628415973,1.3188223637360037,-1.7972316575280567e-05,1.7972316575280567e-05,0.5911187353200307
15.2,2,8,0.727703628415973,1.5160556272113686,0.0032391556157266746,0.0032391556157266746,0.7883519987953955
15.2,3,1,0.7893558093917079,0.6750856516280721,-0.0007098146781835277,0.0007098146781835277,0.1142701577636358
15.2,3,2,0.7893558093917079,0.727703628415973,1.0101496728977212e-05,1.0101496728977212e-05,0.06165218097573488
15.2,3,3,0.7893558093917079,0.7893558093917079,0.0019800512347653365,0.0019800512347653365,0.0
15.2,3,4,0.7893558093917079,0.8742324508710431,9.235926920218213e-07,9.235926920218213e-07,0.08487664147933516
15.2,3,5,0.7893558093917079,0.9946818573661373,-0.0035939199743946133,0.0035939199743946133,0.20532604797442944
15.2,3,6,0.7893558093917079,1.1452535418615961,1.3990255042707434e-05,1.3990255042707434e-05,0.3558977324698882
15.2,3,7,0.7893558093917079,1.3188223637360037,-0.0005015520571657319,0.0005015520571657319,0.5294665543442958
15.2,3,8,0.7893558093917079,1.5160556272113686,9.842956233437212e-06,9.842956233437212e-06,0.7266998178196606
15.2,4,1,0.8742324508710431,0.6750856516280721,3.921883073339627e-06,3.921883073339627e-06,0.19914679924297096
15.2,4,2,0.8742324508710431,0.727703628415973,-0.0038495093781097827,0.0038495093781097827,0.14652882245507004
15.2,4,3,0.8742324508710431,0.7893558093917079,9.235926920216434e-07,9.235926920216434e-07,0.08487664147933516
15.2,4,4,0.8742324508710431,0.8742324508710431,0.0014562847368530523,0.0014562847368530523,0.0
15.2,4,5,0.8742324508710431,0.9946818573661373,-1.2945781252539936e-05,1.2945781252539936e-05,0.12044940649509428
15.2,4,6,0.8742324508710431,1.1452535418615961,0.0005851681638896041,0.0005851681638896041,0.27102109099055305
15.2,4,7,0.8742324508710431,1.3188223637360037,4.936240221196149e-06,4.936240221196149e-06,0.44458991286496063
15.2,4,8,0.8742324508710431,1.5160556272113686,-0.0009434253370220791,0.0009434253370220791,0.6418231763403255
15.2,5,1,0.9946818573661373,0.6750856516280721,0.00252468951890896,0.00252468951890896,0.31959620573806524
15.2,5,2,0.9946818573661373,0.727703628415973,2.013255105455191e-06,2.013255105455191e-06,0.2669782289501643
15.2,5,3,0.9946818573661373,0.7893558093917079,-0.0035939199743946133,0.0035939199743946133,0.20532604797442944
15.2,5,4,0.9946818573661373,0.8742324508710431,-1.294578125253994e-05,1.294578125253994e-05,0.12044940649509428
15.2,5,5,0.9946818573661373,0.9946818573661373,-0.0017521595606939124,0.0017521595606939124,0.0
15.2,5,6,0.9946818573661373,1.1452535418615961,-2.0259368882697947e-06,2.0259368882697947e-06,0.15057168449545877
15.2,5,7,0.9946818573661373,1.3188223637360037,-0.00015642591698556953,0.00015642591698556953,0.32414050636986635
15.2,5,8,0.9946818573661373,1.5160556272113686,1.0917152280965352e-05,1.0917152280965352e-05,0.5213737698452312
15.2,6,1,1.1452535418615961,0.6750856516280721,-6.972521609707812e-06,6.972521609707812e-06,0.470167890233524
15.2,6,2,1.1452535418615961,0.727703628415973,-0.00228486446116329,0.00228486446116329,0.4175499134456231
15.2,6,3,1.1452535418615961,0.7893558093917079,1.3990255042707541e-05,1.3990255042707541e-05,0.3558977324698882
15.2,6,4,1.1452535418615961,0.8742324508710431,0.0005851681638896041,0.0005851681638896041,0.27102109099055305
15.2,6,5,1.1452535418615961,0.9946818573661373,-2.0259368882697816e-06,2.0259368882697816e-06,0.15057168449545877
15.2,6,6,1.1452535418615961,1.1452535418615961,-0.0021193870512288392,0.0021193870512288392,0.0
15.2,6,7,1.1452535418615961,1.3188223637360037,-1.3938222752542836e-05,1.3938222752542836e-05,0.1735688218744076
15.2,6,8,1.1452535418615961,1.5160556272113686,0.0023938811939039637,0.0023938811939039637,0.37080208534977244
15.2,7,1,1.3188223637360037,0.6750856516280721,0.0004824330138002515,0.0004824330138002515,0.6437367121079316
15.2,7,2,1.3188223637360037,0.727703628415973,-1.7972316575280574e-05,1.7972316575280574e-05,0.5911187353200307
15.2,7,3,1.3188223637360037,0.7893558093917079,-0.0005015520571657322,0.0005015520571657322,0.5294665543442958
15.2,7,4,1.3188223637360037,0.8742324508710431,4.936240221196122e-06,4.936240221196122e-06,0.44458991286496063
15.2,7,5,1.3188223637360037,0.9946818573661373,-0.0001564259169855695,0.0001564259169855695,0.32414050636986635
15.2,7,6,1.3188223637360037,1.1452535418615961,-1.3938222752542863e-05,1.3938222752542863e-05,0.1735688218744076
15.2,7,7,1.3188223637360037,1.3188223637360037,0.00015716041224580294,0.00015716041224580294,0.0
15.2,7,8,1.3188223637360037,1.5160556272113686,-8.954371058619304e-06,8.954371058619304e-06,0.19723326347536485
15.2,8,1,1.5160556272113686,0.6750856516280721,-8.060948995732025e-06,8.060948995732025e-06,0.8409699755832964
15.2,8,2,1.5160556272113686,0.727703628415973,0.003239155615726674,0.003239155615726674,0.7883519987953955
15.2,8,3,1.5160556272113686,0.7893558093917079,9.842956233437278e-06,9.842956233437278e-06,0.7266998178196606
15.2,8,4,1.5160556272113686,0.8742324508710431,-0.0009434253370220792,0.0009434253370220792,0.6418231763403255
15.2,8,5,1.5160556272113686,0.9946818573661373,1.091715228096535e-05,1.091715228096535e-05,0.5213737698452312
15.2,8,6,1.5160556272113686,1.1452535418615961,0.002393881193903964,0.002393881193903964,0.37080208534977244
15.2,8,7,1.5160556272113686,1.3188223637360037,-8.954371058619334e-06,8.954371058619334e-06,0.19723326347536485
15.2,8,8,1.5160556272113686,1.5160556272113686,0.001151858330037962,0.001151858330037962,0.0
16.0,1,1,0.6728274944424808,0.6728274944424808,-0.0021616975881226484,0.0021616975881226484,0.0
16.0,1,2,0.6728274944424808,0.7235184066641402,1.768728242750155e-06,1.768728242750155e-06,0.050690912221659445
16.0,1,3,0.6728274944424808,0.7828254618572632,-0.00046823935770819473,0.00046823935770819473,0.1099979674147824
16.0,1,4,0.6728274944424808,0.8624419498952918,4.129572277087345e-06,4.129572277087345e-06,0.18961445545281097
16.0,1,5,0.6728274944424808,0.9751654275720132,0.0024211752045739366,0.0024211752045739366,0.3023379331295324
16.0,1,6,0.6728274944424808,1.117544759314015,-5.5947127586354245e-06,5.5947127586354245e-06,0.4447172648715343
16.0,1,7,0.6728274944424808,1.2824233978375927,-9.972440269857092e-05,9.972440269857092e-05,0.6095959033951119
16.0,1,8,0.6728274944424808,1.469095779475048,8.539595987193915e-06,8.539595987193915e-06,0.7962682850325673
16.0,2,1,0.7235184066641402,0.6728274944424808,1.76872824275028e-06,1.76872824275028e-06,0.050690912221659445
16.0,2,2,0.7235184066641402,0.7235184066641402,-0.0015078088525495841,0.0015078088525495841,0.0
16.0,2,3,0.7235184066641402,0.7828254618572632,-9.579773900618702e-06,9.579773900618702e-06,0.05930705519312296
16.0,2,4,0.7235184066641402,0.8624419498952918,0.003500072614797643,0.003500072614797643,0.13892354323115153
16.0,2,5,0.7235184066641402,0.9751654275720132,-4.557395001171413e-07,4.557395001171413e-07,0.25164702090787294
16.0,2,6,0.7235184066641402,1.117544759314015,0.0026343959803592602,0.0026343959803592602,0.39402635264987484
16.0,2,7,0.7235184066641402,1.2824233978375927,-1.6574813272672748e-05,1.6574813272672748e-05,0.5589049911734525
16.0,2,8,0.7235184066641402,1.469095779475048,0.002644385356704276,0.002644385356704276,0.7455773728109079
16.0,3,1,0.7828254618572632,0.6728274944424808,-0.0004682393577081948,0.0004682393577081948,0.1099979674147824
16.0,3,2,0.7828254618572632,0.7235184066641402,-9.579773900618637e-06,9.579773900618637e-06,0.05930705519312296
16.0,3,3,0.7828254618572632,0.7828254618572632,0.0017064921799419374,0.0017064921799419374,0.0
16.0,3,4,0.7828254618572632,0.8624419498952918,-1.1975835303960378e-06,1.1975835303960378e-06,0.07961648803802857
16.0,3,5,0.7828254618572632,0.9751654275720132,-0.0037501372547942974,0.0037501372547942974,0.19233996571474998
16.0,3,6,0.7828254618572632,1.117544759314015,1.262329884634751e-05,1.262329884634751e-05,0.3347192974567519
16.0,3,7,0.7828254618572632,1.2824233978375927,-5.94329310156947e-05,5.94329310156947e-05,0.49959793598032953
16.0,3,8,0.7828254618572632,1.469095779475048,-1.264222913975238e-05,1.264222913975238e-05,0.6862703176177849
16.0,4,1,0.8624419498952918,0.6728274944424808,4.129572277087371e-06,4.129572277087371e-06,0.18961445545281097
16.0,4,2,0.8624419498952918,0.7235184066641402,0.003500072614797643,0.003500072614797643,0.13892354323115153
16.0,4,3,0.8624419498952918,0.7828254618572632,-1.1975835303959938e-06,1.1975835303959938e-06,0.07961648803802857
16.0,4,4,0.8624419498952918,0.8624419498952918,0.0017412871588598938,0.0017412871588598938,0.0
16.0,4,5,0.8624419498952918,0.9751654275720132,-1.2389093685969482e-05,1.2389093685969482e-05,0.11272347767672142
16.0,4,6,0.8624419498952918,1.117544759314015,0.0009123129275950164,0.0009123129275950164,0.2551028094187233
16.0,4,7,0.8624419498952918,1.2824233978375927,-7.503676816541273e-06,7.503676816541273e-06,0.41998144794230097
16.0,4,8,0.8624419498952918,1.469095779475048,0.0009503911964649596,0.0009503911964649596,0.6066538295797563
16.0,5,1,0.9751654275720132,0.6728274944424808,0.0024211752045739366,0.0024211752045739366,0.3023379331295324
16.0,5,2,0.9751654275720132,0.7235184066641402,-4.557395001171572e-07,4.557395001171572e-07,0.25164702090787294
16.0,5,3,0.9751654275720132,0.7828254618572632,-0.003750137254794297,0.003750137254794297,0.19233996571474998
16.0,5,4,0.9751654275720132,0.8624419498952918,-1.2389093685969467e-05,1.2389093685969467e-05,0.11272347767672142
16.0,5,5,0.9751654275720132,0.9751654275720132,-0.0013256536171404553,0.0013256536171404553,0.0
16.0,5,6,0.9751654275720132,1.117544759314015,-4.8070176395964645e-06,4.8070176395964645e-06,0.1423793317420019
16.0,5,7,0.9751654275720132,1.2824233978375927,-9.581074117809452e-05,9.581074117809452e-05,0.30725797026557955
16.0,5,8,0.9751654275720132,1.469095779475048,-9.076652325764009e-06,9.076652325764009e-06,0.4939303519030349
16.0,6,1,1.117544759314015,0.6728274944424808,-5.594712758635417e-06,5.594712758635417e-06,0.4447172648715343
