D_left,D_right,delta_D,N,L_left,L_right,dy_ref,dz_phys_left,dz_phys_right,lambda_left_pullback,lambda_right_pullback,lambda_displacement_pullback,overlap_signed,overlap_abs,actual_rank_one_projector_sin,rank_one_drift_pass,rayleigh_mu_pullback,residual_norm_Mdual,raw_davis_kahan_gap,raw_davis_kahan_bound,raw_davis_kahan_bound_clipped,raw_davis_kahan_pass_unclipped
7.2,8.0,0.7999999999999998,1,9.6,10.0,0.0018744142455482662,0.017994376757263356,0.018744142455482664,0.7111778020331962,0.7061384956054171,0.005039306427779167,0.9999029981750635,0.9999029981750635,0.013928181522331775,True,0.7062003896213377,0.06725717646075591,0.07492952620434912,0.8976057886357236,0.8976057886357236,False
7.2,8.0,0.7999999999999998,2,9.6,10.0,0.0018744142455482662,0.017994376757263356,0.018744142455482664,0.7896996598585391,0.7811299158256868,0.008569744032852267,-0.9999874094085507,0.9999874094085507,0.005018069785849275,True,0.7811705060239658,0.07543102746835269,0.07503201041854868,1.0053179575967401,1.0,False
7.2,8.0,0.7999999999999998,3,9.6,10.0,0.0018744142455482662,0.017994376757263356,0.018744142455482664,0.9102172386656178,0.8906234371211088,0.01959380154450896,0.9999063044287053,0.9999063044287053,0.013688767794410228,True,0.8905940586457339,0.019776423985960193,0.10946414282004713,0.18066577306937412,0.18066577306937412,True
8.0,8.8,0.8000000000000007,1,10.0,10.4,0.0018744142455482662,0.018744142455482664,0.01949390815370197,0.7061384956054171,0.7014858362039291,0.004652659401487957,-0.99990651045249,0.99990651045249,0.013673710349589849,True,0.7015402587149367,0.06341611482577124,0.07177779566536058,0.8835060235260941,0.8835060235260941,False
8.0,8.8,0.8000000000000007,2,10.0,10.4,0.0018744142455482662,0.018744142455482664,0.01949390815370197,0.7811299158256868,0.7733180543802973,0.007811861445389479,-0.9999810553362631,0.9999810553362631,0.006155401576947285,True,0.7733608207747058,0.0759330505659488,0.07187498457077668,1.0564600607486192,1.0,False
8.0,8.8,0.8000000000000007,3,10.0,10.4,0.0018744142455482662,0.018744142455482664,0.01949390815370197,0.8906234371211088,0.8735414896896829,0.01708194743142588,-0.999908035161735,0.999908035161735,0.013561755749112017,True,0.8735172767058046,0.028412334946759744,0.10019922232550726,0.2835584377537324,0.2835584377537324,False
8.8,9.6,0.7999999999999989,1,10.4,10.8,0.0018744142455482662,0.01949390815370197,0.020243673851921277,0.7014858362039291,0.6971910378397908,0.004294798364138375,0.9999129079677161,0.9999129079677161,0.013197593702855505,True,0.6972381924291998,0.05964301586888183,0.06890240756254362,0.8656158468010436,0.8656158468010436,False
8.8,9.6,0.7999999999999989,2,10.4,10.8,0.0018744142455482662,0.01949390815370197,0.020243673851921277,0.7733180543802973,0.7661405999917434,0.007177454388553883,-0.9999732501951993,0.9999732501951993,0.00731429381753729,True,0.7661851327811559,0.07583398289277998,0.0689940949413651,1.0991372951152962,1.0,False
8.8,9.6,0.7999999999999989,3,10.4,10.8,0.0018744142455482662,0.01949390815370197,0.020243673851921277,0.8735414896896829,0.8585511954282803,0.014990294261402637,0.9999133081445387,0.9999133081445387,0.013167239477004067,True,0.8585329856124626,0.03585606102760326,0.09239238562071916,0.388084589295013,0.388084589295013,False
9.6,10.4,0.8000000000000007,1,10.8,11.2,0.0018744142455482662,0.020243673851921277,0.02099343955014058,0.6971910378397908,0.6932275093831899,0.003963528456600862,-0.9999210304186237,0.9999210304186237,0.012567136768486994,True,0.69326790545047,0.05598063628235432,0.06623421382296213,0.8451921303389414,0.8451921303389414,False
9.6,10.4,0.8000000000000007,2,10.8,11.2,0.0018744142455482662,0.020243673851921277,0.02099343955014058,0.7661405999917434,0.7595021192734321,0.0066384807183113015,0.9999646828692109,0.9999646828692109,0.008404344964270203,True,0.7595478478281845,0.07522859107636559,0.06632033844499463,1.134321579778417,1.0,False
9.6,10.4,0.8000000000000007,3,10.8,11.2,0.0018744142455482662,0.020243673851921277,0.02099343955014058,0.8585511954282803,0.8453043670149594,0.013246828413320921,-0.9999206837160874,0.9999206837160874,0.012594692404033823,True,0.845292347599117,0.042109590373769865,0.08579022832568484,0.4908436682778081,0.4908436682778081,False
10.4,11.2,0.7999999999999989,1,11.2,11.6,0.0018744142455482662,0.02099343955014058,0.021743205248359886,0.6932275093831899,0.6895702629801783,0.0036572464030115714,-0.9999299134434921,0.9999299134434921,0.01183926521750214,True,0.6896045773357449,0.052461156368336696,0.06372375422081,0.8232590344026635,0.8232590344026635,False
10.4,11.2,0.7999999999999989,2,11.2,11.6,0.0018744142455482662,0.02099343955014058,0.021743205248359886,0.7595021192734321,0.7533283315565549,0.006173787716877266,0.9999560646251097,0.9999560646251097,0.009373836965914413,True,0.7533745894738326,0.07419720500883721,0.0638043264936543,1.1628867364694546,1.0,False
10.4,11.2,0.7999999999999989,3,11.2,11.6,0.0018744142455482662,0.02099343955014058,0.021743205248359886,0.8453043670149594,0.833514223084066,0.011790143930893393,0.9999288340401914,0.9999288340401914,0.011930081936992546,True,0.8335081962500581,0.04727340155069472,0.08017986469350324,0.589591934725791,0.589591934725791,False
11.2,12.0,0.8000000000000007,1,11.6,12.0,0.0018744142455482662,0.021743205248359886,0.022492970946579195,0.6895702629801783,0.6861956524680815,0.003374610512096865,0.9999388389594277,0.9999388389594277,0.0110597622249177,True,0.6862246257963592,0.049106981661800005,0.06133638969435229,0.800617413357827,0.800617413357827,False
11.2,12.0,0.8000000000000007,2,11.6,12.0,0.0018744142455482662,0.021743205248359886,0.022492970946579195,0.7533283315565549,0.7475610154907115,0.005767316065843353,0.999948045398617,0.999948045398617,0.010193453952677251,True,0.7476071047960876,0.07280964300796175,0.061411452328006155,1.1856036658940494,1.0,False
11.2,12.0,0.8000000000000007,3,11.6,12.0,0.0018744142455482662,0.021743205248359886,0.022492970946579195,0.833514223084066,0.8229453905128459,0.0105688325712201,-0.9999367059292318,0.9999367059292318,0.011250961532109692,True,0.8229449436982097,0.05146533777451508,0.07538392820749817,0.6827096835926892,0.6827096835926892,False
12.0,12.8,0.8000000000000007,1,12.0,12.4,0.0018744142455482662,0.022492970946579195,0.023242736644798503,0.6861956524680815,0.6830812954208767,0.003114357047204752,-0.9999473262214266,0.9999473262214266,0.01026376064704943,True,0.6831056622338456,0.045932015296739764,0.05904852609166045,0.7778689551952567,0.7778689551952567,False
12.0,12.8,0.8000000000000007,2,12.0,12.4,0.0018744142455482662,0.022492970946579195,0.023242736644798503,0.7475610154907115,0.7421541883255061,0.005406827165205463,0.9999411535405827,0.9999411535405827,0.010848477124875069,True,0.7421994353967217,0.07112783717626486,0.05911813997584503,1.2031474130499853,1.0,False
12.0,12.8,0.8000000000000007,3,12.0,12.4,0.0018744142455482662,0.022492970946579195,0.023242736644798503,0.8229453905128459,0.8134050046612802,0.009540385851565691,-0.9999435720782277,0.9999435720782277,0.01062321323490598,True,0.8134096143829934,0.05480010906173052,0.07125542605748736,0.7690657693565535,0.7690657693565535,False
12.8,13.6,0.7999999999999989,1,12.4,12.8,0.0018744142455482662,0.023242736644798503,0.023992502343017807,0.6830812954208767,0.6802060814170228,0.002875214003853932,-0.999955092437927,0.999955092437927,0.009476977759645497,True,0.6802265276542762,0.042943138902517726,0.056844675143309265,0.7554469929550159,0.7554469929550159,False
12.8,13.6,0.7999999999999989,2,12.4,12.8,0.0018744142455482662,0.023242736644798503,0.023992502343017807,0.7421541883255061,0.7370712027975854,0.005082985527920636,0.9999357602774024,0.9999357602774024,0.011334695340117463,True,0.737115002037487,0.06920749496702593,0.056908920620464265,1.2161097805488712,1.0,False
12.8,13.6,0.7999999999999989,3,12.4,12.8,0.0018744142455482662,0.023242736644798503,0.023992502343017807,0.8134050046612802,0.8047350717295678,0.008669932931712365,0.999949013308394,0.999949013308394,0.01009805840591231,True,0.8047441643975491,0.05738301365516343,0.06767296159996372,0.8479459491424739,0.8479459491424739,False
13.6,14.4,0.8000000000000007,1,12.8,13.2,0.0018744142455482662,0.023992502343017807,0.024742268041237112,0.6802060814170228,0.6775502069144745,0.0026558745025482278,0.9999620038182958,0.9999620038182958,0.008717277080520345,True,0.677567348115932,0.04014170175871365,0.05471517168766937,0.7336484656916464,0.7336484656916464,False
13.6,14.4,0.8000000000000007,2,12.8,13.2,0.0018744142455482662,0.023992502343017807,0.024742268041237112,0.7370712027975854,0.7322825198036014,0.00478868299398405,0.9999320682616911,0.9999320682616911,0.011655850972653578,True,0.7323243634911334,0.06709907014247608,0.05477415657665885,1.225013297075017,1.0,False
13.6,14.4,0.8000000000000007,3,12.8,13.2,0.0018744142455482662,0.023992502343017807,0.024742268041237112,0.8047350717295678,0.796806069280398,0.00792900244916983,-0.9999528672524381,0.9999528672524381,0.00970892752201941,True,0.7968190557704732,0.05930834733800773,0.06453653596687181,0.918988700733057,0.918988700733057,False
14.4,15.2,0.7999999999999989,1,13.2,13.6,0.0018744142455482662,0.024742268041237112,0.02549203373945642,0.6775502069144745,0.6750952042890648,0.0024550026254097634,-0.999968029330334,0.999968029330334,0.007996268955471935,True,0.6751095777552768,0.03752488665392217,0.052654412697599295,0.7126636635267809,0.7126636635267809,False
14.4,15.2,0.7999999999999989,2,13.2,13.6,0.0018744142455482662,0.024742268041237112,0.02549203373945642,0.7322825198036014,0.7277639904528761,0.0045185293507252755,0.99993012117609,0.99993012117609,0.011821707354263663,True,0.7278034849905174,0.06484826179471707,0.052708280701452614,1.2303239819569733,1.0,False
14.4,15.2,0.7999999999999989,3,13.2,13.6,0.0018744142455482662,0.024742268041237112,0.02549203373945642,0.796806069280398,0.7895116670035238,0.007294402276874168,-0.9999551667371809,0.9999551667371809,0.009469134892732324,True,0.7895279621223485,0.06065962973100532,0.06176397166947245,0.9821199655945544,0.9821199655945544,False
15.2,16.0,0.8000000000000007,1,13.6,14.0,0.0018744142455482662,0.02549203373945642,0.026241799437675725,0.6750952042890648,0.6728239503934363,0.0022712538956284334,-0.9999732027425755,0.9999732027425755,0.007320778425547207,True,0.6728360160523394,0.03508688876255989,0.05065951461532103,0.6926021504349058,0.6926021504349058,False
15.2,16.0,0.8000000000000007,2,13.6,14.0,0.0018744142455482662,0.02549203373945642,0.026241799437675725,0.7277639904528761,0.7234955306676605,0.004268459785215617,-0.9999298291516656,0.9999298291516656,0.01184638226298858,True,0.7235324007664252,0.062496228352654386,0.05070845037298888,1.2324618065225783,1.0,False
15.2,16.0,0.8000000000000007,3,13.6,14.0,0.0018744142455482662,0.02549203373945642,0.026241799437675725,0.7895116670035238,0.7827644137194676,0.006747253284056232,-0.9999560805207851,0.9999560805207851,0.00937214113792024,True,0.7827834475592751,0.06151055398973784,0.05928791689161461,1.0374888715045678,1.0,False
16.0,16.8,0.8000000000000007,1,14.0,14.4,0.0018744142455482662,0.026241799437675725,0.026991565135895033,0.6728239503934363,0.6707206507598555,0.002103299633580802,0.9999775942687831,0.9999775942687831,0.006694098924955131,True,0.6707307968944126,0.03281988432461891,0.04872930681232479,0.6735142868134949,0.6735142868134949,False
16.0,16.8,0.8000000000000007,2,14.0,14.4,0.0018744142455482662,0.026241799437675725,0.026991565135895033,0.7234955306676605,0.7194601037067374,0.004035426960923072,0.9999310034838067,0.9999310034838067,0.011746840931390671,True,0.7194941869168396,0.06007965586044828,0.0487735361569841,1.2318084886663525,1.0,False
16.0,16.8,0.8000000000000007,3,14.0,14.4,0.0018744142455482662,0.026241799437675725,0.026991565135895033,0.7827644137194676,0.7764922329708088,0.006272180748658762,-0.9999558618828919,0.9999558618828919,0.009395439640743554,True,0.7765134582932514,0.06192616971318112,0.05705335458651395,1.0854080388783833,1.0,False
16.8,17.6,0.8000000000000007,1,14.4,14.8,0.0018744142455482662,0.026991565135895033,0.02774133083411434,0.6707206507598555,0.6687708013534039,0.001949849406451598,0.9999812909192147,0.9999812909192147,0.00611701001641113,True,0.668779352602995,0.03071479447834445,0.04686359419621566,0.6554084253491751,0.6554084253491751,False
16.8,17.6,0.8000000000000007,2,14.4,14.8,0.0018744142455482662,0.026991565135895033,0.02774133083411434,0.7194601037067374,0.7156429467992107,0.0038171569075267087,0.9999333941093119,0.9999333941093119,0.01154154864095488,True,0.715674181198315,0.0576307840923767,0.04690337984491111,1.2287128194798842,1.0,False
16.8,17.6,0.8000000000000007,3,14.4,14.8,0.0018744142455482662,0.026991565135895033,0.02774133083411434,0.7764922329708088,0.7706355821216706,0.005856650849138223,0.9999548065553822,0.9999548065553822,0.009507094550295034,True,0.7706584800151131,0.0619640701229518,0.05501553321590236,1.1263013643761421,1.0,False
17.6,18.4,0.7999999999999972,1,14.8,15.2,0.0018744142455482662,0.02774133083411434,0.028491096532333646,0.6687708013534039,0.6669611323839999,0.0018096689694040435,0.9999843838091916,0.9999843838091916,0.005588572067295726,True,0.6669683583955809,0.028761871427537656,0.045062633364705396,0.6382643285570822,0.6382643285570822,False
17.6,18.4,0.7999999999999972,2,14.8,15.2,0.0018744142455482662,0.02774133083411434,0.028491096532333646,0.7156429467992107,0.7120309917602863,0.0036119550389244193,-0.9999367244225879,0.9999367244225879,0.011249317802673983,True,0.7120593995931037,0.05517746804100363,0.045098267209103815,1.223494192918019,1.0,False
17.6,18.4,0.7999999999999972,3,14.8,15.2,0.0018744142455482662,0.02774133083411434,0.028491096532333646,0.7706355821216706,0.7651451491892534,0.005490432932417244,-0.9999532196492962,0.9999532196492962,0.009672564965220379,True,0.7651692340359646,0.06167548133641278,0.053138242275678316,1.1606609231905665,1.0,False
18.4,19.200000000000003,0.8000000000000043,1,15.2,15.600000000000001,0.0018744142455482662,0.028491096532333646,0.029240862230552955,0.6669611323839999,0.6652795393581039,0.0016815930258959888,0.9999869605828843,0.9999869605828843,0.005106727347823581,True,0.6652856631596802,0.026951116285277767,0.04332677572045518,0.6220429708217076,0.6220429708217076,False
18.4,19.200000000000003,0.8000000000000043,2,15.2,15.600000000000001,0.0018744142455482662,0.028491096532333646,0.029240862230552955,0.7120309917602863,0.7086124388801354,0.0034185528801509157,0.9999407198089951,0.9999407198089951,0.010888382242953161,True,0.7086381085977955,0.052743274610723215,0.04335856923969161,1.216444074045704,1.0,False
18.4,19.200000000000003,0.8000000000000043,3,15.2,15.600000000000001,0.0018744142455482662,0.028491096532333646,0.029240862230552955,0.7651451491892534,0.7599799823776363,0.00516516681161705,0.9999513906474041,0.9999513906474041,0.009859834801994696,True,0.7600048064346822,0.06110616160402021,0.05139236755454679,1.1890123866965925,1.0,False
19.200000000000003,20.0,0.7999999999999972,1,15.600000000000001,16.0,0.0018744142455482662,0.029240862230552955,0.02999062792877226,0.6652795393581039,0.6637150062408186,0.0015645331172853272,0.9999891013648101,0.9999891013648101,0.00466874197183313,True,0.6637202118581422,0.025272600466294284,0.04165623848381128,0.6066942524375043,0.6066942524375043,False
19.200000000000003,20.0,0.7999999999999972,2,15.600000000000001,16.0,0.0018744142455482662,0.029240862230552955,0.02999062792877226,0.7086124388801354,0.7053764503419535,0.0032359885381818554,-0.9999451282202257,0.9999451282202257,0.010475712321189804,True,0.7053995189563519,0.05034771493179229,0.041684512715533306,1.207827839451527,1.0,False
19.200000000000003,20.0,0.7999999999999972,3,15.600000000000001,16.0,0.0018744142455482662,0.029240862230552955,0.02999062792877226,0.7599799823776363,0.7551059667198556,0.004874015657780673,0.9999495755125567,0.9999495755125567,0.010042232433961951,True,0.7551311242273547,0.0602972060668233,0.049754673885401224,1.2118902880502131,1.0,False
