gate,verdict,level,n_D,D_min,D_max,delta_D_min,delta_D_max,contour_fraction,max_step_gap_ratio_tol,rank_count_rows_pass,all_strict_gap_pass,all_step_ratio_pass,min_nearest_gap_N1,min_nearest_gap_N2,min_nearest_gap_N3,min_riesz_radius_N1,min_riesz_radius_N2,min_riesz_radius_N3,max_step_gap_ratio_N1,max_step_gap_ratio_N2,max_step_gap_ratio_N3,max_abs_lambda_slope_N1,max_abs_lambda_slope_N2,max_abs_lambda_slope_N3,total_variation_lambda_N1,total_variation_lambda_N2,total_variation_lambda_N3
T1,CONDITIONAL_PROJECTOR_TRANSPORT_COHERENCE_SUPPORTED_ON_G1_GRID,fine,21,4.0,20.0,0.7999999999999972,0.8000000000000043,0.45,0.25,True,True,True,0.041644263548268556,0.041644263548268556,0.04968688976205282,0.01873991859672085,0.01873991859672085,0.02235910039292377,0.0757806277234115,0.15091229039053536,0.21451494180792025,0.00877830064419355,0.017481426266184045,0.04489758659062718,0.07219682942650563,0.13018572279987595,0.26987030413167257
