gate,verdict,level,n_D,n_steps,D_min,D_max,rho_max,z_margin,dr,ny_ref,dy_ref,dz_phys_min,dz_phys_max,dz_target,n_eigs,n_low,rank_one_drift_tol,cluster_drift_tol,raw_dk_bound_tol,max_rank_one_projector_sin,all_rank_one_drift_pass,max_cluster_sin_theta,all_cluster_drift_pass,max_raw_davis_kahan_bound_unclipped,raw_davis_kahan_all_pass_unclipped,max_abs_pullback_lambda_diff_vs_g1_low3,operator_formula,interpretation
T3c,T3C_VARIABLE_BOX_PULLBACK_PROJECTOR_STEP_PASS_RAW_DK_LOOSE,fine,21,20,4.0,20.0,3.0,6.0,0.06,1067,0.0018744142455482662,0.01499531396438613,0.02999062792877226,0.03,40,3,0.05,0.075,0.25,0.013928181522331775,True,0.011846382262997952,True,1.2324618065225783,False,0.0008025737978598624,"K_pull=K_rho+L(D)^(-2)K_y+diag(rho U(rho,L(D)y;D)); M_pull=diag(rho)","literal variable-box coordinate pullback keeps L(D), axial kinetic scaling, measure, and boundaries on a fixed y-Hilbert space; projector drift passes while raw residual DK remains conservative"
