case,g_mode_requested,g_mode_active,g_fp_blend,D,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,4.0,40.6703455847095,39.360715256355455,10.134414526353428,1.7994607760858463,0.2154056727571185,0.01627273053460188,0.0007335310821874988,2.1028948736447574e-05,3.7668873533529427e-07,4.6611746547545476e-08
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,5.0,40.6703455847095,39.360715256355455,10.134414526353428,1.7994607760858463,0.2154056727571185,0.01627273053460188,0.0007335310821874988,2.1028948736447574e-05,3.7668873533529427e-07,4.6611746547545476e-08
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,6.0,40.6703455847095,39.360715256355455,10.134414526353428,1.7994607760858463,0.2154056727571185,0.01627273053460188,0.0007335310821874988,2.1028948736447574e-05,3.7668873533529427e-07,4.6611746547545476e-08
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,7.0,38.80786738096749,37.15814543091535,9.841807379891272,1.757057819112252,0.20635325672570567,0.015295690941458778,0.0006824245210966548,1.924099610633571e-05,3.3676274670635614e-07,3.222515895617224e-08
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,8.0,36.9783220081953,35.003319215136074,9.549200233429113,1.7158541923892618,0.19701262558552352,0.01427881804913536,0.0006293380124289174,1.7398183868387277e-05,2.962668296517744e-07,2.0912821177127072e-08
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,9.0,35.18210955271463,32.89671635140128,9.256593086966957,1.6762287920084005,0.18730597909409055,0.013213475082991474,0.0005739110877496558,1.549466976744814e-05,2.552904504568778e-07,1.2499883843938296e-08
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,10.0,33.41964764907744,30.838838473366184,8.9639859405048,1.638738785393396,0.17712494570865356,0.012088527460252909,0.0005157098197624556,1.3525339645096704e-05,2.1401841727081555e-07,6.694742736010379e-09
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,11.0,31.691372842509274,28.830210396599302,8.671378794042642,1.6042383388211097,0.16631408719974644,0.010889523577717865,0.00045422366692646926,1.1487507181718346e-05,1.7279538696045175e-07,3.0825739643040282e-09
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,12.0,29.997742106255217,26.871381411441558,8.378771647580486,1.5741067012385657,0.15464260479900818,0.009597712388508272,0.0003888857285780512,9.384478418737901e-06,1.3223202861875427e-07,1.1429804557902703e-09
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,13.0,29.398669719645774,26.264215803961207,8.273795825161274,1.6088937315468201,0.1656120914276093,0.010628266931657523,0.0004445174725231957,1.1267072996487694e-05,1.6933059489302986e-07,1.564566916155792e-09
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,14.0,28.804140630239527,25.663081634344834,8.168820002742061,1.6500916675368786,0.1788345501461535,0.011908735615274089,0.0005158186944042442,1.3802991411818942e-05,2.227452276114546e-07,2.2153201345286535e-09
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,15.0,28.214178103491083,25.06799466188811,8.06384418032285,1.6991467950258656,0.19498855378001984,0.013527827670817297,0.0006091627925057639,1.731205209557079e-05,3.023341814412295e-07,3.2628231881811573e-09
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,16.0,27.628805827262553,24.478970908278217,7.958868357903637,1.7579637969863278,0.21503395690646973,0.015617026454683705,0.000734407455160094,2.2321675600863274e-05,4.2574800758519826e-07,5.0333502626054544e-09
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,17.0,27.04804792514405,23.896026665966687,7.853892535484426,1.8290983684960491,0.24036458065173152,0.018377402831825984,0.0009073570371505174,2.973988673173526e-05,6.262858361165717e-07,8.202709245918893e-09
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,18.0,26.471928970377025,23.31917850693963,7.7489167130652135,1.916053524338161,0.27306637290186386,0.022127742266398676,0.0011544258735752626,4.121015495276953e-05,9.707235583205691e-07,1.4275935923927112e-08
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,19.0,26.471928970377025,23.31917850693963,7.7489167130652135,1.916053524338161,0.27306637290186386,0.022127742266398676,0.0011544258735752626,4.121015495276953e-05,9.707235583205691e-07,1.4275935923927112e-08
baseline_fp_2d_full,fp_2d_full,fp_2d_full,1.0,20.0,26.471928970377025,23.31917850693963,7.7489167130652135,1.916053524338161,0.27306637290186386,0.022127742266398676,0.0011544258735752626,4.121015495276953e-05,9.707235583205691e-07,1.4275935923927112e-08
legacy_cardy,cardy,cardy,0.01,4.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,5.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,6.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,7.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,8.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,9.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,10.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,11.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,12.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,13.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,14.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,15.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,16.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,17.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,18.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,19.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
legacy_cardy,cardy,cardy,0.01,20.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233,0.0024523986333513776,0.001186190475810596,0.0005729427299485316,0.00027268636880070835
