case,g_mode_requested,g_mode_active,g_fp_blend,D,g1,g2,g3,g4,g5,g6
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,4.0,40.6703455847095,39.360715256355455,10.134414526353428,1.7994607760858463,0.2154056727571185,0.01627273053460188
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,5.0,40.6703455847095,39.360715256355455,10.134414526353428,1.7994607760858463,0.2154056727571185,0.01627273053460188
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,6.0,40.6703455847095,39.360715256355455,10.134414526353428,1.7994607760858463,0.2154056727571185,0.01627273053460188
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,7.0,38.80786738096749,37.15814543091535,9.841807379891272,1.757057819112252,0.20635325672570567,0.015295690941458778
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,8.0,36.9783220081953,35.003319215136074,9.549200233429113,1.7158541923892618,0.19701262558552352,0.01427881804913536
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,9.0,35.18210955271463,32.89671635140128,9.256593086966957,1.6762287920084005,0.18730597909409055,0.013213475082991474
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,10.0,33.41964764907744,30.838838473366184,8.9639859405048,1.638738785393396,0.17712494570865356,0.012088527460252909
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,11.0,31.691372842509274,28.830210396599302,8.671378794042642,1.6042383388211097,0.16631408719974644,0.010889523577717865
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,12.0,29.997742106255217,26.871381411441558,8.378771647580486,1.5741067012385657,0.15464260479900818,0.009597712388508272
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,13.0,29.398669719645774,26.264215803961207,8.273795825161274,1.6088937315468201,0.1656120914276093,0.010628266931657523
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,14.0,28.804140630239527,25.663081634344834,8.168820002742061,1.6500916675368786,0.1788345501461535,0.011908735615274089
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,15.0,28.214178103491083,25.06799466188811,8.06384418032285,1.6991467950258656,0.19498855378001984,0.013527827670817297
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,16.0,27.628805827262553,24.478970908278217,7.958868357903637,1.7579637969863278,0.21503395690646973,0.015617026454683705
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,17.0,27.04804792514405,23.896026665966687,7.853892535484426,1.8290983684960491,0.24036458065173152,0.018377402831825984
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,18.0,26.471928970377025,23.31917850693963,7.7489167130652135,1.916053524338161,0.27306637290186386,0.022127742266398676
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,19.0,26.471928970377025,23.31917850693963,7.7489167130652135,1.916053524338161,0.27306637290186386,0.022127742266398676
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,20.0,26.471928970377025,23.31917850693963,7.7489167130652135,1.916053524338161,0.27306637290186386,0.022127742266398676
legacy_cardy,cardy,cardy,0.01,4.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,5.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,6.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,7.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,8.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,9.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,10.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,11.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,12.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,13.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,14.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,15.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,16.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,17.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,18.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,19.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
legacy_cardy,cardy,cardy,0.01,20.0,6.133707406236226,0.3943027583836226,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,4.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,5.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,6.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,7.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,8.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,9.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,10.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,11.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,12.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,13.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,14.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,15.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,16.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,17.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,18.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,19.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_1d,fp_1d,fp_1d,0.01,20.0,5.876185226714984,0.38827511623878097,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,4.0,5.74188361593941,0.3850724535549269,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,5.0,5.74188361593941,0.3850724535549269,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,6.0,5.74188361593941,0.3850724535549269,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,7.0,5.743566098765972,0.3851683150247479,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,8.0,5.745299881520022,0.38526753222927035,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,9.0,5.747088174201521,0.38537031923230036,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,10.0,5.748934497291857,0.38547691086394664,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,11.0,5.750842723093634,0.3855875654870811,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,12.0,5.752817124184272,0.3857025682399265,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,13.0,5.753542481138061,0.385719866180649,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,14.0,5.754277193460828,0.3857375292799825,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,15.0,5.75502150439109,0.38575556941517036,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,16.0,5.755775666762147,0.3857739989924791,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,17.0,5.756539943512984,0.3857928309774365,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,18.0,5.757314608233647,0.38581207892719765,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,19.0,5.757314608233647,0.38581207892719765,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
first_principles_fp_2d,fp_2d,fp_2d,0.01,20.0,5.757314608233647,0.38581207892719765,0.08446071282223085,0.028047014794062436,0.011431176378737024,0.005164668254588233
