gate,verdict,required_windows_pass,tol_C0,tol_C1,tol_C2,D_sep,eps,a,A,tau_samples,z_points,R_min,R_max,R_count,max_required_rel_C0_sup,max_required_rel_C1_sup,max_required_rel_C2_sup,max_required_rel_C012_max,analytic_extension_required_windows_pass,max_extension_required_rel_C0_sup,max_extension_required_rel_C1_sup,max_extension_required_rel_C2_sup,max_extension_required_rel_C012_max
D3,D3_PROJECTED_CONFORMAL_C2_BRIDGE_FAILED_DIAGNOSTIC_ONLY,False,0.05,0.1,0.2,10.0,0.2,1.0,15.947599366191568,1200,801,0.1,30.0,180,0.3299171869876872,0.870656122415794,1.001809537624721,1.001809537624721,False,0.07822571072588154,0.12477935239767864,0.212569546994096,0.212569546994096
