candidate,t_coh_mode_active,D,eta,t_coh_profile,t_coh_candidate,R3_profile,R3_candidate,delta_R3,winner_profile,winner_candidate,mu_mumu_profile,mu_mumu_candidate,delta_mu_mumu,chi2_profile,chi2_candidate,accept_profile,accept_candidate
uniform_dephasing_profile,dephasing_profile,4.0,2.1,1.0,40.56922330848882,0.9555288955381108,0.9845435488290927,0.02901465329098185,2,2,1.6088894428421951,5.329736744139256,3.72084730129706,0.2727174958182672,96.51769298898871,True,False
uniform_dephasing_profile,dephasing_profile,4.0,2.29,1.0,40.56922330848882,0.9560248974105359,0.9848304918019137,0.028805594391377864,2,2,1.6314170535013703,5.333547635688648,3.7021305821872774,0.3347115790703509,96.70498126394843,True,False
uniform_dephasing_profile,dephasing_profile,4.0,2.4800000000000004,1.0,40.56922330848882,0.9565107628520486,0.9850870878617735,0.028576325009724846,2,2,1.6540656466906847,5.335269568541736,3.681203921851051,0.4034334551772241,96.78966610681663,True,False
uniform_dephasing_profile,dephasing_profile,4.0,2.6700000000000004,1.0,40.56922330848882,0.9569867043887492,0.9853178324847305,0.02833112809598126,2,2,1.6768318387903371,5.3358980136337415,3.6590661748434044,0.4789741685502454,96.8205823357877,True,False
uniform_dephasing_profile,dephasing_profile,4.0,2.8600000000000003,1.0,40.56922330848882,0.9574529305196859,0.9855261966867042,0.028073266167018218,2,2,1.6997121931301706,5.335961861143742,3.636249668013572,0.5614212419431047,96.82372357736318,True,False
uniform_dephasing_profile,dephasing_profile,4.0,3.0500000000000003,1.0,40.56922330848882,0.9579096457674358,0.9857149668055943,0.02780532103815858,2,2,1.7227032221134952,5.3357414619881585,3.613038239874663,0.6508585597651995,96.81288034757928,True,False
uniform_dephasing_profile,dephasing_profile,4.0,3.24,1.0,40.56922330848882,0.958357050729376,0.9858864432873039,0.027529392557927856,2,2,1.7458013893875781,5.3353850062968755,3.589583616909297,0.7473662556398718,96.7953446736641,True,False
uniform_dephasing_profile,dephasing_profile,4.0,3.43,1.0,40.56922330848882,0.9587953421295603,0.9860425636707871,0.02724722154122683,2,2,1.7690031120580287,5.334970476212759,3.5659673641547305,0.8510206044281886,96.77495405416295,True,False
uniform_dephasing_profile,dephasing_profile,4.0,3.62,1.0,40.56922330848882,0.9592247128711199,0.9861849832374834,0.026960270366363503,2,2,1.7923047629441418,5.33453858103462,3.542233818090478,0.9618939189291208,96.75371153531198,True,False
uniform_dephasing_profile,dephasing_profile,4.0,3.81,1.0,40.56922330848882,0.9596453520891124,0.9863151309316619,0.026669778842549507,2,2,1.8157026728722365,5.334110254618586,3.518407581746349,1.080054451457011,96.73264684684446,True,False
uniform_dephasing_profile,dephasing_profile,4.0,4.0,1.0,40.56922330848882,0.9600574452037441,0.9864342500876384,0.026376804883894267,2,2,1.8391931330039717,5.333695948856076,3.4945028158521043,1.2055663004865278,96.71227386279189,True,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,0.2,1.0,52.43027226978281,0.9625817978953308,0.9703635417422418,0.007781743846910993,2,2,2.5223062115347745,3.350058189860164,0.8277519783253893,7.872320202809614,23.767043399004365,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,0.39,1.0,52.43027226978281,0.9627594062616456,0.9752278692761592,0.012468463014513653,2,2,2.536892395904402,4.1808964972996,1.6440041013951983,8.078276999157824,48.33365830433241,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,0.5800000000000001,1.0,52.43027226978281,0.9629355494134709,0.9784302508091323,0.015494701395661337,2,2,2.551512307661341,4.974555954154028,2.423043646492687,8.28737871684717,79.85906418361259,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,0.77,1.0,52.43027226978281,0.9631102393559182,0.9805809338053885,0.017470694449470248,2,2,2.56616556280034,5.680264131957013,3.1140985691566727,8.49963824913396,114.50413149573575,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,0.96,1.0,52.43027226978281,0.9632834880088259,0.9820638330061598,0.018780344997333942,2,2,2.580851774337453,6.270529616440259,3.689677842102806,8.715068205974442,148.26286715388557,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,1.15,1.0,52.43027226978281,0.9634553072071068,0.9831186557213388,0.019663348514232015,2,2,2.5955705523503116,6.740083571680299,4.144513019329987,8.933680910295182,178.2280784533114,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,1.34,1.0,52.43027226978281,0.9636257087010942,0.9838950207478341,0.020269312046739874,2,2,2.610321504018595,7.099025932669634,4.4887044286510385,9.155488394311465,202.99310363275623,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,1.53,1.0,52.43027226978281,0.9637947041568935,0.9844867875734883,0.020692083416594786,2,2,2.62510423366537,7.365064150650752,4.739959916985382,9.380502395905085,222.38743950861735,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,1.72,1.0,52.43027226978281,0.9639623051567385,0.9849533730064018,0.020991067849663314,2,2,2.639918342798693,7.557639245032363,4.91772090223367,9.60873435505411,236.97825669976712,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,1.91,1.0,52.43027226978281,0.9641285231993469,0.985332851063244,0.021204327863897032,2,2,2.654763430153915,7.694549891247456,5.039786461093541,9.84019541032262,247.63348958377102,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,2.1,1.0,52.43027226978281,0.9642933697002849,0.9856499801828466,0.021356610482561655,2,2,2.6696390917364288,7.790547330770856,5.120908239034428,10.07489639540815,255.24434491764066,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,2.29,1.0,52.43027226978281,0.9644568559923298,0.985921133487156,0.021464277494826267,2,2,2.684544920864887,7.857123783385625,5.172578862520739,10.312847835748617,260.5902972122769,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,2.4800000000000004,1.0,52.43027226978281,0.9646189933258382,0.986157344752951,0.0215383514271128,2,2,2.6994805082150073,7.902874614426609,5.203394106211602,10.554059945192085,264.29611406846266,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,2.6700000000000004,1.0,52.43027226978281,0.9647797928691153,0.9863662057323892,0.021586412863273896,2,2,2.714445441863734,7.934052482580593,5.219607040716859,10.79854262272717,266.8365115319851,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,2.8600000000000003,1.0,52.43027226978281,0.9649392657087896,0.98655305940181,0.02161379369302041,2,2,2.729439307333992,7.95511903408348,5.225679726749488,11.04630544927928,268.55990969377206,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,3.0500000000000003,1.0,52.43027226978281,0.9650974228501867,0.9867217582739765,0.02162433542378972,2,2,2.7444616876398125,7.969215066242417,5.224753378602605,11.297357684570581,269.7161661659148,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,3.24,1.0,52.43027226978281,0.9652542752177097,0.9868751515785729,0.021620876360863184,2,2,2.7595121633319617,7.978530369048239,5.219018205716278,11.551708264047193,270.4816363530623,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,3.43,1.0,52.43027226978281,0.9654098336552176,0.9870154017783157,0.021605568123098107,2,2,2.774590312544,7.9845811621833205,5.20999084963932,11.809365795873822,270.97943175862156,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,3.62,1.0,52.43027226978281,0.9655641089264101,0.9871441925962912,0.021580083669881067,2,2,2.7896957110387506,7.988412014355567,5.198716303316816,12.070338557996866,271.2948304431548,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,3.81,1.0,52.43027226978281,0.9657171117152117,0.9872628673998282,0.021545755684616474,2,2,2.8048279322552188,7.9907398773543346,5.185911945099116,12.33463449527796,271.48657581842883,False,False
uniform_dephasing_profile,dephasing_profile,4.271186440677966,4.0,1.0,52.43027226978281,0.9658688526261598,0.9873725224421488,0.021503669815988946,2,2,2.819986547355905,7.992055430586716,5.172068883230811,12.602261216698404,271.59496749954883,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,0.2,1.0,64.2913212310768,0.972381862853593,0.975420147700396,0.003038284846803019,2,2,4.6654487551328465,5.361944046272201,0.696495291139354,66.6447223274916,98.10625391119835,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,0.39,1.0,64.2913212310768,0.9724326425486394,0.9777763940660487,0.00534375151740929,2,2,4.675711186445812,6.048399707610151,1.3726885211643385,67.06427360628895,135.04762401068837,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,0.5800000000000001,1.0,64.2913212310768,0.9724832530868256,0.9796793485816117,0.007196095494786059,2,2,4.685980637277124,6.733350770743225,2.047370133466101,67.48542967850108,177.77894027367094,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,0.77,1.0,64.2913212310768,0.9725336950235844,0.9812191937793213,0.008685498755736876,2,2,4.696257055079299,7.401953511736865,2.7056964566575665,67.9081910822503,225.14653723156553,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,0.96,1.0,64.2913212310768,0.9725839689127542,0.9824688832950027,0.009884914382248478,2,2,4.706540387189095,8.041043860990301,3.334503473801206,68.33255832570381,275.64664727248106,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,1.15,1.0,64.2913212310768,0.9726340753065827,0.9834870689575708,0.010852993650988019,2,2,4.716830580828594,8.639968876960088,3.9231382961314942,68.75853188699841,327.6071833709419,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,1.34,1.0,64.2913212310768,0.9726840147557296,0.984320670270759,0.011636655515029348,2,2,4.727127583106441,9.19103864540789,4.463911062301449,69.18611221417316,379.37676983899496,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,1.53,1.0,64.2913212310768,0.97273378780927,0.9850070743203676,0.012273286511097603,2,2,4.737431341018698,9.689601448392132,4.952170107373434,69.61529972508664,429.4843260824057,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,1.72,1.0,64.2913212310768,0.9727833950146964,0.9855759835359503,0.012792588521253978,2,2,4.747741801449847,10.133810046728714,5.386068245278866,70.04609480734169,476.74648707712134,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,1.91,1.0,64.2913212310768,0.9728328369179231,0.986050944524301,0.013218107606377871,2,2,4.75805891117406,10.524181217927913,5.766122306753853,70.47849781822197,520.316768109928,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,2.1,1.0,64.2913212310768,0.9728821140632876,0.9864505979509185,0.013568483887630878,2,2,4.76838261685604,10.863054905447777,6.094672288591737,70.91250908461215,559.6838008969952,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,2.29,1.0,64.2913212310768,0.9729312269935547,0.986789690547512,0.013858463553957256,2,2,4.778712865052186,11.154042287826874,6.375329422774688,71.34812890293219,594.6333809544681,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,2.4800000000000004,1.0,64.2913212310768,0.972980176249919,0.9870798881359778,0.014099711886058852,2,2,4.789049602211615,11.401525000363275,6.61247539815166,71.78535753906692,625.1906395805725,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,2.6700000000000004,1.0,64.2913212310768,0.9730289623720076,0.9873304246726693,0.01430146230066165,2,2,4.799392774677205,11.610239990670236,6.8108472159930304,72.22419522829742,651.5562541692607,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,2.8600000000000003,1.0,64.2913212310768,0.9730775858978842,0.9875486177524029,0.014471031854518701,2,2,4.80974232868671,11.784961722000654,6.975219393313944,72.66464217523666,674.0464372963673,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,3.0500000000000003,1.0,64.2913212310768,0.9731260473640512,0.9877402763905876,0.014614229026536418,2,2,4.820098210373803,11.930277776106118,7.110179565732316,73.10669855376305,693.042187762215,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,3.24,1.0,64.2913212310768,0.9731743473054519,0.987910022574041,0.014735675268589099,2,2,4.830460365769145,12.05044504505407,7.219984679284925,73.55036450695611,708.94987286073,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,3.43,1.0,64.2913212310768,0.9732224862554755,0.9880615442092571,0.014839057953781598,2,2,4.840828740801451,12.149310134820173,7.308481394018721,73.99564014703314,722.1729273409229,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,3.62,1.0,64.2913212310768,0.9732704647459587,0.9881977937629879,0.0149273290170292,2,2,4.851203281298584,12.230277546287958,7.379074264989374,74.44252555528823,733.0931983101817,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,3.81,1.0,64.2913212310768,0.9733182833071881,0.9883211440800723,0.015002860772884263,2,2,4.861583932988701,12.296311094734616,7.434727161745915,74.89102078203452,742.0599717077292,False,False
uniform_dephasing_profile,dephasing_profile,4.5423728813559325,4.0,1.0,64.2913212310768,0.9733659424679064,0.9884335105376608,0.0150675680697544,2,2,4.871970641501151,12.349956740320868,7.477986098819717,75.34112584653695,749.384703843115,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,0.2,1.0,76.15237019237074,0.9800746052723616,0.9811786368796377,0.0011040316072761236,2,2,9.02527490868345,9.650575022559817,0.6253001138763672,363.40510895623356,425.44992626804947,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,0.39,1.0,76.15237019237074,0.9800893428458743,0.9821311639920143,0.0020418211461399327,2,2,9.033133287798313,10.2569569640174,1.2238236762190873,364.1545236830916,490.28554164035194,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,0.5800000000000001,1.0,76.15237019237074,0.9801040596957699,0.9829865620295108,0.0028825023337409883,2,2,9.040993062425425,10.86388072051716,1.8228876580917355,364.90484362520914,559.7814893261025,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,0.77,1.0,76.15237019237074,0.9801187558503908,0.9837547184711108,0.003635962620720079,2,2,9.048854224352047,11.467604863666809,2.418750639314762,365.6560684086758,633.4791730682973,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,0.96,1.0,76.15237019237074,0.9801334313380454,0.9844445992514267,0.004311167913381264,2,2,9.056716765360735,12.064489504033055,3.0077727386723208,366.4081976559759,710.8208523851948,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,1.15,1.0,76.15237019237074,0.9801480861870073,0.9850643180762884,0.004916231889281031,2,2,9.064580677229493,12.651075772822436,3.5864950955929427,367.1612309859981,791.1669127861996,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,1.34,1.0,76.15237019237074,0.9801627204255178,0.9856212033930241,0.005458482967506284,2,2,9.072445951731687,13.22415622743723,4.151710275705543,367.9151680140246,873.8166905677664,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,1.53,1.0,76.15237019237074,0.9801773340817826,0.9861218625279699,0.005944528446187203,2,2,9.080312580635788,13.780833532656576,4.7005209520207885,368.6700083517021,958.0314935209593,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,1.72,1.0,76.15237019237074,0.9801919271839752,0.9865722426460866,0.0063803154621113745,2,2,9.088180555706042,14.318565624435843,5.230385068729801,369.4257516071029,1043.0583612053465,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,1.91,1.0,76.15237019237074,0.9802064997602349,0.9869776883060845,0.006771188545849571,2,2,9.096049868702083,14.83519647359258,5.739146604890497,370.18239738468344,1128.1531517752153,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,2.1,1.0,76.15237019237074,0.9802210518386673,0.9873429954820364,0.007121943643369155,2,2,9.103920511378982,15.32897244759555,6.225051936216568,370.9399452852862,1212.6017090367247,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,2.29,1.0,76.15237019237074,0.9802355834473447,0.9876724620018639,0.007436878554519133,2,2,9.111792475487505,15.798545049144181,6.686752573656676,371.69839490616044,1295.738122076465,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,2.4800000000000004,1.0,76.15237019237074,0.9802500946143055,0.987969934416803,0.0077198398024975745,2,2,9.11966575277387,16.24296143890426,7.12329568613039,372.4577458409358,1376.9594017299926,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,2.6700000000000004,1.0,76.15237019237074,0.9802645853675543,0.9882388513662519,0.00797426599869755,2,2,9.127540334979763,16.661644598044546,7.534104263064783,373.21799767961954,1455.7362239813892,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,2.8600000000000003,1.0,76.15237019237074,0.9802790557350629,0.9884822835413036,0.00820322780624072,2,2,9.135416213842962,17.054365247531,7.918949033688037,373.9791500086536,1531.6196956444142,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,3.0500000000000003,1.0,76.15237019237074,0.980293505744769,0.9887029703795278,0.008409464634758779,2,2,9.143293381096363,17.42120772754927,8.277914346452906,374.74120241081704,1604.244356558028,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,3.24,1.0,76.15237019237074,0.9803079354245768,0.9889033536447466,0.008595418220169737,2,2,9.151171828468904,17.762531977588804,8.6113601491199,375.5041544653122,1673.3278294851011,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,3.43,1.0,76.15237019237074,0.9803223448023578,0.9890856080600148,0.008763263257656972,2,2,9.159051547685108,18.078933579245227,8.91988203156012,376.2680057477166,1738.6676583804626,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,3.62,1.0,76.15237019237074,0.980336733905949,0.9892516691708888,0.008914935264939805,2,2,9.16693253046538,18.371203566009694,9.204271035544314,377.0327558300083,1800.135940493376,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,3.81,1.0,76.15237019237074,0.9803511027631547,0.9894032586204397,0.009052155857284916,2,2,9.174814768525943,18.640289401992284,9.465474633466341,377.7984042805569,1857.6723666527969,False,False
uniform_dephasing_profile,dephasing_profile,4.813559322033898,4.0,1.0,76.15237019237074,0.9803654514017458,0.9895419070181087,0.009176455616362933,2,2,9.182698253578732,18.887258214908435,9.704559961329704,378.56495066410895,1911.2762492180163,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,0.2,1.0,91.84775685584577,0.9855825820826576,0.9859656119897205,0.0003830299070629595,2,2,17.144144416171184,17.686714690630314,0.5425702744591305,1549.2380212328387,1657.8567213374579,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,0.39,1.0,91.84775685584577,0.9855866969572187,0.9863142325592493,0.0007275356020306489,2,2,17.14981340552694,18.208157469141824,1.0583440636148858,1550.3538894307248,1765.7134844216755,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,0.5800000000000001,1.0,91.84775685584577,0.9855908094777153,0.9866449214146499,0.0010541119369346097,2,2,17.155482532920225,18.72904034844331,1.5735578155230847,1551.470186532214,1876.8477462373512,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,0.77,1.0,91.84775685584577,0.9855949196454289,0.986958568420401,0.0013636487749720816,2,2,17.16115179725786,19.248516948599548,2.087365151341686,1552.5869123512794,1991.059732902783,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,0.96,1.0,91.84775685584577,0.9855990274616391,0.9872560247964031,0.0016569973347639877,2,2,17.166821197446506,19.765749590734615,2.5989283932881087,1553.7040667015526,2108.1297376848042,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,1.15,1.0,91.84775685584577,0.9856031329276271,0.9875381043628587,0.0019349714352315805,2,2,17.17249073239654,20.279914338613253,3.107423606216713,1554.8216493970922,2227.819783958589,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,1.34,1.0,91.84775685584577,0.9856072360446729,0.9878055847744579,0.0021983487297849713,2,2,17.178160401015482,20.790205863290076,3.612045462274594,1555.9396602510812,2349.875521379806,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,1.53,1.0,91.84775685584577,0.9856113368140544,0.9880592087417036,0.00244787192764917,2,2,17.183830202210352,21.295842073539628,4.112011871329276,1557.0580990762978,2474.0283238451857,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,1.72,1.0,91.84775685584577,0.9856154352370501,0.9882996852373898,0.002684250000339672,2,2,17.189500134889084,21.796068459657977,4.606568324768894,1558.1769656853896,2599.9975538190934,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,1.91,1.0,91.84775685584577,0.9856195313149388,0.9885276906864695,0.002908159371530661,2,2,17.195170197959396,22.290162104051433,5.094991906092037,1559.2962598906536,2727.492954584666,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,2.1,1.0,91.84775685584577,0.9856236250489971,0.9887438701377215,0.003120245088724327,2,2,17.200840390328636,22.777435318620427,5.57659492829179,1560.415981504005,2856.2171300112504,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,2.29,1.0,91.84775685584577,0.9856277164405018,0.9889488384157892,0.0033211219752873333,2,2,17.20651071090527,23.25723887612339,6.050728165218121,1561.5361303372688,2985.8680705494985,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,2.4800000000000004,1.0,91.84775685584577,0.9856318054907285,0.9891431812523277,0.0035113757615992114,2,2,17.21218115859547,23.728964810257853,6.516783651662383,1562.65670620151,3116.1416843608345,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,2.6700000000000004,1.0,91.84775685584577,0.9856358922009532,0.9893274563951403,0.003691564194187147,2,2,17.217851732306972,24.19204876693093,6.974197034623959,1563.7777089077915,3246.7342937134863,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,2.8600000000000003,1.0,91.84775685584577,0.9856399765724505,0.9895021946943129,0.003862218121862382,2,2,17.223522430947078,24.645971896905394,7.422449465958316,1564.899138266783,3377.345058948221,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,3.0500000000000003,1.0,91.84775685584577,0.9856440586064952,0.9896679011644909,0.004023842557995705,2,2,17.229193253422636,25.090262287520336,7.861069034097699,1566.0209940887544,3507.6782953219263,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,3.24,1.0,91.84775685584577,0.9856481383043598,0.9898250560225563,0.0041769177181965045,2,2,17.23486419864093,25.52449593832705,8.289631739686119,1567.1432761837514,3637.4456517397393,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,3.43,1.0,91.84775685584577,0.9856522156673183,0.9899741157000685,0.004321900032750237,2,2,17.240535265508505,25.948297292107327,8.707762026598822,1568.265984361366,3766.3681246355245,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,3.62,1.0,91.84775685584577,0.9856562906966432,0.9901155138299503,0.004459223133307155,2,2,17.246206452932412,26.361339338730357,9.115132885797944,1569.3891184309803,3894.177884895298,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,3.81,1.0,91.84775685584577,0.985660363393606,0.9902496622069803,0.004589298813374332,2,2,17.25187775981956,26.76334331456529,9.51146555474573,1570.512678201637,4020.6199005781486,False,False
uniform_dephasing_profile,dephasing_profile,5.084745762711864,4.0,1.0,91.84775685584577,0.9856644337594779,0.9903769517217627,0.004712517962284779,2,2,17.257549185076325,27.154078024630703,9.896528839554378,1571.6366634819672,4145.453343117288,False,False
uniform_dephasing_profile,dephasing_profile,5.3559322033898304,0.2,1.0,115.97868646411912,0.9886756691654481,0.9888255970452653,0.00014992787981715772,2,2,26.99630146831085,27.40893930236843,0.4126378340575805,4094.816555354076,4227.905772714283,False,False
uniform_dephasing_profile,dephasing_profile,5.3559322033898304,0.39,1.0,115.97868646411912,0.9886769255122494,0.9889653088631469,0.0002883833508975364,2,2,26.99971367789014,27.80366532839917,0.8039516505090312,4095.9083774372216,4357.209642338178,False,False
uniform_dephasing_profile,dephasing_profile,5.3559322033898304,0.5800000000000001,1.0,115.97868646411912,0.9886781815635561,0.9891012447977682,0.00042306323421203995,2,2,27.003125849472788,28.197496845587466,1.194370996114678,4097.000332899635,4488.161482432939,False,False
uniform_dephasing_profile,dephasing_profile,5.3559322033898304,0.77,1.0,115.97868646411912,0.9886794373194328,0.9892334996167548,0.0005540622973220222,2,2,27.006537982939854,28.590247131423897,1.5837091484840435,4098.092421698383,4620.68461917441,False,False
uniform_dephasing_profile,dephasing_profile,5.3559322033898304,0.96,1.0,115.97868646411912,0.9886806927799419,0.9893621661278775,0.0006814733479356683,2,2,27.009950078157587,28.981731024413513,1.971780946255926,4099.184643785773,4754.6992893943425,False,False
uniform_dephasing_profile,dephasing_profile,5.3559322033898304,1.15,1.0,115.97868646411912,0.9886819479451477,0.9894873352052265,0.0008053872600787271,2,2,27.013362135009327,29.371765254899053,2.3584031198897257,4100.27699911956,4890.122821719862,False,False
uniform_dephasing_profile,dephasing_profile,5.3559322033898304,1.34,1.0,115.97868646411912,0.9886832028151148,0.9896090958153801,0.0009258930002653543,2,2,27.016774153374254,29.76016876956618,2.743394616191928,4101.369487656144,5026.869828989232,False,False
uniform_dephasing_profile,dephasing_profile,5.3559322033898304,1.53,1.0,115.97868646411912,0.988684457389907,0.9897275350435762,0.0010430776536692887,2,2,27.020186133132086,30.146763048460876,3.1265769153287906,4102.4621093520855,5164.852411027224,False,False
