case,f_R3_gt_0p90,f_R3_gt_0p95,f_hmumu_chi2_le_4,best_chi2
constant_tcoh_1,0.9833333333333333,0.21666666666666667,0.08333333333333333,0.05096938662124546
dephasing_pi_over_deltaomega,0.9833333333333333,0.21666666666666667,0.08333333333333333,0.05097079268684378
dephasing_capped_1e4,0.9833333333333333,0.21666666666666667,0.08333333333333333,0.05097079268684378
