row_type,case,t_coh_mode_active,n_points,t_coh_min,t_coh_max,f_R3_ge_0p90,f_R3_ge_0p95,f_hmumu_chi2_le_4,best_chi2,best_D,best_eta,winner_gt_3_fraction,acceptance_mismatch,winner_mismatch,max_abs_delta_mu_mumu,p95_abs_delta_mu_mumu,max_abs_delta_R3,p95_abs_delta_R3
case,input_const_tcoh_1,input,1260,1.0,1.0,0.926984126984127,0.9253968253968254,0.15,0.0005096471648422107,4.0,0.2,0.0,,,,,,
case,uniform_dephasing_profile,dephasing_profile,1260,40.56922330848882,3471741.473409804,1.0,1.0,0.13333333333333333,0.001384853495648418,9.423728813559322,4.0,0.0,,,,,,
case,uniform_dephasing_capped_1e4,dephasing_profile_capped,1260,40.56922330848882,10000.0,1.0,1.0,0.13333333333333333,0.001384853495648418,9.423728813559322,4.0,0.0,,,,,,
case,prolate_dephasing_profile,dephasing_profile,1260,40.57524634454485,3538420.644161709,1.0,1.0,0.13333333333333333,0.0013848336327651346,9.423728813559322,4.0,0.0,,,,,,
case,prolate_dephasing_capped_1e4,dephasing_profile_capped,1260,40.57524634454485,10000.0,1.0,1.0,0.13333333333333333,0.0013848336327651346,9.423728813559322,4.0,0.0,,,,,,
delta,uniform_dephasing_profile_minus_input,dephasing_profile-vs-input,1260,40.56922330848882,3471741.473409804,,,,,,,,0.016666666666666666,0.005555555555555556,9.896528839554378,4.955027482200757,0.9625290059492784,0.9624519180893486
delta,uniform_dephasing_capped_1e4_minus_input,dephasing_profile_capped-vs-input,1260,40.56922330848882,10000.0,,,,,,,,0.016666666666666666,0.005555555555555556,9.896528839554378,4.955027482200757,0.9627528973933024,0.9624600103879767
delta,prolate_dephasing_profile_minus_input,dephasing_profile-vs-input,1260,40.57524634454485,3538420.644161709,,,,,,,,0.016666666666666666,0.005555555555555556,9.905090752485865,4.957885110731595,0.9625289302041704,0.9624518599609743
delta,prolate_dephasing_capped_1e4_minus_input,dephasing_profile_capped-vs-input,1260,40.57524634454485,10000.0,,,,,,,,0.016666666666666666,0.005555555555555556,9.905090752485865,4.957885110731595,0.9627528973933024,0.9624600103879767
