D_min,D_max,primary_config,primary_max_negative_sturm_count,primary_min_E3,primary_min_E4,primary_worst_E4_D,primary_all_E3_positive,primary_all_E4_positive,all_configs_max_negative_sturm_count,all_configs_min_E3,all_configs_min_E4,all_configs_worst_E4_config,all_configs_worst_E4_D,box80_grid_max_abs_E3_shift_vs_primary,box80_grid_max_abs_E4_shift_vs_primary,single_track_max_bound_count,single_track_supports_N4_bound_max,forced_gamma_N4_over_N3_l1_min,forced_gamma_N4_over_N3_l1_max,forced_gamma_N4_over_N2_l1_min,forced_gamma_N4_over_N2_l1_max,theorem_status,remaining_scope
4.0,20.0,primary_box80_dz002,2.0,0.005636667361514087,0.005637926145822842,4.0,1.0,1.0,2.0,0.004169814829705277,0.004170116679277291,box100_dz002,4.0,9.440758091949775e-09,1.0052828387438484e-08,3.0,0.0,1.000003628710827,1.0000125286160488,3.087290163141321,4214106.375695965,mode_resolved_no_fourth_bound_layer_closed_on_audited_domain,continuum_tail_bound_if_extending_beyond_the_current_finite_volume_Sturm_certificate
