config,zmax,Nz,dz,D,n_negative_sturm,E1,E2,E3,E4,E5,E6,E3_positive,E4_positive,supports_N4_bound
box60_dz002,60.0,6001.0,0.020000000000003126,4.0,2.0,-0.5050527899599807,-0.390097296096395,0.008417967712868044,0.008424526629014807,0.01899339757449508,0.01904791733257124,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,5.0,2.0,-0.4873675878294317,-0.4326184741692864,0.008445334986423766,0.00845016031421341,0.019130990344900428,0.019170779200035973,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,6.0,2.0,-0.4794374275190219,-0.45294840099243544,0.008477128086711028,0.008481002114928327,0.01928390683572794,0.019315669378182236,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,7.0,2.0,-0.4763409210063844,-0.46342458054762,0.008513223355611336,0.008516491204753784,0.01945118316692823,0.019477921315724806,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,8.0,2.0,-0.4755620530176705,-0.4692386181956898,0.008553520917148956,0.008556367134207151,0.019632075205842717,0.019655414325405726,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,9.0,2.0,-0.4758263322482752,-0.4727234393797206,0.008597940972362477,0.0086004768945586,0.019826009340862975,0.019846943707049043,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,10.0,2.0,-0.4765080534856576,-0.4749831609587549,0.008646421262341684,0.008648719899211132,0.02003254831370724,0.020051742428732654,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,11.0,2.0,-0.47731310003048955,-0.476562865687866,0.008698915200078861,0.008701027478121588,0.0202513662853885,0.020269296992468,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,12.0,2.0,-0.4781115780405185,-0.47774214229954426,0.008755390458510249,0.008757353645363238,0.02048223001926752,0.020499261714580438,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,13.0,2.0,-0.478852189606484,-0.47867013640953615,0.008815827855926328,0.008817670311454206,0.020724984284676805,0.02074141277707425,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,14.0,2.0,-0.4795197351063393,-0.479429966049164,0.008880220477007993,0.008881964501589991,0.020979540209703697,0.020995620865610118,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,15.0,2.0,-0.4801146044445137,-0.4800703163786564,0.00894857296537415,0.008950236616658107,0.02124586566334863,0.021261833531535095,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,16.0,2.0,-0.4806431713996068,-0.4806213114655622,0.009020900961057648,0.00902249925754553,0.021523976913569318,0.02154006317372846,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,17.0,2.0,-0.4811134706914273,-0.48110267653026895,0.009097230668905238,0.009098776415854413,0.021813930800532073,0.0218303785081577,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,18.0,2.0,-0.4815333770064131,-0.4815280450452528,0.009177598504029424,0.009179102895350656,0.022115816596518574,0.022132898354173584,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,19.0,2.0,-0.4819099360238456,-0.4819073013535271,0.009262050848284397,0.009263523919053478,0.022429746249002992,0.022447787030769564,1.0,1.0,0.0
box60_dz002,60.0,6001.0,0.020000000000003126,20.0,2.0,-0.48224920366343604,-0.4822479014185075,0.009350643878038592,0.009352094849681806,0.022755840878358448,0.02277525091406888,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,4.0,2.0,-0.5050527899604876,-0.3900972960948781,0.005636667361514087,0.005637926145822842,0.011839913414314566,0.011853098168031841,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,5.0,2.0,-0.48736758782856104,-0.43261847416880594,0.005645036707203628,0.0056459649719377385,0.011882595614831713,0.011892212630458626,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,6.0,2.0,-0.4794374275187293,-0.45294840099225475,0.005654949939259288,0.005655696403568085,0.011931079016909492,0.011938733837897612,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,7.0,2.0,-0.4763409210049378,-0.46342458054643554,0.0056663783197056835,0.00566700826454413,0.011985048620619203,0.011991453803633843,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,8.0,2.0,-0.47556205301766946,-0.4692386181948583,0.005679296812139627,0.005679845002577942,0.012044239525977702,0.012049777761242627,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,9.0,2.0,-0.4758263322478788,-0.4727234393793163,0.005693683569649919,0.005694170891217874,0.012108427674165222,0.012113330621538843,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,10.0,2.0,-0.4765080534854851,-0.4749831609579057,0.005709519606874885,0.005709959698612432,0.012177423258124626,0.012181843265914039,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,11.0,2.0,-0.4773131000301454,-0.47656286568862405,0.005726788566197152,0.005727190894758158,0.012251065736113644,0.012255109344943855,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,12.0,2.0,-0.4781115780409928,-0.47774214230038803,0.0057454765562205985,0.005745848002109758,0.01232921992034771,0.012332965305447707,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,13.0,2.0,-0.4788521896061333,-0.47867013640811784,0.005765572014613399,0.005765917771478473,0.012411772806463932,0.012415279652149967,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,14.0,2.0,-0.4795197351058492,-0.47942996604802435,0.005787065602374792,0.0057873897060265874,0.012498630986289182,0.012501946448561042,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,15.0,2.0,-0.4801146044435384,-0.4800703163786969,0.00580995011544889,0.005810255783608547,0.012589718488036536,0.012592881002461587,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,16.0,2.0,-0.48064317139831114,-0.48062131146524123,0.0058342204122124345,0.005834510263207545,0.012684974958669439,0.012688016796755922,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,17.0,2.0,-0.48111347069121324,-0.4811026765299854,0.005859873346411153,0.005860149556872541,0.012784354135566937,0.01278730319819901,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,18.0,2.0,-0.48153337700598453,-0.48152804504448543,0.005886907717810705,0.005887172117901834,0.012887822537318416,0.012890703677292465,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,19.0,2.0,-0.4819099360231235,-0.4819073013523879,0.005915324219351162,0.005915578377383882,0.012995358337999398,0.01299819439109174,1.0,1.0,0.0
primary_box80_dz002,80.0,8001.0,0.01999999999999602,20.0,2.0,-0.48224920366290336,-0.48224790141734075,0.005945125403411246,0.005945370681707314,0.013106950406210401,0.013109763036276492,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,4.0,2.0,-0.5050527899601568,-0.3900972960957704,0.004169814829705277,0.004170116679277291,0.008325792400959743,0.008329625959659952,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,5.0,2.0,-0.48736758782828693,-0.43261847416944205,0.0041731587432309635,0.00417338193048239,0.00834221415716083,0.008345019131266219,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,6.0,2.0,-0.47943742751890156,-0.45294840099232136,0.0041771709428688785,0.004177350864298496,0.008361229514630069,0.008363467221093778,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,7.0,2.0,-0.47634092100558656,-0.46342458054722013,0.00418184397235179,0.004181996115766695,0.008382732111869065,0.008384606180775678,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,8.0,2.0,-0.4755620530181514,-0.46923861819535645,0.004187171086291094,0.004187303678082786,0.00840662786546707,0.008408247210150977,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,9.0,2.0,-0.47582633224788917,-0.4727234393795542,0.004193146145424289,0.004193264115953365,0.008432833012947243,0.008434263326863147,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,10.0,2.0,-0.4765080534859719,-0.47498316095767834,0.004199763569353837,0.004199870128810676,0.008461272777443456,0.00846255710083954,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,11.0,2.0,-0.4773131000308147,-0.47656286568827244,0.00420701829766913,0.004207115670094909,0.008491880356190112,0.008493048647438384,1.0,1.0,0.0
box100_dz002,100.0,10001.0,0.01999999999999602,12.0,2.0,-0.4781115780400299,-0.47774214229991985,0.004214905772523104,0.004214995571134833,0.008524596117081507,0.008525670219979237,1.0,1.0,0.0
