D,algo,S_fine_rho4,S_fine_rho1,S_fine_rho2,rel_window_rho1,rel_window_rho2,S_mid_rho4,S_coarse_rho4,rel_mid,rel_coarse,Sz_grid_fine_rho4,rel_Szgrid,Sz_v3p1,rel_Szv3p1,omega1_est,C_star,Smin_used,DeltaE_pred,tcoh_geom,log10_tcoh_geom
6,dijkstra24,4.292275521661055,4.292275521661055,4.292275521661055,0.0,0.0,4.2888680478797365,4.282656663385512,-0.0007938618488311,-0.0022409694408015,4.296433425735588,-0.0009677571284188,4.2815845049986905,0.0024969766799844,0.721500223480184,1.829255651765622,4.292275521661055,0.025012830013380952,181.23977178401321,2.258253506646598
12,dijkstra24,8.517914193789343,8.517914193789343,8.517914193789343,0.0,0.0,8.514458914745989,8.508771756297998,-0.0004056484914902,-0.0010733188059127,8.521962141516434,-0.000475001843457,8.507335077563498,0.0012435288053652,0.7224184535018031,1.829255651765622,8.517914193789343,0.00036558744588992124,12415.87768865743,4.093977425611698
6,fmm,4.295840270917376,4.295840270917376,4.295840270917376,0.0,0.0,4.292214166996555,4.292642487872333,-0.0008440965427344,-0.0007443905833026,4.296433425735588,-0.0001380574908152,4.2815845049986905,0.0033295537906683,0.721500223480184,1.829255651765622,4.295840270917376,0.024923824282002516,181.88699904175573,2.2598016575779867
12,fmm,8.521138460915115,8.521138460915115,8.521138460915115,0.0,0.0,8.517628457865927,8.518147250184839,-0.0004119171476074,-0.0003510341656805,8.521962141516434,-9.665386769404208e-05,8.507335077563498,0.0016225272927147,0.7224184535018031,1.829255651765622,8.521138460915115,0.000364410592570815,12455.974401446243,4.095377707032602
