candidate,gamma_eta_mode_active,D,eta,eta_eff_baseline,eta_eff_candidate,R3_baseline,R3_candidate,delta_R3,winner_baseline,winner_candidate,mu_mumu_baseline,mu_mumu_candidate,delta_mu_mumu,chi2_baseline,chi2_candidate,accept_baseline,accept_candidate
eta_scaled_amp_profile,scaled_amp,4.0,2.1,2.1,2.455888733832873,0.9555288955381108,0.956449660001622,0.0009207644635111922,2,2,1.6088894428421951,1.6511849394292422,0.04229549658704701,0.2727174958182672,0.3943367112254506,True,True
eta_scaled_amp_profile,scaled_amp,4.0,2.29,2.29,2.678088190703466,0.9560248974105359,0.9570067478915039,0.000981850480967994,2,2,1.6314170535013703,1.6778035573456922,0.04638650384432186,0.3347115790703509,0.48234260296200837,True,True
eta_scaled_amp_profile,scaled_amp,4.0,2.4800000000000004,2.4800000000000004,2.9002876475740598,0.9565107628520486,0.9575505602412118,0.0010397973891631551,2,2,1.6540656466906847,1.7045781068411456,0.05051246015046096,0.4034334551772241,0.5797988947933523,True,True
eta_scaled_amp_profile,scaled_amp,4.0,2.6700000000000004,2.6700000000000004,3.122487104444653,0.9569867043887492,0.958081423372468,0.0010947189837188231,2,2,1.6768318387903371,1.7315029997491143,0.05467116095877711,0.4789741685502454,0.6868389927666332,True,True
eta_scaled_amp_profile,scaled_amp,4.0,2.8600000000000003,2.8600000000000003,3.344686561315246,0.9574529305196859,0.958599656285464,0.0011467257657780117,2,2,1.6997121931301706,1.758572557581527,0.05886036445135634,0.5614212419431047,0.8035892440659846,True,True
eta_scaled_amp_profile,scaled_amp,4.0,3.0500000000000003,3.0500000000000003,3.5668860181858393,0.9579096457674358,0.959105570772683,0.0011959250052472337,2,2,1.7227032221134952,1.7857810163994474,0.06307779428595217,0.6508585597651995,0.9301687038386924,True,True
eta_scaled_amp_profile,scaled_amp,4.0,3.24,3.24,3.7890854750564325,0.958357050729376,0.9595994715339963,0.0012424208046202256,2,2,1.7458013893875781,1.813122531785686,0.06732114239810794,0.7473662556398718,1.0666889141813454,True,True
eta_scaled_amp_profile,scaled_amp,4.0,3.43,3.43,4.011284931927025,0.9587953421295603,0.9600816562927922,0.001286314163231883,2,2,1.7690031120580287,1.8405911839103672,0.07158807185233851,0.8510206044281886,1.2132536958721196,True,True
eta_scaled_amp_profile,scaled_amp,4.0,3.62,3.62,4.233484388797619,0.9592247128711199,0.9605524159129321,0.0013277030418121782,2,2,1.7923047629441418,1.8681809826803135,0.07587621973617176,0.9618939189291208,1.3699589533969003,True,True
eta_scaled_amp_profile,scaled_amp,4.0,3.81,3.81,4.4556838456682115,0.9596453520891124,0.9610120345163289,0.0013666824272164924,2,2,1.8157026728722365,1.8958858729629877,0.0801832000907512,1.080054451457011,1.5368924937766528,True,True
eta_scaled_amp_profile,scaled_amp,4.0,4.0,4.0,4.677883302538805,0.9600574452037441,0.9614607896009593,0.0014033443972151227,2,2,1.8391931330039717,1.9236997398756481,0.08450660687167644,1.2055663004865278,1.7141338596613847,True,True
eta_scaled_amp_profile,scaled_amp,4.271186440677966,0.2,0.2,0.23007872349408737,0.9625817978953308,0.9626100130222466,2.8215126915753785e-05,2,2,2.5223062115347745,2.524613099695859,0.002306888161084597,7.872320202809614,7.904716400047052,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,0.39,0.39,0.4486535108134704,0.9627594062616456,0.9628139379079826,5.4531646337063755e-05,2,2,2.536892395904402,2.5414020466757714,0.0045096507713693335,8.078276999157824,8.142491450972749,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,0.5800000000000001,0.5800000000000001,0.6672282981328534,0.9629355494134709,0.963015928634414,8.037922094306094e-05,2,2,2.551512307661341,2.5582354721007046,0.006723164439363494,8.28737871684717,8.38443380520214,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,0.77,0.77,0.8858030854522363,0.9631102393559182,0.963216003428689,0.00010576407277074207,2,2,2.56616556280034,2.575112789601027,0.008947226800687158,8.49963824913396,8.630562926774424,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,0.96,0.96,1.1043778727716194,0.9632834880088259,0.963414180368889,0.00013069236006313378,2,2,2.580851774337453,2.592033407622679,0.011181633285226145,8.715068205974442,8.88089778055335,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,1.15,1.15,1.3229526600910022,0.9634553072071068,0.9636104773847243,0.00015517017761745855,2,2,2.5955705523503116,2.6089967295083096,0.013426177157997987,8.933680910295182,9.135456824761182,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,1.34,1.34,1.5415274474103853,0.9636257087010942,0.9638049122582403,0.00017920355714606817,2,2,2.610321504018595,2.6260021535800546,0.015680649561459425,9.155488394311465,9.394258003643325,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,1.53,1.53,1.7601022347297683,0.9637947041568935,0.9639975026245334,0.0002027984676399308,2,2,2.62510423366537,2.6430490732233443,0.017944839557974213,9.380502395905085,9.657318740258845,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,1.72,1.72,1.9786770220491512,0.9639623051567385,0.9641882659724704,0.00022596081573189597,2,2,2.639918342798693,2.6601368769720595,0.020218534173366276,9.60873435505411,9.924655929405597,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,1.91,1.91,2.197251809368534,0.9641285231993469,0.9643772196454181,0.0002486964460711727,2,2,2.654763430153915,2.6772649485947553,0.02250151844084014,9.84019541032262,10.19628593067977,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,2.1,2.1,2.4158265966879173,0.9642933697002849,0.9645643808419806,0.0002710111416956984,2,2,2.6696390917364288,2.6944326671821015,0.024793575445672733,10.07489639540815,10.472224561676057,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,2.29,2.29,2.6344013840073,0.9644568559923298,0.964749766616741,0.000292910624411169,2,2,2.684544920864887,2.7116394072354804,0.02709448637059353,10.312847835748617,10.752487091331515,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,2.4800000000000004,2.4800000000000004,2.852976171326684,0.9646189933258382,0.9649333938810105,0.0003144005551722895,2,2,2.6994805082150073,2.728884538756609,0.029404030541601678,10.554059945192085,11.037088233414783,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,2.6700000000000004,2.6700000000000004,3.0715509586460668,0.9647797928691153,0.965115279403586,0.0003354865344706859,2,2,2.714445441863734,2.7461674273383108,0.03172198547457672,10.79854262272717,11.32604214016654,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,2.8600000000000003,2.8600000000000003,3.2901257459654496,0.9649392657087896,0.965295439811509,0.00035617410271937544,2,2,2.729439307333992,2.7634874342563145,0.034048126922322286,11.04630544927928,11.619362396092924,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,3.0500000000000003,3.0500000000000003,3.5087005332848324,0.9650974228501867,0.9654738915908344,0.000376468740647673,2,2,2.7444616876398125,2.7808439165620897,0.03638222892227727,11.297357684570581,11.917062011915823,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,3.24,3.24,3.7272753206042153,0.9652542752177097,0.9656506510874026,0.00039637586969287764,2,2,2.7595121633319617,2.798236227176628,0.0387240638446662,11.551708264047193,12.219153418682065,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,3.43,3.43,3.945850107923598,0.9654098336552176,0.9658257345076162,0.00041590085239862074,2,2,2.774590312544,2.815663714985265,0.04107340244126512,11.809365795873822,12.525648462036761,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,3.62,3.62,4.164424895242981,0.9655641089264101,0.965999157919224,0.0004350489928138801,2,2,2.7896957110387506,2.8331257249333732,0.04343001389462264,12.070338557996866,12.836558396661292,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,3.81,3.81,4.382999682562364,0.9657171117152117,0.9661709372521072,0.00045382553689554683,2,2,2.8048279322552188,2.8506215981230345,0.04579366586781575,12.33463449527796,13.151893880881419,False,False
eta_scaled_amp_profile,scaled_amp,4.271186440677966,4.0,4.0,4.601574469881747,0.9658688526261598,0.9663410882990701,0.00047223567291021507,2,2,2.819986547355905,2.8681506719105134,0.04816412455460828,12.602261216698404,13.471664971445577,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,0.2,0.2,0.22626328186123443,0.972381862853593,0.9723888921147158,7.029261122837305e-06,2,2,4.6654487551328465,4.666866935488663,0.001418180355816645,66.6447223274916,66.7026223386818,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,0.39,0.39,0.44121339962940714,0.9724326425486394,0.9724463009555903,1.3658406950889379e-05,2,2,4.675711186445812,4.678478615794594,0.0027674293487818247,67.06427360628895,67.17763771389022,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,0.5800000000000001,0.5800000000000001,0.6561635173975798,0.9724832530868256,0.9725034934882889,2.024040146331174e-05,2,2,4.685980637277124,4.690099262102562,0.004118624825437678,67.48542967850108,67.65470721554887,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,0.77,0.77,0.8711136351657525,0.9725336950235844,0.9725604705162748,2.6775492690367386e-05,2,2,4.696257055079299,4.701728798270246,0.005471743190947009,67.9081910822503,68.13383160829424,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,0.96,0.96,1.0860637529339252,0.9725839689127542,0.9726172328404006,3.326392764635422e-05,2,2,4.706540387189095,4.713367147966792,0.0068267607776961725,68.33255832570381,68.61501160765995,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,1.15,1.15,1.3010138707020977,0.9726340753065827,0.9726737812589151,3.970595233238061e-05,2,2,4.716830580828594,4.725014234674188,0.008183653845594385,68.75853188699841,69.09824787991236,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,1.34,1.34,1.5159639884702707,0.9726840147557296,0.9727301165674718,4.6101811742138565e-05,2,2,4.727127583106441,4.736669981689625,0.009542398583183953,69.18611221417316,69.583541041929,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,1.53,1.53,1.7309141062384432,0.97273378780927,0.9727862395591289,5.2451749858906105e-05,2,2,4.737431341018698,4.748334312127322,0.01090297110862437,69.61529972508664,70.07089166105717,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,1.72,1.72,1.945864224006616,0.9727833950146964,0.9728421510243594,5.87560096630968e-05,2,2,4.747741801449847,4.760007148920493,0.012265347470645338,70.04609480734169,70.56030025498012,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,1.91,1.91,2.1608143417747887,0.9728328369179231,0.9728978517510547,6.501483313159362e-05,2,2,4.75805891117406,4.771688414823154,0.013629503649093877,70.47849781822197,71.05176729157918,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,2.1,2.1,2.3757644595429612,0.9728821140632876,0.9729533425245293,7.122846124163473e-05,2,2,4.76838261685604,4.7833780324123225,0.014995415556282587,70.91250908461215,71.54529318881424,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,2.29,2.29,2.590714577311134,0.9729312269935547,0.9730086241275282,7.739713397347803e-05,2,2,4.778712865052186,4.795075924089688,0.016363059037502126,71.34812890293219,72.04087831458405,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,2.4800000000000004,2.4800000000000004,2.805664695079307,0.972980176249919,0.9730636973402307,8.352109031173338e-05,2,2,4.789049602211615,4.8067820120838745,0.017732409872259325,71.78535753906692,72.53852298661408,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,2.6700000000000004,2.6700000000000004,3.0206148128474797,0.9730289623720076,0.9731185629402586,8.960056825091378e-05,2,2,4.799392774677205,4.818496218452201,0.019103443774995732,72.22419522829742,73.03822747232498,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,2.8600000000000003,2.8600000000000003,3.2355649306156526,0.9730775858978842,0.9731732217026771,9.56358047928818e-05,2,2,4.80974232868671,4.830218465082785,0.020476136396075262,72.66464217523666,73.5399919887181,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,3.0500000000000003,3.0500000000000003,3.450515048383825,0.9731260473640512,0.9732276744000046,0.00010162703595339995,2,2,4.820098210373803,4.841948673696518,0.021850463322715008,73.10669855376305,74.0438167022576,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,3.24,3.24,3.6654651661519977,0.9731743473054519,0.9732819218022177,0.00010757449676579434,2,2,4.830460365769145,4.8536867658489635,0.023226400079818355,73.55036450695611,74.5497017287517,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,3.43,3.43,3.88041528392017,0.9732224862554755,0.9733359646767549,0.00011347842127940044,2,2,4.840828740801451,4.865432662932513,0.024603922131061218,73.99564014703314,75.05764713324703,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,3.62,3.62,4.095365401688343,0.9732704647459587,0.9733898037885226,0.00011933904256389294,2,2,4.851203281298584,4.87718628617835,0.025983004879766014,74.44252555528823,75.56765292991743,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,3.81,3.81,4.310315519456515,0.9733182833071881,0.9734434398999019,0.0001251565927138376,2,2,4.861583932988701,4.888947556658399,0.027363623669698356,74.89102078203452,76.07971908195383,False,False
eta_scaled_amp_profile,scaled_amp,4.5423728813559325,4.0,4.0,4.525265637224688,0.9733659424679064,0.9734968737707541,0.00013093130284769217,2,2,4.871970641501151,4.900716395287437,0.028745753786285633,75.34112584653695,76.59384550146414,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,0.2,0.2,0.22244784022838152,0.9800746052723616,0.9800763475459988,1.7422736372507686e-06,2,2,9.02527490868345,9.026203366610638,0.0009284579271877647,363.40510895623356,363.49361118064627,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,0.39,0.39,0.43377328844534396,0.9800893428458743,0.980092735234263,3.3923883886455286e-06,2,2,9.033133287798313,9.034944035059544,0.0018107472612314268,364.1545236830916,364.32731511557057,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,0.5800000000000001,0.5800000000000001,0.6450987366623064,0.9801040596957699,0.9801090972939177,5.0375981478500975e-06,2,2,9.040993062425425,9.04368642752257,0.0026933650971443512,364.90484362520914,365.16213876432954,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,0.77,0.77,0.8564241848792689,0.9801187558503908,0.9801254337639475,6.677913556685233e-06,2,2,9.048854224352047,9.052430532698809,0.003576308346762147,365.6560684086758,365.99808161113106,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,0.96,0.96,1.0677496330962313,0.9801334313380454,0.9801417446832814,8.313345235988479e-06,2,2,9.056716765360735,9.061176339278372,0.004459573917637627,366.4081976559759,366.83514313449217,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,1.15,1.15,1.2790750813131937,0.9801480861870073,0.9801580300908,9.943903792719588e-06,2,2,9.064580677229493,9.069923835944998,0.0053431587155046145,367.1612309859981,367.6733228074826,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,1.34,1.34,1.4904005295301561,0.9801627204255178,0.9801742900253311,1.1569599813299192e-05,2,2,9.072445951731687,9.078673011375576,0.006227059643888921,367.9151680140246,368.51262009767277,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,1.53,1.53,1.7017259777471185,0.9801773340817826,0.9801905245256508,1.3190443868160706e-05,2,2,9.080312580635788,9.087423854240091,0.007111273604303747,368.6700083517021,369.35303446712226,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,1.72,1.72,1.913051425964081,0.9801919271839752,0.9802067336304833,1.4806446508086601e-05,2,2,9.088180555706042,9.096176353201088,0.00799579749504531,369.4257516071029,370.1945653723223,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,1.91,1.91,2.1243768741810434,0.9802064997602349,0.9802229173785023,1.6417618267428047e-05,2,2,9.096049868702083,9.10493049691448,0.008880628212397212,370.18239738468344,371.03721226426757,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,2.1,2.1,2.335702322398006,0.9802210518386673,0.9802390758083291,1.8023969661884465e-05,2,2,9.103920511378982,9.11368627402939,0.009765762650408405,370.9399452852862,371.8809745884338,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,2.29,2.29,2.547027770614968,0.9802355834473447,0.9802552089585342,1.962551118950273e-05,2,2,9.111792475487505,9.122443673188208,0.010651197700703108,371.69839490616044,372.7258517847785,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,2.4800000000000004,2.4800000000000004,2.7583532188319313,0.9802500946143055,0.9802713168676368,2.122225333134331e-05,2,2,9.11966575277387,9.131202683026471,0.011536930252601607,372.4577458409358,373.571843287723,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,2.6700000000000004,2.6700000000000004,2.9696786670488935,0.9802645853675543,0.9802873995741044,2.2814206550036964e-05,2,2,9.127540334979763,9.139963292173228,0.012422957193464867,373.21799767961954,374.4189485261813,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,2.8600000000000003,2.8600000000000003,3.181004115265856,0.9802790557350629,0.9803034571163531,2.440138129022884e-05,2,2,9.135416213842962,9.14872548925081,0.01330927540784721,373.9791500086536,375.26716692353244,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,3.0500000000000003,3.0500000000000003,3.3923295634828183,0.980293505744769,0.9803194895327487,2.59837879796887e-05,2,2,9.143293381096363,9.157489262874947,0.014195881778583441,374.74120241081704,376.1164978976254,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,3.24,3.24,3.6036550116997805,0.9803079354245768,0.9803354968616046,2.7561437027756597e-05,2,2,9.151171828468904,9.166254601654927,0.015082773186023246,375.5041544653122,376.9669408607894,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,3.43,3.43,3.814980459916743,0.9803223448023578,0.9803514791411843,2.913433882645311e-05,2,2,9.159051547685108,9.175021494193786,0.01596994650867778,376.2680057477166,377.8184952198459,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,3.62,3.62,4.026305908133706,0.980336733905949,0.9803674364096987,3.070250374970218e-05,2,2,9.16693253046538,9.183789929087917,0.016857398622537545,377.0327558300083,378.6711603760655,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,3.81,3.81,4.237631356350668,0.9803511027631547,0.9803833687053098,3.2265942155107474e-05,2,2,9.174814768525943,9.192559894927523,0.017745126401580436,377.7984042805569,379.52493572520524,False,False
eta_scaled_amp_profile,scaled_amp,4.813559322033898,4.0,4.0,4.44895680456763,0.9803654514017458,0.9803992760661271,3.382466438128784e-05,2,2,9.182698253578732,9.201331380296493,0.018633126717761073,378.56495066410895,380.37982065749225,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,0.2,0.2,0.2189559993412345,0.9855825820826576,0.9855829927229326,4.106402750059246e-07,2,2,17.144144416171184,17.144710166849844,0.0005657506786604927,1549.2380212328387,1549.349363988155,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,0.39,0.39,0.42696419871540725,0.9855866969572187,0.9855874972259611,8.002687423847021e-07,2,2,17.14981340552694,17.150916485364103,0.0011030798371649553,1550.3538894307248,1550.5710633057163,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,0.5800000000000001,0.5800000000000001,0.6349723980895801,0.9855908094777153,0.9855919989078394,1.1894301241710536e-06,2,2,17.155482532920225,17.157122969065167,0.0016404361449424698,1551.470186532214,1551.7932766390063,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,0.77,0.77,0.8429805974637528,0.9855949196454289,0.985596497770249,1.5781248201562903e-06,2,2,17.16115179725786,17.1633296165204,0.0021778192625383497,1552.5869123512794,1553.0160037441824,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,0.96,0.96,1.0509887968379255,0.9855990274616391,0.9856009938148712,1.9663532321301247e-06,2,2,17.166821197446506,17.169536426299608,0.0027152288531020474,1553.7040667015526,1554.2392443774386,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,1.15,1.15,1.2589969962120982,0.9856031329276271,0.9856054870433842,2.3541157571083104e-06,2,2,17.17249073239654,17.175743396967313,0.0032526645707733337,1554.8216493970922,1555.4629982934857,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,1.34,1.34,1.467005195586271,0.9856072360446729,0.9856099774574675,2.741412794549092e-06,2,2,17.178160401015482,17.181950527091917,0.0037901260764350297,1555.9396602510812,1556.687265247355,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,1.53,1.53,1.6750133949604438,0.9856113368140544,0.9856144650587982,3.1282447437996908e-06,2,2,17.183830202210352,17.1881578152398,0.004327613029449395,1557.0580990762978,1557.9120449932348,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,1.72,1.72,1.8830215943346165,0.9856154352370501,0.9856189498490537,3.5146120036522177e-06,2,2,17.189500134889084,17.19436525997775,0.004865125088667099,1558.1769656853896,1559.13733728495,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,1.91,1.91,2.091029793708789,0.9856195313149388,0.9856234318299102,3.900514971344471e-06,2,2,17.195170197959396,17.200572859872512,0.005402661913116447,1559.2962598906536,1560.3631418758737,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,2.1,2.1,2.2990379930829623,0.9856236250489971,0.9856279110030419,4.285954044780382e-06,2,2,17.200840390328636,17.206780613490057,0.005940223161420732,1560.415981504005,1561.5894585187818,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,2.29,2.29,2.507046192457135,0.9856277164405018,0.9856323873701243,4.6709296224189956e-06,2,2,17.20651071090527,17.21298851939718,0.006477808491908377,1561.5361303372688,1562.8162869661683,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,2.4800000000000004,2.4800000000000004,2.715054391831308,0.9856318054907285,0.9856368609328308,5.055442102275265e-06,2,2,17.21218115859547,17.219196576159767,0.007015417564296911,1562.65670620151,1564.0436269699053,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,2.6700000000000004,2.6700000000000004,2.923062591205481,0.9856358922009532,0.9856413316928329,5.4394918796996095e-06,2,2,17.217851732306972,17.225404782343862,0.007553050036889886,1563.7777089077915,1565.2714782814496,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,2.8600000000000003,2.8600000000000003,3.1310707905796535,0.9856399765724505,0.9856457996518035,5.82307935304005e-06,2,2,17.223522430947078,17.23161313651543,0.00809070556835323,1564.899138266783,1566.4998406517993,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,3.0500000000000003,3.0500000000000003,3.3390789899538262,0.9856440586064952,0.9856502648114132,6.206204917980074e-06,2,2,17.229193253422636,17.237821637240177,0.008628383817541163,1566.0209940887544,1567.7287138314568,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,3.24,3.24,3.547087189327999,0.9856481383043598,0.9856547271733321,6.588868972312589e-06,2,2,17.23486419864093,17.244030283083887,0.00916608444295619,1567.1432761837514,1568.9580975704955,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,3.43,3.43,3.7550953887021716,0.9856522156673183,0.985659186739229,6.971071910721882e-06,2,2,17.240535265508505,17.250239072612132,0.009703807103626616,1568.265984361366,1570.1879916185019,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,3.62,3.62,3.9631035880763443,0.9856562906966432,0.9856636435107733,7.352814130112684e-06,2,2,17.246206452932412,17.256448004390393,0.010241551457980336,1569.3891184309803,1571.4183957246005,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,3.81,3.81,4.171111787450517,0.985660363393606,0.9856680974896312,7.734096025280301e-06,2,2,17.25187775981956,17.26265707698349,0.010779317163930102,1570.512678201637,1572.64930963734,False,False
eta_scaled_amp_profile,scaled_amp,5.084745762711864,4.0,4.0,4.37911998682469,0.9856644337594779,0.9856725486774703,8.114917992463333e-06,2,2,17.257549185076325,17.268866288957224,0.011317103880898571,1571.6366634819672,1573.8807331050184,False,False
eta_scaled_amp_profile,scaled_amp,5.3559322033898304,0.2,0.2,0.21617608009464045,0.9886756691654481,0.9886757761388871,1.0697343899579437e-07,2,2,26.99630146831085,26.996592241240332,0.00029077292948187505,4094.816555354076,4094.9095897770303,False,False
eta_scaled_amp_profile,scaled_amp,5.3559322033898304,0.39,0.39,0.42154335618454886,0.9886769255122494,0.9886771340594083,2.0854715887530517e-07,2,2,26.99971367789014,27.00028042657913,0.0005667486889926465,4095.9083774372216,4096.089736996817,False,False
eta_scaled_amp_profile,scaled_amp,5.3559322033898304,0.5800000000000001,0.5800000000000001,0.6269106322744573,0.9886781815635561,0.9886784916347151,3.1007115897097037e-07,2,2,27.003125849472788,27.00396856750448,0.0008427180316914473,4097.000332899635,4097.270040035984,False,False
eta_scaled_amp_profile,scaled_amp,5.3559322033898304,0.77,0.77,0.8322779083643658,0.9886794373194328,0.9886798488648881,4.1154545538102383e-07,2,2,27.006537982939854,27.00765666385799,0.0011186809181360502,4098.092421698383,4098.45049883769,False,False
