case,f_R3_gt_0p90,f_R3_gt_0p95,f_hmumu_chi2_le_4,best_chi2,winner_mean
baseline_eta_scan,0.9833333333333333,0.21666666666666667,0.08333333333333333,0.09617793435554889,2.0
eta_scaled_amp_profile,0.9833333333333333,0.21666666666666667,0.08333333333333333,0.09617741307632437,2.0
eta_scaled_prob_profile,0.9833333333333333,0.21666666666666667,0.08333333333333333,0.09617716401259287,2.0
eta_closed_amp_profile,0.9833333333333333,0.21666666666666667,0.08333333333333333,0.09617823505720977,2.0
eta_closed_prob_profile,0.9833333333333333,0.21666666666666667,0.08333333333333333,0.0961786874327174,2.0
