run,D,source,max_E_rel_error,median_E_rel_error,max_abs_corr_offdiag,max_strong_residual_l2_over_rms_u,E0_ritz,E1_ritz,E2_ritz,E0_ref,E1_ref,E2_ref
v2_parametric_D6_18_K3_first_2000,6.0,v2_fixed_D6_K3_best_2400,0.03323589960596828,0.014292888527035273,0.15839162468910217,0.14861330389976501,0.7486491799354553,0.765540599822998,0.9592391848564148,0.7409156023783983,0.7409156032179508,0.9457220845247472
v2_parametric_D6_18_K3_first_2000,12.0,v2_fixed_D12_K3_best_2400,0.02807649200848705,0.01872953128951094,0.3066469132900238,0.17500761151313782,0.7939727902412415,0.812013566493988,1.0693435668945312,0.7898376933975528,0.7898376947688097,1.04968348717736
v2_parametric_D6_18_K3_first_2000,18.0,v2_fixed_D18_K3_best_2400,0.03195451155985985,0.0205570549803161,0.06325969845056534,0.1872406005859375,0.8978471159934998,0.9192426800727844,0.9489853382110596,0.8907781421274631,0.8907782947557399,0.9298699505138035
v2_parametric_D6_18_K3_continue_orth_2000,6.0,v2_fixed_D6_K3_best_2400,0.009379741490920504,0.0025103899327792323,0.0019061920465901494,0.08430050313472748,0.7425644993782043,0.7478652000427246,0.9480962157249451,0.7409156023783983,0.7409156032179508,0.9457220845247472
v2_parametric_D6_18_K3_continue_orth_2000,12.0,v2_fixed_D12_K3_best_2400,0.007197750490795512,0.002300337663835512,0.0016227051382884383,0.11745480448007584,0.7916545867919922,0.7955227494239807,1.052037000656128,0.7898376933975528,0.7898376947688097,1.04968348717736
v2_parametric_D6_18_K3_continue_orth_2000,18.0,v2_fixed_D18_K3_best_2400,0.009652744445225285,0.0024340745079137987,0.0011100014671683311,0.11849953979253769,0.8929463624954224,0.8993767499923706,0.9310437440872192,0.8907781421274631,0.8907782947557399,0.9298699505138035
