D,E_ref,E_parametric,E_abs_error,E_rel_error,omega_parametric,norm,kinetic_s,kinetic_z,potential,strong_residual_l2_over_rms_u,strong_residual_median_abs_over_rms_u
6.0,0.7409156023783983,0.7426179051399231,0.001702302761524832,0.002297566357167138,1.3200825372452751,0.010007997043430805,0.003628180827945471,0.000710094696842134,0.0030938424170017242,0.08196388930082321,0.006346363574266434
9.0,0.7604497940860961,0.762010395526886,0.0015606014407898439,0.002052208381048173,1.327407396215226,0.007879872806370258,0.002856600098311901,0.0006593673606403172,0.0024885772727429867,0.08472923189401627,0.009206549264490604
12.0,0.7898376933975528,0.7916654944419861,0.0018278010444332526,0.0023141476530080677,1.3385310958068872,0.005866210907697678,0.0021265901159495115,0.000572160875890404,0.0019453257555142045,0.08992540836334229,0.012137514539062977
15.0,0.8317674016733059,0.8335520625114441,0.001784660838138219,0.00214562488809724,1.354087169465631,0.004115703050047159,0.0014918710803613067,0.00045935047091916203,0.0014794310554862022,0.0948714166879654,0.01286732591688633
18.0,0.8907781421274631,0.8938794136047363,0.0031012714772732375,0.0034815307320702877,1.3761829142976367,0.002760794712230563,0.0010014811996370554,0.0003417337720748037,0.0011246027424931526,0.11577158421278,0.010255763307213783
