D,mode,E_ritz,omega_ritz,S_adapter,r_eta1,n_turning,status,z_left,z_right,component_width,U_center_minus_E,source_spectral_suspicious
9.5,2,0.9981976747512817,1.4135762005464303,8.080880875741363,9.572735372484056e-08,6,CENTRAL_BARRIER,-4.591530510170058,4.591530510170056,9.183061020340114,0.02005356095784183,False
9.75,0,0.7673402428627014,1.3294134958178743,9.744425941407306,3.4363640635195685e-09,6,CENTRAL_BARRIER,-4.723574524841615,4.723574524841613,9.447149049683228,0.2204391872066157,False
9.75,1,0.7677325010299683,1.3295610181672628,9.74202592510688,3.4528983739210407e-09,6,CENTRAL_BARRIER,-4.723574524841615,4.723574524841613,9.447149049683228,0.22004692903934886,False
9.75,2,1.002933144569397,1.4152502056418848,3.876498717588781,0.0004294533508286822,8,NEAREST_FORBIDDEN_ISLAND,0.558186062020674,4.723574524841613,4.165388462820939,-0.015153714500079851,False
10.0,0,0.7696081399917603,1.3302661914037206,9.716182207620509,3.6360627047793065e-09,6,CENTRAL_BARRIER,-4.843614538179393,4.843614538179391,9.687229076358784,0.18943345080431595,False
10.0,1,0.7700515389442444,1.3304328389453728,9.713256700135135,3.6573997228339925e-09,6,CENTRAL_BARRIER,-4.843614538179393,4.843614538179391,9.687229076358784,0.18899005185183182,False
10.0,2,1.0078256130218506,1.4169776332115658,3.760836464096259,0.0005412263751994089,8,NEAREST_FORBIDDEN_ISLAND,1.0263421140380125,4.843614538179391,3.817272424141379,-0.04878402222577438,False
10.25,0,0.7719444036483765,1.331144020626009,9.689996198455436,3.8315653989266864e-09,6,CENTRAL_BARRIER,-4.971740580193398,4.971740580193398,9.943481160386796,0.15995161744887154,False
10.25,1,0.7724304795265198,1.3313265863515682,9.686520608482732,3.8582920828650034e-09,6,CENTRAL_BARRIER,-4.971740580193398,4.971740580193398,9.943481160386796,0.15946554157072823,False
10.25,2,1.0128625631332397,1.4187538768698535,3.678182690663637,0.0006385150056697979,8,NEAREST_FORBIDDEN_ISLAND,-4.971740580193398,-1.3570356785595195,3.6147049016338784,-0.08096654203599174,False
10.5,0,0.7743549942970276,1.3320491711258364,9.647125199667473,4.1745870265397475e-09,6,CENTRAL_BARRIER,-5.101533844614872,5.10153384461487,10.203067689229742,0.1318608816521596,False
10.5,1,0.774867594242096,1.3322415675252353,9.643125626518437,4.208114074005314e-09,6,CENTRAL_BARRIER,-5.101533844614872,5.10153384461487,10.203067689229742,0.13134828170709123,False
