D,E_ref,E_parametric,E_abs_error,E_rel_error,omega_parametric,norm,kinetic_s,kinetic_z,potential,strong_residual_l2_over_rms_u,strong_residual_median_abs_over_rms_u
6.0,0.7409156023783983,0.7411381602287292,0.0002225578503309844,0.00030038218876287114,1.3195219438223562,0.007186961825937033,0.002599513391032815,0.0005325219826772809,0.0021944961044937372,0.02619258128106594,0.001429439289495349
9.0,0.7604497940860961,0.7606557011604309,0.00020590707433476574,0.00027077010992188327,1.3268970198023775,0.006340087857097387,0.0022932388819754124,0.0005170338554307818,0.0020123510621488094,0.02868814393877983,0.0014793813461437821
12.0,0.7898376933975528,0.7900170087814331,0.00017931538388027413,0.00022702814183118308,1.3379151724909293,0.005262104328721762,0.0019034268334507942,0.00048459958634339273,0.0017691254615783691,0.03139364346861839,0.0014115750091150403
15.0,0.8317674016733059,0.8319070935249329,0.0001396918516269885,0.00016794581194930672,1.3534796243479001,0.004144420847296715,0.0014993753284215927,0.00044389799586497247,0.0015044998144730926,0.03357778489589691,0.0010818775044754148
18.0,0.8907781421274631,0.8908556699752808,7.752784781767108e-05,8.703384619711232e-05,1.3750838774326752,0.0031267148442566395,0.001131561235524714,0.00040090284892357886,0.0012529876548796892,0.03660820424556732,0.0013194726780056953
