D,dense_run,reference_run,K_asym_rel,n_negative_selfadjoint,dense_max_corr_offdiag,dense_max_residual_l2_over_rms_u,dense_suspicious_reasons,E0_dense,E0_fv,E0_rel_error_vs_fv,E1_dense,E1_fv,E1_rel_error_vs_fv,E2_dense,E2_fv,E2_rel_error_vs_fv,max_E_rel_error_vs_fv,median_E_rel_error_vs_fv,fv_followup_needed_confirmed
7.5,v2_dense_eval_midpoints,v2_suspicious_selfadjoint_D7p5_n50x500_k4,0.0,0,0.5173826217651367,0.4282739460468292,gram;residual,0.7570174932479858,0.7495682407609748,0.009938057780367526,0.8693528175354004,0.7495682415480508,0.1598047640598589,1.0628128051757812,0.9644241068831847,0.10201808269866675,0.1598047640598589,0.10201808269866675,True
9.0,v2_dense_eval_midpoints,v1_selfadjoint_D9_n50x500_k4,0.0,0,0.6583037376403809,0.7002540230751038,gram;residual,0.7758446931838989,0.7604497940860961,0.020244464812176427,1.1480969190597534,0.7604497949114657,0.5097603112555498,1.633636236190796,0.9877010150574912,0.6539784927685902,0.6539784927685902,0.5097603112555498,True
10.5,v2_dense_eval_midpoints,v2_suspicious_selfadjoint_D10p5_n50x500_k4,0.0,0,0.4742213487625122,0.9946380853652954,gram;residual,0.7904021739959717,0.7737772640821676,0.02148539468076003,1.1698293685913086,0.7737772650669714,0.5118425177432143,1.5108904838562012,1.0159401445222627,0.4871845472418897,0.5118425177432143,0.4871845472418897,True
13.5,v2_dense_eval_midpoints,v2_suspicious_selfadjoint_D13p5_n50x500_k4,0.0,0,0.13015376031398773,0.5471174120903015,gram;residual,0.8231663703918457,0.8090057472547818,0.017503736141696737,0.9289171099662781,0.8090057495745705,0.14822065288752895,1.235235571861267,1.0896520456148988,0.13360551823147765,0.14822065288752895,0.13360551823147765,True
15.0,v2_dense_eval_midpoints,v1_selfadjoint_D15_n50x500_k4,0.0,0,0.09439577907323837,0.707396924495697,gram;residual,0.8447682857513428,0.8317674016733059,0.015630432320240497,0.9286385774612427,0.831767406791744,0.11646425416348764,1.4316792488098145,1.058207102869175,0.3529291619079326,0.3529291619079326,0.11646425416348764,True
16.5,v2_dense_eval_midpoints,v2_suspicious_selfadjoint_D16p5_n50x500_k4,0.0,0,0.3043610155582428,0.5848687887191772,gram;residual,0.8725082278251648,0.8587522825493039,0.01601852542973719,0.8882073760032654,0.8587522996679782,0.03429985147833142,1.3153660297393799,0.9879588704236376,0.33139756028036854,0.33139756028036854,0.03429985147833142,True
