D,reference_run,K_asym_rel,n_negative_selfadjoint,E0_ref,E1_ref,E2_ref,omega0_ref,omega1_ref,omega2_ref
6.0,v0p5p1_selfadjoint_D6_n50x500,0.0,0,0.7409156023783983,0.7409156032179508,0.9457220845247472,1.319437608368959,1.319437608687107,1.3948914239197068
7.5,v2_suspicious_selfadjoint_D7p5_n50x500_k4,0.0,0,0.7495682407609748,0.7495682415480508,0.9644241068831847,1.3227124558122882,1.3227124561098118,1.401579147562914
9.0,v1_selfadjoint_D9_n50x500_k4,0.0,0,0.7604497940860961,0.7604497949114657,0.9877010150574912,1.3268194278371477,1.3268194281481809,1.4098585088786362
10.5,v2_suspicious_selfadjoint_D10p5_n50x500_k4,0.0,0,0.7737772640821676,0.7737772650669714,1.0159401445222627,1.331832295779828,1.3318322961495457,1.4198380698242539
12.0,v0p5p1_selfadjoint_D12_n50x500,0.0,0,0.7898376933975528,0.7898376947688097,1.04968348717736,1.3378481578256753,1.3378481583381612,1.4316715709887375
13.5,v2_suspicious_selfadjoint_D13p5_n50x500_k4,0.0,0,0.8090057472547818,0.8090057495745705,1.0896520456148988,1.344992842826601,1.3449928436889804,1.4455628819303914
15.0,v1_selfadjoint_D15_n50x500_k4,0.0,0,0.8317674016733059,0.831767406791744,1.058207102869175,1.3534280186523795,1.3534280205432958,1.4346452881702763
16.5,v2_suspicious_selfadjoint_D16p5_n50x500_k4,0.0,0,0.8587522825493039,0.8587522996679782,0.9879588704236376,1.3633606575478492,1.3633606638259659,1.4099499531627488
18.0,v0p5p1_selfadjoint_D18_n50x500,0.0,0,0.8907781421274631,0.8907782947557399,0.9298699505138035,1.3750556869187018,1.3750557424176446,1.3891975923222022
